,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,070102,,,,070114,070146,070220,070253,070336,070358,070514,070850,070954,071154,071309,071435,071457
1,MW5264-0,,,,,,,,,,,,,,070102,070220,070336,070347,070452,070535,070651,070723,070901,071049,071258,071352,071446,071551,071719,071824,072025,072057,072151,072318,072401,072444,072610,072959,073137,073336,073440,073535,073618
2,MS2259-0,,,,070102,070125,070314,070325,070431,,070640,070850,070922,071005,071425,071813,071929,072025,,072224,072318,072350,072516,072726,072948,073032,073115,073220,073346,073440,073607,073650,073723,073806,073900,074015,074203,074518,,074800,074905,075010,075104
3,MX1509-0,,071403,071540,071741,072014,072339,072433,072610,072832,072948,073032,073147,073314,073650,074037,074225,074246,074402,074445,074623,074717,074905,075137,075348,075443,075537,075642,075808,075924,080134,080239,080322,080356,080440,080513,080640,080955,081154,081355,081449,081553,081625
4,MS1935-0,072600,073115,073325,073513,073911,,074402,074518,074644,074728,074843,075010,075137,075504,075913,080051,080156,080322,080344,080545,080629,080817,081016,081239,081311,081405,081521,081647,081730,081857,081940,082013,082139,082222,082255,082410,082746,082955,083143,083310,083425,083519
5,MS1953-0,074550,074612,074833,075104,075222,075547,075714,075746,080007,080029,080145,080250,080356,080702,081049,081217,081301,081405,081532,081647,081730,081919,082118,082338,082432,082526,082619,082735,082829,082955,083028,083111,083154,083248,083321,083447,083823,084003,084141,084247,084353,084436
6,MW5537-0,080429,082338,082547,082746,082944,083226,083331,083552,083845,083919,084120,084214,084320,084658,085026,085143,085217,085355,085438,085626,085720,085921,090110,090321,090404,090447,090552,090708,090802,090919,090951,091034,091150,091202,091236,091341,091658,091803,091930,092025,092131,092215
7,MW5346-0,,080502,080651,080922,081110,081438,081542,081709,081835,081951,082118,082212,082359,082724,083111,083237,083321,083425,083508,083635,083729,083940,084225,084436,084531,084614,084720,084825,084920,085037,085143,085300,085355,085427,085449,085553,085921,090016,090154,090310,090426,090458
8,MS2365-1,,084003,084120,084320,084625,084909,085110,085217,085438,085521,085720,085814,085954,090321,090657,090824,090857,091023,091128,091246,091308,091446,091709,091919,091951,092036,092120,092248,092342,092531,092625,092720,092803,092836,092910,093015,093332,093416,093543,093752,093857,093940
9,MW5264-1,090027,090121,090404,090552,090813,091117,091402,091518,091730,091836,092058,092237,092426,092731,093120,093238,093332,093459,093543,093752,093835,094119,094332,094553,094637,094731,094836,094951,095045,095202,095246,095340,095434,095456,095517,095635,095941,100107,100245,100400,100505,100559
