,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070102,070252,070514,070702,070828,070933,071005,071059,,,,071551,071657,071751
1,MW5346-0,,,,,,,,070102,070124,070231,070314,070357,070839,071027,071248,071341,071457,071551,071708,071813,071929,072024,072140,072632,072905,073136,073302,073429,073533,073617,073722,073805,073910,074015,074130,074256
2,MW5537-0,070102,071059,071142,071237,071446,071625,071907,072013,072151,072245,072328,072400,072810,073031,073240,073418,073555,073650,073816,073859,073953,074047,074224,074726,074946,075145,075300,075415,075520,075627,075743,075826,075932,080130,080246,080351
3,MS2365-0,,072653,072737,072821,073020,073031,073345,073512,073617,073700,073754,073827,074307,074505,074631,074758,074841,074935,075051,075123,075238,075311,075405,075837,080109,080224,080351,080529,080655,080749,080843,080947,081052,081220,081335,081441
4,MW5264-0,074704,074726,074819,074903,075040,075217,075520,075627,075815,075859,075942,080015,080413,080634,080821,080915,081009,081052,081230,081314,081419,081451,081618,082059,082320,082552,082657,082846,082940,083129,083246,083340,083455,083705,083820,083947
5,MS2259-0,075123,080518,080634,080738,080926,,081346,081502,081618,081723,081806,081850,082259,082541,082729,082813,082940,083024,083151,083307,083340,083434,083539,084019,084322,084511,,,084953,085059,085227,085441,,085746,085954,090121
6,MX1509-0,,082530,082635,082751,083002,083045,083423,083549,083622,083853,083936,084019,084521,084742,084931,085037,085143,085239,085357,085452,085608,085651,085757,090237,090520,090803,091002,091107,091224,091340,091456,091603,091730,091951,092131,092352
7,MS1935-0,083549,083957,084051,084134,084343,084417,084825,084920,085026,085121,085205,085250,085818,090048,090342,090458,090553,090647,090835,090941,091118,,091340,091846,092204,092447,092603,092719,092824,092929,093045,093200,093306,093504,093642,093746
8,MS1953-1,085333,085357,085503,085546,085724,085859,090215,090320,090426,090520,090604,090647,091150,091412,091550,091658,091846,091940,092120,092215,092320,092352,092519,093023,093255,093432,093642,093808,093945,094216,094354,094521,094648,094827,094932,095111
9,MW5346-1,,,,091539,091730,091814,092131,092247,092425,092519,092552,092635,093138,093338,093526,093631,093819,093924,094101,094205,094310,094405,094532,095038,095311,095459,095605,095803,095941,100223,100400,100621,100715,100934,101101,101228
10,MW5537-1,092247,093244,093338,093421,093610,093757,094122,094249,094354,094449,094543,094627,095027,095239,095416,095531,095637,095742,095857,100003,100107,100202,100317,100747,101039,101250,101405,101532,101637,101804,101930,102119,102224,102433,102600,102737
11,MS2365-1,,095049,095143,095300,095520,095615,095846,095951,100046,100306,100339,100422,100913,101133,101333,101438,101604,101658,101814,101909,102024,102057,102224,102704,102935,103052,103327,103443,103653,103945,104135,104419,104618,104943,105205,105310
12,MW5264-1,101112,101239,101322,101416,101553,101720,102057,102202,102256,102350,102444,102527,103009,103254,103454,103559,103725,103830,103956,104052,104157,104251,104357,104900,105131,105425,105613,105707,105823,110107,110223,110443,110642,110935,111157,111358
13,MS2259-1,102455,103454,103537,103631,,103902,104251,104408,104524,104744,104900,104932,105603,105739,105951,110056,110255,,110548,110642,110736,110935,111040,111546,111818,112135,112240,112346,112545,112700,112932,113037,113309,113730,114057,114226
14,MX1509-1,,,110056,110150,110411,110610,110924,111051,111145,111358,111546,111619,112146,112451,112700,112816,112932,113026,113204,113309,113446,113540,113646,114153,114447,114635,114751,114919,115117,115330,115602,115952,120153,120458,120802,121013
15,MS1935-1,111145,111807,111912,112030,112335,112523,112921,113026,113204,113435,113540,113624,114140,114331,114552,114729,114940,115056,115224,115341,115456,115602,115719,120248,120603,120835,121002,121150,121350,121434,122546,122745,122935,123240,123408,123735
16,MS2243-0,113635,113802,113858,113941,114108,114226,114458,114552,114708,114929,115056,115128,115613,115813,120015,120131,120310,120415,120542,120635,120814,120846,121002,121506,121748,122052,122135,122357,122514,122745,122946,123157,123441,123640,123808,124041
17,MS1953-2,120003,120026,120142,120237,120415,120603,120846,121034,121117,121350,121444,121538,121957,122210,122430,122535,122651,122756,122935,123029,123134,123229,123357,123840,124113,124442,124558,124724,124839,124955,125110,125343,125646,125833,130022,130231
18,MW5346-2,,,122146,122242,122430,122535,122841,123007,123145,123302,123430,123525,124041,124303,124547,124703,124944,125027,125227,125321,125436,125519,125646,130148,130409,130559,130747,130916,131147,131303,131419,131557,131736,131959,132126,132337
19,MW5537-2,123925,124630,124724,124829,125110,125238,125602,125729,125801,130022,130137,130231,130832,131053,131303,131452,131557,131714,131916,131959,132115,132220,132348,132818,133143,133447,133541,133645,133718,133823,133928,134105,134243,134525,134713,135028
20,MS2365-2,,130221,130325,130443,130642,130726,131125,131230,131441,131536,131652,131736,132136,132421,132652,132808,132934,133017,133205,133248,133414,133457,133645,134149,134420,134629,134850,135017,135122,135332,135448,135815,140036,140258,140425,140815
21,MW5264-2,132136,132326,132421,132504,132714,132840,133143,133259,133508,133613,133729,133801,134253,134514,134651,134829,134955,135122,135311,135405,135531,135616,135753,140236,140520,140720,140815,140930,141140,141351,141550,141751,142003,142224,142330,142741
22,MS2259-2,133906,134315,134359,134442,134734,134945,135143,135249,135415,135637,135815,135909,140826,141013,141225,141340,141550,141657,141834,142013,142108,142151,142330,142836,143109,143331,143447,143635,143740,144119,144307,144538,144737,144958,145124,145358
23,MX1509-2,135721,140003,140108,140153,140330,140531,140826,140952,141057,141308,141456,141539,143059,143342,143646,143813,144046,144151,144350,144506,144632,144726,144904,145420,145736,145913,145957,150051,150200,150337,150559,150946,151220,151358,151513,151629
24,MS2243-1,141635,141823,141930,142108,142235,142447,142825,142942,143109,143226,143331,143425,144025,144307,144455,144610,144737,144904,145052,145240,145409,145514,145703,150200,150505,150747,150913,151040,151231,151535,151755,152005,152656,153231,153432,153842
25,MS1953-3,144046,144202,144246,144433,144621,144715,145030,145135,145334,145452,145608,145641,150211,150400,150559,150725,151018,151112,151253,151336,151441,151546,151701,152212,152424,152729,152836,153049,153314,153421,153610,153957,154449,154754,154931,155230
26,MW5346-3,,,,150642,150758,151018,151347,151513,151618,151839,151955,152038,152656,152920,153157,153303,153505,153610,153748,153852,154041,154124,154251,154826,155130,155829,160007,160144,160316,160423,161518,162307,162925,163430,163652,164017
