,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,1,-1,-1,1,-1,-1,1,-1,,,,1,-1,-1
1,MW5346-0,,,,,,,,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,2,1,1,1,3,-1,1,2,1,-1,-1
2,MW5537-0,1,-1,1,1,5,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,1,1,-1,-1
3,MS2365-0,,1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,-1,1,1,1,-1,-1
4,MW5264-0,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,1,2,1,-1,-1
5,MS2259-0,1,1,1,1,1,,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,,,1,3,-1,3,,1,-1,-1
6,MX1509-0,,-1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,2,1,1,-1,-1
7,MS1935-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,,1,1,1,1,1,1,2,5,-1,4,2,1,-1,-1
8,MS1953-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,2,1,-1,-1
9,MW5346-1,,,,1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,-1,3,2,1,-1,-1
10,MW5537-1,5,1,1,1,3,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,-1,4,3,1,-1,-1
11,MS2365-1,,1,1,1,1,1,-1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,-1,4,4,1,-1,-1
12,MW5264-1,-1,1,1,1,3,1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,-1,4,3,4,-1,-1
13,MS2259-1,-1,1,1,1,,1,1,-1,2,-1,1,1,-1,-1,-1,1,1,,1,1,1,1,1,1,1,1,1,1,2,-1,-1,4,4,2,-1,-1
14,MX1509-1,,,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,5,-1,5,5,4,-1,-1
15,MS1935-1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,-1,4,2,1,-1,-1
16,MS2243-0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,-1,5,3,2,-1,-1
17,MS1953-2,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,-1,5,4,1,-1,-1
18,MW5346-2,,,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,3,3,1,-1,-1
19,MW5537-2,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,-1,4,3,1,-1,-1
