,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,,,070104,070214,070350,070456,070820,070925,071114
1,MX3651-0,,,,,,,,,,,,070104,070127,070227,070315,070715,070831,071146,071502,071701,071911,072319,072425,072623
2,MX3783-0,,,,,,070104,070116,070214,070434,070539,070622,070715,070842,070936,071019,071429,071534,071806,072214,072403,072551,072856,073012,073159
3,MX4021-0,070203,070326,070434,070600,070758,070936,071242,071336,071545,071650,071806,071849,071954,072110,072153,072602,072717,073022,073304,073503,073712,074110,074226,074416
4,MX4041-0,070758,070853,071008,071102,071231,071357,071639,071849,071954,072059,072214,072308,072425,072540,072623,073044,073221,073441,073744,073954,074258,074511,074649,074900
5,MX4159-0,071502,071607,071723,071827,071954,072110,072414,072612,072717,072811,072907,073001,073127,073253,073336,073806,073921,074258,074638,074753,075110,075509,075646,075845
6,MX4338-0,,072247,072341,072457,072602,072728,073012,073159,073304,073409,073524,073607,073733,073900,073954,074405,074533,074900,075110,075214,075458,075708,075845,080024
7,MX4365-0,073409,073452,073607,073701,073838,074038,074332,074416,074522,074638,074732,074826,074932,075059,075153,075603,075740,075939,080224,080307,080509,080919,081046,081214
8,MX4383-0,073849,074110,074215,074320,074554,074710,074943,075225,075458,075614,075719,075824,080013,080057,080151,080624,080751,080952,081330,081435,081646,082022,082116,082325
9,MX4388-0,074826,074900,075005,075110,075257,075330,075625,075824,080046,080151,080235,080318,080436,080530,080614,081035,081152,081403,081635,081834,081917,082220,082336,082535
10,MX4458-0,075520,075834,075950,080035,080202,080351,080646,080825,081056,081225,081330,081414,081540,081624,081718,082137,082304,082608,082914,083124,083323,083723,083839,084006
11,MX4535-1,081519,081729,081834,082011,082253,082525,082903,083030,083301,083428,083543,083639,083933,084028,084122,084604,084803,085057,085414,085603,085719,090108,090224,090458
12,MX3651-1,082242,082514,082608,082702,082903,083019,083344,083428,083701,083817,083911,084017,084206,084405,084448,084930,085108,085519,085836,090036,090318,090750,090846,091107
13,MX3783-1,082914,083207,083312,083428,083723,083922,084300,084416,084532,084636,084730,084825,085035,085203,085247,085730,085919,090130,090519,090718,090940,091405,091554,091815
14,MX4021-1,084300,084354,084510,084626,084825,085003,085309,085425,085530,085647,085803,085930,090108,090541,090646,091056,091224,091543,091858,092046,092329,092656,092814,093003
15,MX4041-1,084741,085014,085118,085225,085425,085530,085847,090025,090119,090224,090329,090436,090624,090750,090908,091319,091459,091742,092108,092307,092507,092656,092814,093025
16,MX4159-1,085552,085647,085825,085919,090203,090329,090656,090824,090929,091034,091150,091246,091416,091605,091648,092108,092224,092602,092953,093025,093319,093740,093855,094022
17,MX4338-1,,,091128,091257,091532,091804,092046,092224,092457,092623,092717,092825,093036,093141,093235,093657,093834,094043,094408,094556,094849,095259,095426,095605
18,MX4365-1,091405,091449,091554,091648,091836,092035,092350,092446,092707,092836,092953,093036,093214,093341,093436,093855,094022,094253,094545,094722,095037,095509,095637,095825
19,MX4383-1,092151,092402,092446,092540,092739,092858,093214,093257,093425,093519,093624,093740,093906,094033,094116,094523,094639,094900,095142,095321,095553,100130,100308,100437
20,MX4388-1,092540,092623,092728,092825,093014,093141,093425,093508,093740,093844,094000,094043,094209,094325,094346,094754,094911,095110,095437,095615,095753,100130,100257,100415
21,MX4458-1,094209,094336,094429,094534,094733,094954,095310,095404,095615,095731,095836,095941,,100225,100319,100740,100908,101138,101538,101715,102136,102534,102701,102911
