,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,,070104,070115
1,AA7480-0,,,,,,,,,,,070104,070946,071136,071241,071346,071430,071545,071806
2,MW5594-0,,,,,,,,,070104,070349,070516,071639,071911,072037,072131,072203,072319,072612
3,MW4366-0,070115,070137,070454,070559,070714,070747,070903,070957,071030,071440,071556,072811,073044,073234,073339,073411,073527,073946
4,MW5142-0,071231,071252,071534,071712,071816,071911,072048,072152,072235,072634,072811,074112,074343,074449,074554,074638,074804,075120
5,MW4557-0,072142,,072738,072833,073001,073055,073245,073339,073433,074008,074156,075425,075657,075834,075939,080043,080210,080536
6,AA7301-0,073317,073559,073819,074102,074217,074311,074405,074511,074554,075203,075458,080608,080829,081018,081134,081300,081405,081824
7,MW4647-0,074416,074627,074932,075026,075142,075225,075319,075425,075458,080000,080303,081343,081509,081647,081803,081857,081951,082338
8,MW4781-0,,,075906,080022,080127,080210,080325,080420,080503,,081322,082317,082612,082800,082905,083009,083053,083429
9,MW4837-1,080514,080713,081018,081217,081343,081437,081520,081625,081719,082212,082601,083817,084100,084259,084404,084509,084646,085056
10,AA7480-1,081730,081929,082244,082423,082528,082601,082655,082811,082843,083335,083628,084646,084919,085056,085214,085308,085414,085835
11,MP6380-0,082201,082456,082811,083020,083136,083208,083252,083345,083450,084155,084415,085625,085857,090046,090152,090246,090424,090717
12,AA7479-0,,083356,083617,083828,083944,084028,084238,084332,084415,085247,085541,090612,090905,091103,091218,091323,091417,091850
13,MW5594-1,084310,084343,084708,084846,084940,085045,085225,085330,085436,085918,090046,091052,091334,091532,091648,091732,091912,092310
14,AA7458-0,084635,084835,085056,085225,085330,085414,085625,085719,085813,090318,090456,091754,092006,092205,092310,092415,092509,092825
15,MW4366-1,085225,085330,085657,085835,085951,090057,090235,090340,090413,091009,091146,092404,092647,092858,093025,093120,093214,093602
16,MW5142-1,085813,090003,090246,090435,090551,090645,090833,090959,091042,091554,091732,092858,093141,093257,093425,093519,093624,093917
17,MW4557-1,090655,090811,091052,091229,091345,091427,091500,091616,091710,092404,092553,093845,094138,094315,094422,094526,094620,094925
18,AA7336-0,091901,092122,092520,092625,092803,092920,093036,093152,093257,093856,094127,095332,095615,095815,095931,100014,100141,100603
19,AA7301-1,092353,,092825,093025,093130,093235,093414,093530,093602,,094714,095825,095952,100141,100246,100353,100531,100835
20,MW4825-0,092942,093058,093352,093519,093635,093708,093845,094001,094055,094559,094830,100003,100246,100459,100614,100730,100824,101139
21,MW4647-1,,093414,093845,094044,094159,094243,094433,094548,094631,095112,095404,100448,100614,100835,100940,101012,101128,101704
22,MW4781-1,094957,095101,095415,095542,095709,095803,095920,100025,100108,100730,100908,101936,102229,102419,102523,102617,102722,103026
23,AA6802-0,,,,,,,,,095415,095858,100036,101305,101548,101726,101841,101936,102125,102429
24,MW4837-2,095909,100036,100331,100509,100614,100657,100730,100824,100857,101400,101559,102744,102859,103058,103213,103257,103414,103845
25,AA7480-2,101034,101316,101559,101758,101925,101957,102042,102157,102251,102827,103047,104252,104512,104659,104816,104900,105026,105403
26,MW5594-2,103130,103235,103541,103646,103812,103845,103928,104032,104126,104649,104837,110024,110307,110434,110550,110633,110727,110958
27,AA7479-1,,,,,,,,103541,103624,104137,104450,105530,105824,110024,110141,110245,110339,110706
28,AA7458-1,104241,104501,104742,104943,105058,105142,105247,105341,105425,110013,110141,111334,111615,111814,111919,111940,112035,112424
29,MW4366-2,105436,105613,110013,110057,110202,110307,110434,110528,110601,111114,111240,112317,112445,112601,112716,112748,112842,113145
30,AA7336-1,111009,111146,111522,111615,111731,111835,111919,112024,112129,112654,112853,114118,114413,114622,114727,114842,115030,115543
31,MW4825-1,111500,112046,112434,112528,112705,112759,112936,113051,113145,113742,113940,115239,115532,115710,115825,115930,120046,120351
32,MW5142-2,,113846,114201,114402,114507,114550,114705,114759,114853,115428,115616,120705,120843,121009,121114,121207,121312,121626
33,MW4557-2,114936,,,,115616,,115857,115951,120035,120528,120738,121857,122141,122351,122456,122550,122644,123010
34,MW4647-2,120308,120507,120843,121020,121135,121218,121345,121500,121604,122036,122308,123335,123617,123754,123909,124014,124141,124604
35,MW4781-2,121919,,122402,122518,122634,122727,122823,122905,123010,,123743,124708,124950,125138,125253,125326,125441,125944
36,MW4837-3,123407,123544,123920,124014,124119,124213,124258,124459,124542,125023,125159,130236,130543,130816,130912,130955,131112,131543
37,AA7480-3,124751,125023,125221,125441,125607,125650,125733,125837,125923,130510,130710,131940,132256,132457,132613,132707,132802,133138
38,MW5594-3,130427,130616,131028,131145,131250,131344,131510,131553,131647,132151,132328,133549,133831,134030,134134,134229,134357,135009
