,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX1517-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070104,070138,070214,070308,070341,070415,070531,070646,070951,071055,071307,071401,071516,071611
1,MS2243-0,,,,,,,,,,,,,,,070104,070127,070214,070319,070352,070520,070542,070729,070929,071139,071235,071318,071433,071549,071644,071810,071843,071926,071958,072030,072052,072218,072532,072720,072824,,073117,073202
2,MS2365-0,,,,,070104,070415,070509,070603,070824,070907,071055,071128,071256,071611,071947,072124,072156,072301,072438,072532,072626,072835,073045,073308,073413,073457,073624,073751,073855,074011,074054,074159,074221,074253,074314,074524,074828,075006,075110,075154,075258,075331
3,MS1935-0,070104,073012,073235,073352,073529,073928,074021,,074419,074503,074650,074744,074912,075248,075636,075741,075835,080046,080057,080224,080307,080509,080657,080930,081036,081119,081236,081403,081509,081658,081803,081857,082003,082047,082213,082341,082708,082908,083139,083225,083341,083436
4,MS1903-0,071106,071256,071433,071705,071947,072301,072510,072615,072857,072918,073128,073224,073318,073646,074054,074221,074304,074430,074503,074629,074701,074901,075027,075258,075403,075447,075603,075730,075824,080013,080108,080151,080234,080307,080425,080531,080857,081036,081225,081414,081509,081542
5,MS1953-0,,074817,074944,075204,075414,075835,080002,080129,080425,080520,080636,080719,080825,081214,081552,081730,081814,081940,082047,082213,082257,082426,082636,082846,082951,083034,083139,083247,083341,083552,083657,083740,083824,083908,084014,084141,084507,084705,084832,084915,085031,085125
6,MS2259-0,074901,080531,080541,080919,,,081836,082047,,082341,082553,082752,082835,083213,083614,083740,083824,,,084246,,,084759,085042,085147,085240,085345,085512,085555,085816,085922,090121,090204,090225,090247,090414,090803,090857,,091129,091235,091320
7,MW5645-0,080436,082319,082603,082741,082857,083150,083330,083530,083824,083918,084108,084246,084445,084759,085147,085302,085345,085450,085555,085743,085827,090027,090330,090530,090646,090729,090846,091002,091107,091308,091416,091554,091616,091638,091710,091816,092142,092330,092509,092603,092657,092741
8,MX1517-1,,084152,084507,084810,085208,085617,085711,085849,090121,090215,090403,090458,090646,090951,091341,091532,091616,091732,091827,092005,092038,092225,092459,092647,092752,092835,093002,093150,093233,093400,093443,093610,093653,093725,093747,093841,094206,094332,094552,094624,094718,094750
9,MS2243-1,085954,090319,,090803,091129,091510,091638,091827,092132,092225,092415,092509,092603,092929,093305,093433,093505,093632,093715,093903,093946,094155,094354,094614,094718,094802,094928,095055,095127,095304,095336,095420,095525,095536,095608,095713,100029,100125,100252,100408,100502,100556
10,MS2365-1,,092204,092415,092636,092857,093244,093527,093632,093935,094029,094206,094249,094343,094646,095011,095148,095232,095336,095536,095630,095713,095901,100102,100335,100523,100606,100754,100922,101006,101121,101215,101320,101342,101404,101426,101520,101824,102024,102224,102340,102424,102456
11,MS1903-1,,093013,093139,093350,093538,094051,094206,094354,094624,094718,094824,094939,095001,095326,095703,095818,095901,100018,100051,100208,100303,100451,100754,101016,101110,101204,101320,101437,101520,101646,101730,101802,101919,101940,102014,102130,102445,102539,102727,102833,102926,102959
12,MS1935-1,,095945,100051,100252,100545,100911,101132,101248,101553,101636,101835,101951,102151,102518,102905,103020,103125,103345,,103543,103627,103908,104202,104404,104509,104604,104752,104931,105025,105214,105330,105436,105635,105657,105719,105824,110119,110307,110529,110612,110728,110823
13,MR8026-0,,,,,102854,103324,103543,103659,103919,103952,104224,104307,104352,104720,105119,105236,105330,105508,105541,105741,105813,110108,110402,110550,110656,110739,110906,111011,111105,111242,111326,111411,111516,111600,111622,111749,112138,112232,112503,112630,112746,112829
