,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
10,MS2259-1,,085154,085523,085724,085946,090408,090535,090757,091136,091304,091431,091537,091621,091937,092351,092520,092626,092804,092837,093049,093132,093322,093533,093756,093839,,094218,094323,094546,094640,094724,094842,094925,094958,095136,095515,095643,095915,095948,100106,100149,100351,100508,100847,,,101531,101636,101858,102015,102120,102203,102806,103039,103240,103407,103534,103641,103820,103926,104011,104211,104339,104825,105057,105203,105320,105448,105626,105742,105942,110100,110250,,110819,110935
11,MS1935-1,,091314,091515,091832,092116,,,,,093333,093650,093756,093850,094240,094640,094819,094925,095053,095136,095326,095409,095621,095821,100055,100149,100413,100540,100624,100825,100919,101003,101119,101203,101331,101458,101814,101931,102142,102309,102448,102521,102901,102955,103345,103608,103748,104117,104211,104329,104541,104708,104751,105426,105742,110005,110122,110250,110419,,,110757,110841,111029,111513,111852,112135,112313,112525,112810,112937,113126,113306,113444,113804,113911,114049
12,MS1695-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091453,,,,,091610,091748,091937,092234,092351,092425,092520,092626,092658,093216,093427,093605,093650,093756,093839,093956,094050,094145,094240,094356,094830,095053,095304,095431,095547,095643,095854,100011,100127,100234,100508,100624,100919
13,MW3053-1,092920,093206,093511,093850,094240,094546,094746,094914,095031,095136,095304,095409,095453,095821,100200,100307,100351,100540,100635,100908,101003,101247,101520,101658,101752,101942,102131,102226,102353,102427,102521,102605,102626,102659,102817,103123,103313,103545,103652,103810,103904,104033,104127,104802,105014,105141,105448,105615,105804,110038,110155,110228,110703,111008,111146,111419,111546,111630,111758,111903,112008,112041,112157,112630,112915,113148,113317,113433,113636,113838,114100,114333,114501,114650,114829,115018
14,MS2365-1,,095304,095526,095843,100200,100540,100657,100857,101057,101213,101352,101447,101647,102015,102415,102532,102626,102755,102901,103039,103123,103313,103534,103737,103831,104033,104200,104256,104530,104624,104730,104836,104919,105046,105214,105553,105709,105953,110049,110206,110250,110503,110608,110735,111008,111124,111440,111608,111652,111758,111914,111947,112536,112810,113021,113244,113411,113507,113709,113804,113922,114017,114144,114650,115018,115218,115346,115502,115608,115746,115924,120209,120454,120802,120942,121120
15,MW2856-1,,102226,102448,102648,103017,103407,103703,103820,104138,104245,104425,104541,104708,105057,105448,105615,105658,105837,105931,110111,110217,110419,110652,110935,111029,111252,111502,111608,111747,111914,111947,112041,112135,112324,112430,112748,112937,113148,113306,113422,113551,113838,113955,114344,114534,114723,114956,115113,115229,115440,115619,115651,120242,120622,120836,121004,121204,121321,121521,121628,121830,121914,122043,122553,122903,123135,123409,123547,123800,123949,124117,124307,124457,124657,124826,124942
16,MW2390-2,,104350,104541,104825,105141,105426,105658,105826,110049,110133,110345,110503,110652,111019,111430,111608,111703,111831,111936,112135,112230,112452,112748,112959,113043,113244,113411,113507,113742,113849,113944,114039,114100,114144,114250,114617,114840,115102,115146,115313,115357,115556,115702,120020,120220,120432,120814,120909,121058,121332,121448,121532,121958,122256,122436,122553,122746,122852,123030,123135,123252,123358,123547,124055,124340,124508,124730,124942,125122,125250,125440,125607,125746,125935,130113,130346
17,MS1695-2,,110535,110830,111051,111325,111641,111852,112114,112419,112525,112810,112915,113104,113518,113922,114028,114122,114311,114344,114512,114606,114829,115051,115313,115357,115619,115746,115852,120042,120158,120349,120505,120549,120706,120814,121058,121321,121459,121618,121736,121830,122010,122116,122425,122615,122841,123220,123325,123525,123621,123844,123927,124351,124541,124741,124837,125016,125122,125323,125429,125546,125640,125818,130302,130630,130841,131019,131146,131303,131409,131540,131658,131848,132121,132226,132545
18,MW2780-2,,112641,113021,113244,113455,113900,114155,114450,114945,115040,115302,115419,115535,115935,120304,120422,120505,120622,120706,120858,120942,121248,121448,121639,121703,121852,122032,122105,122245,122318,122425,122531,122615,122746,122903,123231,123503,123705,123811,123927,124022,124211,124318,124447,124614,124752,125122,125239,125407,125629,125829,125935,130408,130630,130841,131030,131208,131325,131506,131603,131742,131848,132026,132512,132841,133114,133336,133504,133714,133832,134000,134128,134256,134457,134636,134932
19,MS2259-2,,115324,115556,115735,120042,120505,120751,121131,,121650,121903,121958,122138,122531,122935,123135,123241,,123453,123654,123800,124106,124307,124519,124552,124804,124931,125016,125239,125323,125429,125535,125607,125629,125735,130102,130156,,130429,130546,130630,130841,130947,,131455,,131942,132048,132215,132428,132534,132640,133241,133453,133703,133832,134033,134139,134307,134403,134457,134615,134743,135243,135539,135804,135919,140100,140155,140250,140452,140630,140716,141029,141226,141342
20,MS1935-2,,121226,121343,121628,122010,122307,122414,122746,123146,123241,123431,123536,123738,124139,124519,124647,124719,124910,124931,125133,125301,125524,125735,125946,130018,130229,130408,130513,130724,130830,130925,131030,131124,131230,131347,131731,131942,132153,132310,132428,132512,132724,132831,133136,133409,133514,133843,133938,134055,134307,134435,134530,135041,135412,135604,135731,135902,140005,140206,140311,140429,140536,140705,141159,141453,141732,141922,142040,142209,142325,142442,142611,142739,143207,143335,143621
21,MW3053-2,,123325,123525,123822,124117,124530,124741,124953,125334,125429,125702,125746,125924,130324,130651,130819,130914,131030,131208,131420,131506,131742,131953,132215,132248,132450,132629,132735,132947,133030,133125,133241,133325,133504,133609,133938,134139,134351,134424,134519,134603,134910,135018,135731,135943,140122,140407,140536,140654,140921,141040,141113,141547,141849,142103,142231,142431,142600,142814,142932,143120,143229,143409,143907,144153,144448,144605,144727,144932,145143,145255,145500,145735,150014,150152,150323
22,MS2365-2,124657,125724,130051,130357,130513,130819,130958,131347,131753,131848,132048,132215,132332,132724,133208,133347,133442,133620,133810,133916,134033,134245,134508,134721,134805,134954,135221,135329,135551,135731,135954,140111,140133,140301,140418,140803,141007,141159,141258,141415,141453,141754,141922,142600,142750,142932,143251,143431,143632,143907,144025,144120,144727,145132,145401,145544,145711,145830,150025,150141,150323,150417,150558,151258,151630,151940,152025,152216,152344,152641,152759,152926,153106,153247,153417,153607
23,MW2390-3,131551,131848,132026,132310,132629,132958,133219,133631,134117,134201,134446,134552,134658,135232,135721,135902,135954,140144,140250,140514,140630,140846,141135,141404,141504,141709,141957,142051,142242,142347,142644,142847,143002,143058,143218,143536,143727,143929,144025,144142,144237,144426,144605,144954,145208,145328,145617,145746,145916,150141,150301,150356,150951,151258,151554,151704,151822,152003,152205,152311,152440,152545,152726,153247,153556,153856,154027,154134,154357,154530,154723,154919,155109,155345,155524,155852
24,MS1695-3,133325,133453,133727,134000,134150,134530,134721,135158,135551,135626,135804,135919,140027,140418,140956,141124,141213,141353,141426,141621,141709,142040,142303,142506,142611,142803,142949,143036,143207,143453,143705,143801,143835,143907,144025,144437,144638,144910,145005,145122,145219,145350,145511,145819,150025,150130,150452,150609,150810,150929,151045,151140,151654,151940,152154,152322,152501,152618,152820,152915,153009,153119,153247,153746,154051,154313,154542,154734,154835,154941,155109,155246,155546,155819,155958,160227
25,MW2780-3,135637,135919,140111,140333,140525,141102,141437,141849,142231,142325,142454,142611,142750,143142,143559,143727,143824,144014,144120,144310,144415,144627,144859,145100,145208,145401,145555,145700,145819,145916,150047,150217,150312,150429,150536,150854,151045,151321,151427,151522,151554,151800,151918,152311,152501,152618,152926,153106,153247,153512,153650,153724,154251,154519,154701,154822,155009,155131,155259,155418,155546,155641,155808,160305,160643,160901,161106,161235,161351,161540,161658,161825,162157,162617,162819,163024
26,MS2259-3,141732,141754,141922,142209,142442,142847,143218,143739,144025,144131,144321,144459,144702,145100,145500,145638,145735,145852,145940,150119,150217,150503,150715,150929,151034,151247,151404,151438,151630,151738,151930,152059,152143,152205,152333,152737,152831,153130,153214,153332,153417,153556,153650,154016,154218,,154712,154810,154930,155205,155356,155451,155958,160216,160400,160538,160654,160742,160923,161033,161200,161246,161418,161919,162219,162527,162727,162843,163136,163337,163522,,164003,164308,164520,164817
27,MS1935-3,143824,144142,144343,144605,145016,145328,145606,150058,150323,150429,150536,150631,150715,151045,151438,151630,151715,151855,151940,152205,152322,152556,152809,153043,153152,153354,153523,153628,153844,153921,154016,154145,154229,154346,154453,154835,155023,155153,155345,155451,155524,155746,155841,160010,160227,160338,160718,160806,160957,161235,161351,161432,162014,162303,162516,162631,162843,162930,163113,163210,163337,,163606,164047,164425,164648,164839,165011,165205,165428,165556,165737,170417,170723,170902,171113
28,MW2856-2,145555,150025,150250,150536,150748,151140,151822,152311,152534,152641,152831,153020,153214,153607,154027,154156,154251,154420,154519,154712,154822,155120,155310,155524,155546,155746,155902,155958,160117,160227,160305,160400,160433,160516,160611,160933,161149,161351,161455,161614,161709,161941,162133,162241,162550,162705,163014,163136,163232,163500,163640,163717,164425,164615,164817,164947,165100,165205,165406,195404,195521,195615,195743,200249,200522,200757,200915,200958,201136,201337,201504,201609,201736,202021,202220,202443
29,MW3053-3,151404,152143,152429,152703,153106,153512,153628,154016,154431,154607,154857,155058,155131,155524,155935,160056,160150,160316,160411,160705,160817,161033,161235,161517,161614,161814,161930,162003,162157,162241,162325,162421,162443,162527,162643,163003,163101,163243,163412,163522,163640,163856,164110,164257,164425,164604,165011,165110,165300,165523,165725,165802,170355,170617,170851,171018,171146,171314,171504,171611,171738,171844,172036,172531,172816,173016,173133,173312,173534,173809,174106,175039,175738,180203,180459,181230
30,MS2365-3,154251,154542,154846,155259,155651,155958,160227,160633,161021,161117,161257,161405,161540,161930,162314,162505,162550,162727,162843,162952,163049,163326,163617,163812,163845,164036,164410,164447,164615,164659,164738,164850,164947,165100,165205,165534,165651,165835,165930,170039,170112,170300,170406,170712,170924,170945,171324,171504,171622,171906,172046,172131,172753,173101,173345,173451,173652,173820,174011,174127,174308,174340,174531,175050,175513,175907,180036,180203,180532,180735,180903,181103,181610,182026,182221,182626
31,MW5645-0,154618,161455,161720,162059,162527,163210,163823,164410,164626,164727,164850,165000,165154,165607,170039,170206,170249,170417,170512,170712,170818,171102,171336,171537,171622,171906,172036,172120,172320,172414,172520,172626,172720,172816,172944,173345,173534,173702,173820,174011,174044,174257,174414,174817,174955,175112,175441,175557,175641,175919,180109,180214,181635,181927,182159,182339,182756,182906,183045,183147,183326,183421,183556,184307,185152,185740,185937,190108,190344,190559,190831,191030,191256,191708,192002,192812
32,MW2390-4,160243,160705,160901,161211,161432,161930,162325,162727,163136,163232,163412,163500,163627,164014,164425,164604,164648,164817,164901,165037,165122,165344,165545,165802,165857,170101,170239,170322,170450,170545,170639,170756,170851,171018,171135,171442,171611,171811,171917,172036,172120,172309,172414,172742,172911,173133,173418,173545,173641,173915,174055,174150,174742,175006,175218,175313,175441,175546,175714,175810,175930,180014,180131,180649,181030,181731,181842,182037,182508,182626,182833,183012,183607,183920,184117,184802
33,MS1695-4,,162303,162605,162952,163606,164604,164935,165154,165500,165618,165814,165930,170039,170428,170807,170945,171029,171241,171314,171515,171633,171917,172215,172447,172531,172659,172816,172911,173049,173133,173239,173356,173429,173523,173641,174044,174224,174425,174531,174626,174709,174955,175112,175524,175652,175844,180153,180331,180437,180659,180936,181030,182308,182659,182906,183023,183523,183651,183825,183943,184055,184216,184351,184930,185926,190502,190643,191018,191345,191611,191752,191917,192130,192431,192647,193337
34,MX1544-0,163500,163917,164122,164509,164850,165439,165713,170333,170639,170745,170934,171018,171208,171611,172014,172131,172225,172414,172458,172709,172805,173049,173356,173556,173641,173831,174011,174117,174340,174458,174542,174742,174817,174911,175017,175408,175630,175856,180003,180120,180153,180342,180521,180841,181019,181158,181453,181624,181829,182126,182446,182521,183954,184318,184500,184628,185022,185141,185318,185423,185559,185632,185814,190610,191030,191407,191525,191803,192345,192709,192837,193025,193145,193516,193717,193906
35,MW2780-4,,165500,165814,170039,170344,170745,170945,171241,171622,171717,171833,172003,172153,172542,172954,173112,173206,173323,173440,173630,173713,173927,174224,174436,174509,174709,174901,174944,175123,175229,175346,175535,175608,175641,175800,180153,180353,180543,180659,180808,180841,181041,181147,181554,181742,181906,182242,182424,182626,182906,183147,183242,184741,185009,185152,185256,185515,185621,185740,185836,190014,190047,190215,191256,191548,191831,192002,192239,192529,192837,192932,193101,193242,193611,193855,194224
36,MS2259-4,171611,171855,172142,172414,173005,173356,173451,173618,173737,173853,174106,174201,174351,174720,175123,175251,175357,175546,175630,175919,180014,180236,181325,181554,181610,181753,181906,181952,182115,182221,182254,182403,182446,182626,182744,183112,183242,183458,183618,183703,183740,183931,184055,184425,184727,,185022,185130,185228,185515,185949,190333,191441,191657,191917,192035,192323,192453,192709,192732,192910,193009,193123,194415,194730,194941,195120,195226,195415,195659,195804,,200026,200249,200449,200638
37,MS1935-4,,174022,174308,174519,174933,175229,175513,175714,175919,180036,180225,180331,180521,180925,181358,181635,181742,182003,,182339,182436,182732,183534,183740,183814,183943,184106,184205,184351,184500,184639,184824,184908,185022,185119,185449,185621,185825,185937,190108,190153,190344,190440,,190937,191114,191407,191536,191646,191906,192108,192202,192812,193037,193207,193337,193549,193644,193822,193917,194045,194151,194329,194836,195120,195343,195521,195721,195804,200121,200215,200449,200554,200746,200853,201147
38,MS2365-4,,183640,183858,184106,184437,184846,185009,185245,185526,185643,185825,185926,190036,190451,190926,191209,191256,191514,191611,191842,191939,192226,192529,192732,192812,193009,193134,193220,193410,193516,193622,193800,193844,193917,194023,194404,194531,194709,194752,194909,194952,195152,195259,195604,195732,195804,200215,200333,200511,200746,200915,201009,201525,201758,201947,202104,202231,202326,202516,202610,202726,202832,202949,203446,203742,204038,204144,204300,204450,204547,204703,204811,204928,205259,205438,205533
39,MW3053-4,,184954,185214,185449,185752,190108,190322,190514,190926,191103,191323,191503,191646,192035,192504,192625,192732,192921,193025,193315,193359,193600,193844,194107,194202,194351,194531,194636,194858,194952,195047,195203,195248,195321,195426,195804,195859,200132,200238,200343,200427,200616,200735,201041,201253,201358,201725,201842,202010,202242,202410,202505,203000,203213,203424,203540,203709,203826,204016,204133,204238,204333,204525,205044,205354,205606,205713,205830,205958,210316,210444,210600,210716,211012,211236,211532
40,MW2390-5,,192202,192356,192636,192910,193145,193348,193516,193906,194045,194246,194404,194552,194952,195343,195510,195604,195721,195804,200015,200121,200333,200543,200746,200831,200958,201052,201158,201304,201358,201431,201547,201631,201714,201820,202137,202253,202549,202654,202810,202843,203022,203117,203552,203742,203815,204059,204206,204238,204333,204450,204525,205001,205202,205354,205449,205628,205735,205925,210020,210126,210159,210326,210855,211202,211405,211605,211711,211840,211946,212111,212239,212406,212652,212811,213047
41,MX1544-1,,201158,201431,201620,201914,202315,202559,202716,203011,203127,203330,203424,203603,203943,204406,204525,204620,204748,204844,205033,205117,205248,205606,205819,205852,210031,210137,210221,210326,210422,210506,210622,210644,210716,210833,211139,211224,211354,211500,211554,211649,211807,211902,212217,212344,212500,212737,212843,212927,213141,213309,213356,213836,214027,214246,214354,214500,214605,214734,214831,214958,215042,215227,215746,220124,220241,,,,220954,221133,221250,221355,221543,221627,222005
42,MS1695-5,,,,,,,,,,,,,,,,,,,,,,,,,,202220,202315,202359,202654,202748,202854,203055,203138,203308,203424,203848,204048,204238,204417,204525,204558,204748,204855,205259,205427,205606,210010,210104,210305,210539,210706,210749,211300,211521,211711,211818,211935,212049,212227,212333,212500,212617,212811,213320,213731,214016,214143,214332,214511,214852,215031,215227,215322,215449,215539,215819
43,MW2780-5,202315,202516,202716,203000,203224,203540,203753,203954,204300,204406,204547,204652,204928,205321,205713,205830,205914,210043,210137,210422,210517,210833,211056,211247,211343,211521,211649,211734,211851,211935,212100,212144,212206,212344,212500,212822,213036,213236,213333,213439,213523,213643,213742,214143,214321,214416,214734,214914,214947,215227,215427,215515,215935,220146,220325,220435,220617,220712,220830,220906,221005,221049,221144,221638,222028,222257,222425,222543,222753,222915,223010,223118,223225,223459,223542,223742
44,MS2259-5,,204111,204355,204512,204737,205128,205226,205343,,205651,205830,205914,210010,210348,210738,210855,210917,,,211247,211333,211616,211840,212100,212144,212311,212406,212500,212555,212629,212715,212843,212854,212942,213047,213439,213709,,,214016,214111,214217,,214416,214627,214638,214925,215042,215138,215238,215333,215427,215924,220124,220251,220350,220435,220601,220746,220830,220919,221016,221133,221627,222016,222225,222352,222521,222806,222904,223032,,223331,223415,223510,223720
45,MS1935-5,,210159,210422,210549,210822,,211224,211322,211532,211627,211851,211946,212027,212333,212737,212854,213025,213130,213203,213407,213501,213731,214027,214246,214332,214511,214627,214722,214820,214925,215020,215114,215203,215322,215427,215724,215924,220124,220219,220338,220402,220545,220650,220830,221005,221206,221521,221638,221743,222005,222145,222236,222700,223021,223236,223342,223448,223531,223720,223837,223921,224037,224204,224638,224955,225301,225556,225652,,,230008,,230220,,230800,230855
46,MW3053-5,,212227,212511,212726,213058,213356,213512,213643,213932,214027,214154,214246,214343,214734,215203,215322,215405,215539,215651,215830,215913,220111,220314,220519,220601,220735,220841,220943,221111,221206,221301,221355,221417,221442,221543,221849,222039,222236,222330,222425,222459,222554,222649,222937,223151,223320,223615,223720,223815,224048,224154,224248,224743,224955,225123,225239,225345,225429,225545,225652,225757,225841,225957,230432,230727,230833,230952,231131,231249,231417,231512,231608,231724,231926,232054,232221
47,MW2390-6,,214121,214258,214438,214627,214820,215103,215300,215625,215735,215851,215957,220135,220457,220906,221038,221122,221227,221334,221509,221554,221805,221944,222200,222246,222425,222543,222649,222831,222915,223021,223203,223247,223415,223553,223848,224048,224248,224354,224510,224543,224700,224805,225050,225228,225323,225608,225714,225830,230113,230220,230316,230706,230918,231047,231142,231249,231355,231523,231608,231702,231735,231842,232349,232623,232847,233015,233110,233300,233344,233439,233555,233712,233829,233946,234041
48,MS1695-6,,220819,221005,221144,221417,222039,222510,222724,223010,223056,223214,223247,223353,223720,224132,224259,224343,224510,224554,224805,224900,225123,225345,225556,225703,225914,230008,230041,230254,230349,230421,230538,230611,230644,230749,231131,231322,231523,231619,231713,231810,231915,232021,232411,232539,232623,232858,233015,233216,233450,233555,233639,234157,,,,,,,,,,,,,,,,,,,,,,,
49,MX1544-2,222700,222948,223214,223415,223648,224059,224437,224616,225017,225101,225239,225334,225534,225852,230242,230400,230410,230538,230633,230811,230906,231036,231311,231512,231556,231746,231915,231959,232148,232243,232316,232433,232517,232539,232644,232932,233121,233344,233450,233555,233639,233746,233840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MW2780-6,,224900,225006,225134,225356,225703,225830,230030,230327,230421,230600,230644,230800,231109,231450,231608,231630,231735,231821,231937,232021,232231,232422,232623,232655,232825,232920,233004,233216,233249,233322,233417,233450,233555,233701,234030,234135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,MS2259-6,230454,230727,230941,231047,231311,231534,231619,231713,231842,231948,232115,232210,232349,232728,233059,233216,233249,,233439,233555,233628,233757,233956,234157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,MS1935-6,231227,233110,233227,233450,233555,233902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
