,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,,070147,070541
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070404,070458,070635,070730,071013,071258,071447,071541,,072002
2,MX1197-0,,,,,,,,,,,,,,,,,,,070102,070215,070310,070353,070509,070625,070730,070802,071225,071435,071530,071741,071846,072118,072319,072529,072634,072813,073151
3,MX1084-0,,,,,,,,,,,,,,070102,070331,070447,070552,070635,070813,071107,071150,071247,071352,071458,071614,071657,072118,072445,072551,072835,072940,073214,073341,073603,073730,073952,074225
4,MX1105-0,,,,,070102,070114,070147,070226,070310,070353,070447,070603,070741,070835,071150,071225,071447,071519,071636,071907,072013,072107,072224,072319,072424,072445,072908,073056,073236,073424,073603,073813,074025,074319,074425,074708,075045
5,MZ3556-0,070625,070835,071013,071045,071107,071139,071203,071236,071330,071458,071614,071741,071929,072107,072413,072529,072634,072717,072908,073118,073203,073257,073403,073529,073635,073741,074214,074541,074719,074918,075045,075236,075435,075720,075847,075942,080427
6,MZ3740-0,071708,073236,073352,073424,073446,073540,073603,073646,073708,073824,073931,074047,074203,074341,074708,074824,074929,075002,075118,075352,075435,075531,075626,075742,075857,075942,080405,080627,080710,081103,081242,081442,081547,081842,081958,082103,082524
7,MZ3734-0,071846,072002,072118,072202,072224,072257,072319,072402,072435,072540,072645,072803,072940,073151,073446,073624,073730,073813,073920,074214,074247,074341,074457,074602,074708,074729,075213,075553,075731,080003,080153,080438,,080913,081031,081136,081325
8,MZ3978-0,073236,074508,074635,074657,074719,074813,074835,074918,074940,075118,075213,075341,075531,075814,080131,080226,080459,080605,080710,081019,081114,081209,081409,081536,081652,081725,082208,082452,082651,082955,083112,083301,083605,083818,083945,084050,084238
9,MZ3825-0,,075542,075709,075731,075814,075836,075857,075931,080003,080058,080203,080321,080449,080616,080936,081031,081252,081347,081536,081820,081915,082020,082157,082335,082441,082524,082955,083301,083449,083912,084122,084249,084638,084911,085038,085206,085807
10,MW5853-0,080521,080543,080649,080722,080745,080819,080840,080936,081019,081125,081220,081314,081442,081714,082103,082219,082452,082546,082745,083039,083155,083301,083427,083617,083807,083850,084311,084733,084911,085322,085438,085710,085934,090344,090501,090606,091101
11,MZ4228-0,081525,081620,081747,081831,081853,081926,081947,082030,082114,082208,082324,082441,082651,082807,083122,083217,083311,083417,083628,083923,084007,084101,084300,084438,084733,084850,085322,085554,085745,085955,090144,090311,090555,091017,091122,091228,091724
