,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
35,AA7195-2,120725,,121450,121851,122049,,,,124029,124112,124312,124429,124534,124745,124850,125006,125155,125312,125439,125533,125755,125900
36,AA7536-2,122154,122648,123050,123301,123649,124102,124145,124944,125954,130048,,130436,130613,130729,130836,130941,131108,131224,131307,131401,131636,131825
37,AA7522-2,123500,123818,124134,124534,124933,125323,125543,125900,131224,131307,,131730,131814,132025,132258,132425,132530,132646,132814,133046,133308,133446
38,AA7322-2,124512,124756,124933,125250,125522,125723,125911,130059,131245,131329,,131709,131803,132036,132258,132425,132530,132646,132730,132857,133118,133225
39,AA7706-3,125933,130225,130519,,131256,131456,131658,131952,133118,133203,133424,133551,133657,133917,134036,134225,134330,134447,134552,134741,134952,135141
40,MW4705-3,130635,131529,131846,132320,132708,132940,133225,133507,134614,134719,134941,135203,135311,135459,135650,135914,140052,140209,140335,140421,140656,140837
41,AA6952-3,,,133507,133856,134258,134625,134803,135311,140421,140456,140732,140933,141027,141249,141354,141555,141702,141841,141948,142106,142341,142530
42,AA7488-3,,,134247,,134813,134941,135203,135521,140622,140656,,141143,141249,141450,141555,141757,142000,142106,142200,142319,142530,142659
43,AA7149-3,134319,134625,134824,135109,135510,135806,140136,140507,141650,141747,142012,142235,142319,142552,142723,143101,143251,143407,143503,143610,143832,143947
44,AA7214-3,135745,135850,140136,140445,140826,141005,141311,141650,142757,142830,143039,143251,143335,143526,143810,144043,144220,144336,144419,144534,144750,144909
45,AA7195-3,,,141736,142012,142403,,142852,143050,144252,144357,144607,144813,144909,145017,145143,145351,145522,145629,,150022,150309,150510
46,AA7536-3,,142917,143346,143832,144502,,144931,145402,150352,150448,,150911,151018,151231,151346,151547,151735,151851,152008,152241,152441,152535
47,AA7522-3,,143958,144651,145017,145512,145713,150011,150149,151357,151442,,151851,151935,152157,152313,152503,152557,152717,152822,153011,153247,153406
48,AA7706-4,145246,145757,150022,,150911,151112,151336,151713,152801,152855,153117,153258,153343,153500,153605,153723,153819,153937,154031,154137,154348,154454
49,MW4705-4,150648,150827,151623,152040,152430,152621,152905,153204,154316,154359,154633,154806,154852,155130,155306,155413,155603,155729,155834,160034,160249,160459
50,AA7248-2,151431,151623,151902,152135,152609,152949,153054,153225,154316,154359,,154817,154903,155130,155306,155435,155603,155708,155834,160003,160249,160459
51,AA6952-4,,152135,152441,152644,153258,,,154031,155119,155203,,155529,155625,155740,155834,155939,160056,160201,160238,160354,160636,160803
52,AA7530-3,,152632,153225,,154106,154242,154612,154935,160056,160117,160332,160510,160604,160835,160944,161041,161157,161334,161427,161515,161735,161940
53,AA7488-4,153225,153343,153734,154137,154516,154622,154946,155319,160415,160510,,160748,160825,161020,161103,161218,161334,161427,161504,161652,161855,161951
54,AA7149-4,,,154538,154841,155252,155456,155918,160056,161240,161334,161525,161714,161808,161951,162100,162234,162329,162441,162553,162759,163025,163152
55,MW5191-0,155203,155341,155625,155929,160448,160709,160930,161052,162047,162126,,162452,162618,162726,162844,163025,163130,163247,163341,163536,163825,164036
56,AA7214-4,,160139,160426,160814,161334,161453,161832,162014,163004,163103,163247,163610,163656,163836,163930,164025,164217,164322,164431,164640,164931,165139
57,AA7367-0,160426,160553,160944,161229,161843,162139,162441,162618,163621,163656,163919,164122,164228,164420,164514,164630,164726,164836,164931,165034,165247,165403
58,AA7195-4,161832,162047,162329,162705,163225,,163753,163941,164931,165023,,,,165708,165811,165855,170029,170135,170229,170345,170606,170805
59,AA7536-4,,162223,163103,163515,164228,,,164836,165917,170017,,170356,170439,170617,170710,170909,171057,171203,171257,171352,171646,171835
60,AA7322-3,,163720,163919,164503,165023,165247,165657,165822,170805,170837,,171224,171308,171414,171508,171552,171741,171857,171951,172152,172413,172540
61,AA7522-4,164206,164336,164726,165056,165518,165635,165906,170207,171224,171308,,171657,171752,171919,172014,172119,172257,172403,172457,172551,172846,173002
62,AA7101-2,165106,165551,165746,170004,170534,170816,171414,171603,172656,172739,173013,173151,173247,173436,173541,173635,173835,173951,174109,174341,174551,174729
63,AA7706-5,165844,170218,170544,170859,171141,171352,171825,171940,172846,172919,173057,173236,173320,173447,173552,173657,173846,173951,174120,174152,174414,174602
64,MW4705-5,171025,171213,171625,172014,172308,172446,172941,173118,174214,174246,174457,174635,174751,174951,175056,175226,175416,175532,175659,175753,180049,180238
65,AA7248-3,171541,,172152,172446,172941,,173519,173824,174951,175034,175309,175416,175459,175659,175815,180006,180122,180227,180342,180542,180805,180922
66,AA6952-5,172130,172446,172718,172941,173436,173657,174058,174246,175448,175521,,,,180038,180143,180321,180437,180827,180922,181143,181346,181441
67,AA7530-4,172803,173247,173509,,174130,174341,174657,175024,180100,180154,180342,180531,180636,180805,180911,181027,181143,181250,181357,181549,181914,182032
68,AA7488-5,173635,174130,174541,,175258,175542,175837,180132,181301,181334,,181645,181729,181925,182032,182213,182349,182444,182541,182803,183052,183233
69,AA7149-5,,175320,175626,175922,180122,180310,180615,180900,182055,182202,182349,182455,182530,182703,182803,182904,183041,183149,183306,183411,183648,183737
70,AA7214-5,,180553,180954,181357,181729,182055,182349,182642,183832,183926,184127,184324,184418,184601,184655,184819,184946,185055,185138,185343,185629,185737
71,AA7367-1,181357,181830,182043,182455,182831,183349,183713,183953,185159,185259,185449,185607,185650,190018,190102,190224,190353,190519,190613,190748,191015,191208
72,AA7195-5,182400,182518,183222,,183821,184138,184356,184601,185629,185701,185904,190029,190102,190224,190321,190502,190711,190813,190918,191015,191331,191447
73,AA7536-5,184032,184227,184430,184756,185244,185701,185759,190112,191219,191331,191607,191656,191800,192046,192154,192309,192436,192607,192712,192943,193249,193448
74,AA7322-4,184345,185513,185759,190112,190332,190624,190929,191233,192341,192425,192651,192828,192911,193216,193311,193437,193636,193814,193930,194150,194414,194645
75,AA7522-5,185725,190540,191102,191320,191706,191834,192247,192607,193741,193825,,194150,194235,194350,194446,194541,194707,194814,194857,194951,195235,195340
76,AA7101-3,191146,191834,192154,192425,192724,192933,193227,193531,194602,194645,194835,194940,195013,195235,195340,195424,195539,195647,195730,195940,200213,200340
77,AA7706-6,,193448,193752,194129,194318,194446,194750,195046,200213,200246,200435,200602,200656,200930,201013,201118,201331,201436,201541,201742,202004,202131
78,MW4705-6,195340,195456,195908,200235,200519,200645,200857,201129,202236,202330,202540,202656,202800,203022,203128,203245,203422,203559,203653,203820,204125,204324
79,AA7149-6,201508,201953,202236,202540,202812,203022,203411,203516,204525,204557,204745,204902,204945,205240,205347,205431,205525,205641,205724,205841,210112,210321
80,AA7214-6,203737,203946,204114,204440,204724,204830,205101,205218,210133,210205,,210459,210532,210658,210741,210847,210941,211046,211151,211343,211603,211719
81,AA7195-6,205923,210017,210427,210658,210952,211310,211509,,212535,212634,212835,213016,213101,213239,213337,213442,213646,213757,213858,213959,214234,214416
82,MW4705-7,212104,212241,212513,213001,213206,213431,213735,213911,215003,215119,215347,215505,215550,215738,215854,220021,220217,220349,220505,220618,220952,221129
83,AA7706-7,,,,212252,212513,212622,212908,213039,214010,214104,214246,214405,214438,214626,214658,214742,214930,215025,215130,215253,215454,215550
84,AA6952-6,,213938,214405,214615,214930,215315,215431,215528,220540,220618,220807,220952,221024,221129,221214,221321,221517,221636,221730,221857,222120,222311
85,AA7488-6,215821,220021,220250,,220829,221035,221214,221427,222521,222615,222746,222915,223021,223148,223231,223410,223557,223713,223757,223934,224216,224310
86,AA7149-7,,221441,221908,222109,222406,222626,222843,222937,223829,223923,224122,224227,224310,224520,224553,224648,224838,224955,225049,225238,225459,225553
87,AA7214-7,222926,223325,223746,224018,224343,224510,224732,224900,225730,225803,,230129,230224,230435,230518,230623,230802,230908,231024,231130,231330,231436
88,AA7195-7,,224922,225132,225343,225647,225929,230013,230129,231141,231225,231425,231603,231635,231824,231918,232014,232119,232224,232340,232613,232857,
89,AA7706-8,230129,230435,230729,231024,231236,231436,231730,231846,232835,232930,233118,233235,233329,,,,,,,,,
90,MW4705-8,,232014,232235,232646,232835,232941,233235,,,,,,,,,,,,,,,
91,AA6952-7,233056,,,,,,,,,,,,,,,,,,,,,
