,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7706-0,,,,,,,,,,,,,070102,070148,070229,070335,070441,070546,070651,070819,071101,071156
1,MW4705-0,,,,,,,,070102,070524,070608,070819,070946,071051,071250,071355,071500,071605,071722,071828,071933,072227,072406
2,AA7530-0,,,,,,,,070102,070513,070557,070808,070924,071008,071112,071156,071239,071416,071500,071616,071722,071955,072101
3,AA6952-0,,,,,070102,,070207,070323,071322,071438,071637,071828,071933,072134,072238,072355,072532,072637,072804,072836,073140,073257
4,AA7149-0,,070102,071145,071427,071733,071944,072206,072333,073330,073446,073708,073835,074058,074236,074330,074447,074603,074708,074824,074951,075236,075352
5,AA7488-0,070102,070134,070323,070746,070935,071101,071217,071333,072406,072500,,072836,072941,073203,073236,073352,073529,073624,073741,073952,074225,074330
6,MR7964-0,,,,,070148,070313,070535,070702,071554,071637,071839,071955,072101,072216,072300,072406,072532,072637,072804,072847,073140,073308
7,AA7248-0,071145,073941,074225,074530,074857,,075247,075436,080332,080438,080700,080840,,081103,081230,081335,081523,081617,081733,081943,082237,082353
8,AA7214-0,071911,071955,072216,072427,072742,072952,,,074330,074425,074614,074740,074846,075002,075056,075202,075247,075352,075458,075603,075836,080047
9,AA7101-0,,,,,072615,072804,073024,073151,074120,074225,074436,074552,074708,074835,074918,075034,075247,075352,075458,075553,075836,080036
10,AA7195-0,072858,,073140,073457,073824,073952,074152,074258,075150,075247,075447,075636,075731,075931,080036,080141,080309,080416,080522,080555,080852,081030
11,MW3346-0,,,,,,,,073952,075013,075056,075258,075425,075531,075731,075836,075931,080014,080109,080214,080342,080606,080734
12,AA7536-0,,,075034,075236,075458,075658,075825,080109,081208,081314,,081649,081755,082005,082110,082215,082404,082509,082553,082752,083118,083215
13,AA7522-0,075247,075603,075836,080214,080522,080840,081103,081324,082332,082458,082730,082908,083013,083140,083248,083414,083614,083729,083845,084000,084317,084455
14,AA7530-1,,080416,080627,081008,081230,081451,081733,082027,083003,083118,083320,083458,083614,083740,083834,083950,084128,084222,084338,084549,084832,084915
15,AA7322-0,080925,081357,081700,082016,082226,,082730,083035,084023,084106,,084516,084621,084811,084915,085115,085158,085305,085410,085548,085809,085936
16,AA7706-1,081806,082215,082509,082952,083140,083258,083552,083719,084905,085020,,085454,085559,085737,085842,090008,090208,090313,090406,090545,090828,091016
17,MW4705-1,082857,083108,083309,083751,084023,084139,084400,084643,085559,085654,085914,090102,090135,090313,090417,090545,090723,090850,091006,091143,091521,091658
18,AA6952-1,,084106,084632,085020,085255,085632,085820,085957,091038,091143,091521,091625,091709,091940,092035,092213,092329,092446,092552,092751,093046,093256
19,AA7488-1,084926,085126,085432,085748,085936,090124,090334,090606,091604,091658,091929,092403,092508,092718,092814,092929,093151,093256,093340,093528,093937,094135
20,AA7149-1,090041,,090512,090807,091038,091311,091521,091752,092835,092940,093203,093329,093412,093633,093727,093843,093958,094124,094229,094440,094701,094818
21,AA7101-1,,091438,091824,092151,092541,092751,093107,093224,094440,094523,094734,094923,094955,095143,095259,095404,095604,095709,095814,095953,100214,100415
22,AA7214-1,092530,092613,092919,093246,093622,093843,094240,094408,095404,095509,095752,095910,095953,100121,100214,100309,100404,100510,100616,100710,100945,101050
23,AA7248-1,093140,095039,095310,095636,100026,,,100806,101817,101900,102121,102331,102426,102530,102625,102731,102941,103108,103203,103319,103519,103731
24,AA7195-1,093517,093947,094240,094701,095028,095447,095604,095825,100817,100901,101155,101240,101324,101556,101701,101806,102005,102110,102205,102404,102659,102814
25,AA7536-1,,100048,100353,100723,101039,,,101755,102825,102919,103225,103319,103424,103626,103731,103857,104046,104152,104257,104435,104656,104844
26,AA7522-1,100510,100912,101429,101828,102110,102342,102648,102919,104025,104141,104414,104612,104645,104927,105032,105210,105348,105442,105547,105736,110101,110155
27,AA7322-1,,102121,102509,102857,103151,,,103857,104811,104906,,105254,105338,105504,105609,105736,105841,105945,110050,110134,110333,110511
28,AA7530-2,103413,103731,104108,104540,,105148,105432,105631,110626,110720,,111057,111225,111353,111458,111614,111741,111846,111940,112151,112446,112540
29,AA7706-2,104855,105104,105432,105841,110134,110322,110605,110825,111741,111835,112046,112225,112258,112457,112603,112658,112846,113002,113128,113308,113613,113741
30,MW4705-2,110123,110554,110804,111225,111520,111636,111908,112036,113002,113107,113341,113519,113624,113813,113929,114035,114140,114257,114424,114613,114910,115108
31,AA6952-2,111541,111918,112352,112730,113213,113657,113824,114024,115152,115308,115551,115750,115856,120033,120159,120359,120537,120642,120758,121030,121302,121735
32,AA7488-2,113202,113236,113435,113824,114130,114318,114519,114624,115540,115635,,120000,120054,120231,120337,120516,120714,120820,120914,121030,121346,121555
33,AA7149-2,,114351,114753,115108,115518,115823,120148,120421,121639,121714,121956,122100,122216,122437,122531,122659,122807,122934,123039,123250,123522,123734
34,AA7214-2,,115529,115845,120127,120526,120809,121113,121230,122343,122437,,122723,122818,123007,123112,123217,123312,123416,123511,123638,123850,123956
