,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4614-0,,,,,,,,,,,,,,,,,070108,070141,070423,070623,070813,071202,071350,071517
1,MX3651-0,,,,,,,,,,,,070108,070214,070330,070413,070824,070951,071350,071622,071759,072041,072406,072510,072637
2,MX3783-0,,,,,,,070108,070236,070319,070434,070539,070612,070739,070835,070856,071317,071434,071759,072134,072218,072406,072648,072846,073035
3,MX4021-0,070656,070802,070940,071055,071256,071401,071737,071914,072030,072145,072250,072344,072510,072604,072637,073107,073235,073445,073708,073859,074259,074551,074708,074857
4,MX4041-0,071001,071107,071202,071307,071434,071538,071809,071925,072145,072239,072355,072427,072543,072709,072752,073214,073329,073635,073846,074049,074310,074602,074719,074907
5,MX4159-0,071538,071726,071820,071903,072041,072145,072449,072637,072742,072835,072940,072951,073118,073224,073308,073741,073910,074248,074458,074636,074907,075149,075316,075619
6,MX4338-0,,,072615,072731,072930,073141,073456,073624,073910,073954,074110,074205,074331,074508,074602,075023,075138,075515,075807,080005,080121,080551,080729,080941
7,MX4365-0,072930,073130,073235,073340,073539,073657,074016,074226,074447,074541,074657,074719,074835,074940,075001,075421,075558,075922,080143,080341,080519,080835,080951,081140
8,MX4383-0,,,074657,074751,075106,075305,075619,075818,080059,080215,080331,080435,080602,080751,080846,081340,081455,081749,082103,082251,082511,082951,083117,083410
9,MX4535-0,075001,075432,075536,075630,075818,075944,080258,080424,080656,080751,080846,080941,081117,081202,081246,081655,081811,082009,082302,082439,082659,083002,083149,083421
10,MX4458-0,075504,080016,080110,080226,080341,080457,080803,080846,081056,081202,081256,081340,081455,081549,081633,082042,082157,082407,082648,082836,083055,083337,083504,083643
11,MX4614-1,080645,080824,080919,081056,081235,081402,081738,081843,082052,082219,082334,082417,082616,082709,082742,083254,083432,083831,084207,084355,084710,085203,085402,085550
