,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4041-0,,,,,,,,,,,,,,,,,,,,,070108,070215,070352,070531,070625,070753,070825
1,MX4159-0,,,,,,,,,,,,,,,,070108,070121,070226,070237,070415,070553,070847,071005,071204,071236,071403,071435
2,MX4338-0,,,,,,,,,,,070108,070309,070415,070553,070720,070803,070921,071109,071153,071226,071403,071719,071918,072047,072130,072235,072319
3,MX4365-0,,,,,,,,,070108,070153,070415,070910,071005,071109,071215,071309,071435,071529,071613,071719,071857,072224,072414,072614,072718,072824,072857
4,MX4383-0,,070108,070153,070247,070331,070531,070636,070836,071015,071215,071435,072026,072130,072257,072425,072458,072635,072802,072857,072919,073056,073506,073657,073921,074016,074132,074216
5,MX4458-0,070108,071508,071635,071740,071802,072002,072141,072235,,072646,072857,073423,073528,073730,073803,073824,073954,074132,074216,074310,074416,074743,074859,075037,,075351,075423
6,MX4535-0,070108,070614,070921,071015,071204,071414,071602,071657,071846,072026,072246,072824,072940,073056,073224,073318,073506,073602,073646,073813,073943,074310,074449,074638,074743,074859,074932
7,MX4614-0,,072403,072614,072635,072708,072930,073118,073224,073423,073539,073730,074321,074500,074543,074710,074754,074932,075142,075225,075319,075456,075845,080013,,,080507,080602
8,MX3651-0,073139,,073719,073813,073846,074227,074438,074522,074743,074932,075142,075646,075740,075856,080013,080057,080234,080339,080424,080446,080623,080932,081130,081341,081424,081540,081613
9,MX3783-0,074259,074638,075015,075120,075203,075402,075602,075646,075856,080003,080202,080718,080825,080910,081036,081119,081257,081352,081435,081519,081646,082003,082141,082246,082413,082529,082551
10,MX4021-0,074943,075802,080046,080140,080213,080540,080739,080835,081036,081214,081424,082014,082130,082246,082402,082507,082656,082801,082833,083011,083126,083453,083654,083842,083958,084125,084157
11,MX4041-1,075918,080446,080750,080859,080943,081130,081330,081424,081624,081824,082035,082551,082656,082801,082917,083011,083126,083221,083315,083410,083537,083904,084042,084230,084346,084505,084559
12,MX4159-1,080634,081203,081352,081446,081508,081719,081856,082003,082202,082257,082445,083032,083126,083232,083359,083453,083632,083737,083820,083904,084031,084336,084433,084631,084758,084914,084957
13,MX4338-1,,081845,082046,082213,082257,082445,082656,082750,082938,083054,083305,083759,083904,084009,084136,084219,084411,084548,084631,084714,084830,085206,085332,085616,085721,085825,085847
14,MX4365-1,,082623,082844,082927,083011,083221,083421,083515,083715,083904,084114,084621,084714,084820,084935,085029,085206,085343,085416,085510,085605,085847,090004,090152,090308,090413,090456
15,MP6380-0,082917,,083453,083526,083548,083759,083842,083926,084114,084314,084527,085051,085155,085300,085405,085510,085616,085742,085836,085921,090047,090351,090518,090644,,090843,090915
16,MX4458-1,083809,,085910,090026,090047,090319,090518,090623,090811,091009,091230,091724,091818,091945,,092145,092324,092410,092504,092621,092725,093051,093218,,,093720,093804
17,MX4383-1,083904,084241,084516,084548,084631,084935,085145,085238,085459,085605,085953,090529,090633,090749,090915,091031,091219,091346,091440,091524,091630,092018,092145,092301,092454,092621,092714
18,MX4535-1,084336,084736,085123,085155,085311,085531,085731,085825,090015,090152,090413,090915,091020,091136,091252,091346,091524,091619,091702,091818,091923,092207,092410,092621,092714,092831,092914
19,MX4614-1,,090340,090800,090915,090959,091303,091451,091546,091735,091851,092240,092831,093008,093113,093229,093322,093510,093659,093731,093909,094025,094415,094531,094846,094930,095045,095139
20,MX4551-0,091031,091252,091556,091630,091724,092018,092229,092324,092515,092642,092852,093344,093449,093605,093720,093815,093930,094037,094121,094204,094310,094657,094803,094919,095107,095224,095330
21,MX3651-1,091357,091934,092313,092359,092537,092747,092957,093051,093301,093459,093710,094215,094321,094426,094624,094708,094835,095002,095045,095129,095235,095552,095708,095921,100037,100153,100236
22,MX3783-1,092410,,093156,093250,093333,093554,093742,093847,094037,094310,094531,095024,095129,095235,095413,095508,095646,095730,095825,095943,100110,100436,100552,100708,,100951,101024
23,MX4021-1,,094025,094404,094458,094646,094930,095118,095224,095402,095530,095741,100320,100426,100614,100730,100803,100951,101056,101151,101257,101434,101835,102003,102203,102318,102435,102519
24,MX4041-2,094048,094635,095024,095150,095246,095508,095657,095752,095943,100142,100352,100908,101013,101118,101235,101319,101434,101603,101657,101824,101939,102257,102403,102541,102657,102751,102837
25,MX4159-2,,095435,095752,095847,095932,100226,100447,100542,100730,100835,101225,101729,101824,102003,102047,102130,102318,102413,102446,102552,102657,102954,103121,103309,103425,103551,103624
26,MX4598-0,,100236,100636,100741,100814,101202,101413,101518,101657,101835,102036,102646,102751,102910,103059,103204,103331,103457,103541,103657,103834,104246,104403,104529,104655,104802,104846
27,MX4338-2,100846,101035,101308,101424,101518,101751,101950,102108,102246,102435,102646,103153,103247,103414,103541,103635,103740,103834,103917,104046,104202,104540,104655,104857,105002,105106,105149
28,MX4365-2,,102014,102351,102457,102541,102751,102932,103037,103226,103457,103907,104413,104518,104655,104813,104929,105056,105200,105254,105400,105504,105830,110101,110250,110406,110522,110554
29,MX4458-2,102613,104602,104951,105056,105139,105410,105620,105725,105902,110007,110355,110859,110954,111109,111236,111330,111457,111551,111635,111802,111918,112255,112411,112610,112715,112810,112904
30,MX4383-2,102813,103258,103646,103729,103856,104151,104307,104508,104750,104940,105327,105902,110007,110133,110250,110344,110533,110637,110731,110847,111004,111403,111507,111646,111802,111918,111950
31,MX4535-2,105830,110101,110501,110616,110825,111047,111203,111236,111457,111635,112035,112632,112748,112915,113041,113146,113301,113439,113522,113649,113826,114142,114247,114508,114646,114802,114846
32,MX4551-1,111047,111247,111657,111718,111845,112202,112317,112422,112621,112832,113041,113616,113753,113921,114059,114142,114258,114403,114436,114614,114730,115056,115246,115507,115613,115740,115813
33,MX4021-2,112046,120436,120803,120911,121048,121343,121510,121721,121859,122037,122427,123110,123241,123440,123618,123756,123933,124144,124227,124404,124541,124856,125055,125232,125410,125536,125620
