,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA6345-0,,,,,,,,,,,,070108,070215,070321,070459,070604,070658,070753,070859,071016,071121,071436,071635
1,AA7312-0,,,,,,,,070108,070709,070825,070910,071048,071215,071320,071530,071635,071740,071824,071940,072107,072223,072505,072642
2,MW4647-0,,,,,070108,070248,070520,070658,071614,071802,071856,072046,072223,072328,072537,072642,072747,072947,073052,073208,073345,073659,073826
3,AA7286-0,,,070108,070143,070509,070637,070836,070943,071940,072046,072140,072306,072433,072548,072726,072820,072914,073135,073208,073334,073554,073836,073932
4,AA7637-0,070108,070753,070932,071204,071530,071813,072046,072151,073157,073301,073406,073544,073710,073815,074016,074100,074205,074311,074405,074511,074554,074836,074908
5,AA7721-0,070108,070121,070310,070648,071037,071237,071331,071446,072548,072632,072737,072903,073041,073157,073323,073428,073544,073721,073826,073943,074143,074500,074615
6,MS4934-0,,,,,070331,070459,070709,070825,071719,071824,071918,072056,072234,072328,072548,072653,072758,072957,073103,073218,073345,073710,073826
7,MW4229-0,,,071204,071331,071719,071929,072212,072505,073312,073428,073522,073648,073815,073921,074049,074133,074227,074427,074532,074648,074742,075034,075107
8,MR7938-0,,,,,071457,071614,071907,072035,072936,073041,073135,073301,073417,073511,073638,073742,073836,074005,074111,074249,074343,074658,074742
9,MW4781-0,,,071824,072212,072339,072621,072842,072947,073921,074111,074205,074343,074500,074605,074753,074857,074951,075200,075254,075410,075536,075850,075944
10,AA74-92-0,,072223,072433,072810,073135,073439,073605,073910,074940,075056,075200,075338,075453,075558,075724,075828,075944,080059,080215,080330,080403,,
11,AA7479-0,,072820,073052,073355,073638,073826,074049,074143,075117,075222,075316,075442,075608,075724,075901,080005,080110,080226,080330,080446,080540,,
12,AA6832-0,073030,075056,075421,075818,080049,080247,080519,,,,,,,,,,,,,,,,
13,AA7530-0,074005,074332,074554,074929,075222,075558,075735,075901,,,,,,,,,,,,,,,
14,MP6359-0,,075641,075839,080142,080446,,,,,,,,,,,,,,,,,,
15,AA7759-0,080226,080551,,,,,,,,,,,,,,,,,,,,,
