,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070108,070413,070634,070813,070907,071034,071106,071150,071316,071348,071420,071547,071702,071807
1,MW5346-0,,,,,,,,,070108,070131,070214,070257,070728,070929,071128,071243,071359,071453,071608,071702,071807,071839,071956,072447,072718,072908,073046,073224,073319,073402,073456,073550,073708,073824,073921,074004
2,MW5537-0,,071055,071150,071243,071337,071420,071745,071850,071934,072154,072226,072309,072824,073024,073214,073308,073424,073518,073635,073719,073813,073859,074037,074517,074749,075020,075104,075208,075241,075313,080152,,,,,
3,MS2365-0,,072751,072835,072930,073024,073151,073507,073624,073813,073910,073943,074026,074456,074644,074833,074916,075042,075125,075230,075324,075418,075512,075606,080037,080308,080540,080719,080835,081013,081108,081202,081340,081507,081624,081740,081823
4,MW5264-0,074728,074854,074948,075031,075158,075313,075617,075744,075827,075932,080026,080058,080540,080803,081035,081140,081235,081329,081456,081602,081718,081812,081938,082410,082641,082745,082850,082956,083100,083205,083259,083403,083508,083613,083728,083855
5,MS2259-0,075042,080457,080551,080646,080919,,081308,081413,081613,081718,081801,081855,082336,082536,082724,082829,082956,083111,,083237,083331,083435,,084031,084252,084357,084555,084650,084733,085015,,085412,,085600,085654,085821
6,MX1509-0,081013,082303,082359,082503,082651,082923,083320,083435,083613,083707,083750,083855,084440,084722,084932,085059,085203,085246,085412,085528,085644,085727,085853,090405,090647,090803,090907,091045,091150,091329,091455,091643,091842,092124,092251,092440
7,MS1953-1,084805,085308,085402,085445,085549,085738,090145,090228,090416,090521,090615,090647,091150,091401,091528,091633,091727,091821,091947,092030,092135,092208,092334,092837,093059,093226,093342,093458,093637,093814,093941,094037,094132,094310,094426,094553
8,MW5346-1,091350,091528,091633,091716,091904,092041,092302,092418,092440,092523,092606,092649,093110,093259,093426,093542,093637,093721,093847,093951,094048,094132,094248,094730,095004,095225,095330,095435,095519,095635,095730,095856,100003,100213,100402,100528
9,MP5824-0,,,,,,,,,,,,,,,,,,,,,091915,091958,092157,092700,092921,093153,093259,093437,093626,093814,093908,094003,094110,094248,094404,094520
10,MP6380-0,,,093237,093426,093710,093742,094059,094215,094310,094404,094448,094531,095015,095308,095541,095646,095824,095928,100057,100213,100307,100402,100528,101030,101334,101500,101710,101836,101932,102120,102236,102413,102530,102750,102910,103059
11,MS2365-1,095048,095120,095203,095257,095519,095552,095824,095939,100140,100234,100350,100423,100936,101146,101345,101511,101616,101710,101825,101900,101954,102048,102225,102740,103015,103247,103352,103446,103646,103812,103917,104035,104140,104307,104457,104645
12,MW5264-1,100947,101103,101146,101251,101439,101554,101836,101943,102015,102247,102352,102435,102943,103153,103352,103435,103541,103646,103812,103917,104035,104118,104235,104706,104929,105055,105233,105421,105609,105725,105819,105924,110050,110239,110407,110512
13,MS2259-1,102802,103204,103247,103352,103530,,104013,104056,104245,104352,104446,104529,,105316,105537,105620,105757,105924,110111,110133,110250,110333,110501,111004,111236,111613,111657,111823,111950,112150,,,,112819,112934,113122
14,MX1509-1,105138,105338,105432,105515,105642,105819,110229,110355,110512,110732,110836,110932,111540,111834,112129,112306,112454,112620,112736,112841,113007,113050,113205,113730,114025,114246,114403,114603,114708,114918,115045,115203,115340,115614,115751,115929
15,MP5824-1,111435,111540,111635,111740,111917,112024,112411,112548,112736,112841,112945,113039,113541,113824,114046,114151,114341,114435,114636,114740,114835,114940,115106,115614,115846,120058,120225,120352,120520,120825,120944,121111,121227,121354,121521,121710
