,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7503-0,,,,,,,,,,,,,,,,,,,,,,070117,070216
1,AA7637-0,,,,,,,,,,,,,,070117,070131,070205,070300,070355,070501,070629,070757,071106,071244
2,MW4705-0,,,,,,,,070117,070344,070501,070556,070735,070915,071000,071139,071233,071338,071527,071633,071749,071905,072202,
3,AA74-92-0,,,,,,,,070117,070523,070618,070713,,071022,071055,071244,071349,071433,071549,071655,071821,071916,072224,
4,AA6952-0,,,,,,,070117,070154,071200,071316,071411,071538,071738,071854,072010,072115,072202,,,,,,
5,MR7964-0,,,,,,070117,070205,070311,071411,071444,071527,071655,071821,071927,072126,072246,,,,,,,
6,MS4750-0,,,070117,070216,070851,071149,071400,071516,,,,,,,,,,,,,,,
7,AA69-59-0,,070117,070322,070851,071055,071305,071527,071832,,,,,,,,,,,,,,,
8,MW3346-0,,,,070439,,,,,,,,,,,,,,,,,,,
9,AA7286-0,070746,070915,071305,071549,071905,072140,,,,,,,,,,,,,,,,,
10,AA74-39-0,,,070818,071106,071538,071821,072213,,,,,,,,,,,,,,,,
11,MW4825-0,071011,071400,071716,072021,072256,,,,,,,,,,,,,,,,,,
12,AA7871-0,,071106,,,,,,,,,,,,,,,,,,,,,
13,MW3204-0,,,,,071727,072021,072224,,,,,,,,,,,,,,,,
14,AA7032-0,071905,072115,,,,,,,,,,,,,,,,,,,,,
