,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070117,070131,070618
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,070117,070238,070607,070713,070949,071055,071327,071443,071748,071905,071959,072440
2,MW5898-0,,,,,,,,,,,,,,,,,,,,070117,070131,070227,070332,070450,070607,070651,071117,071422,071527,071716,071831,071948,072230,072440,072618,072723,073059
3,MW3098-0,,,,,,,,,,,,,070117,070227,070512,070629,070735,070756,071000,071233,071327,071411,071527,,,,072335,072701,072806,073026,073149,073339,073643,074009,074137,074252,074935
4,MW3116-0,,,,,,,070117,070131,070215,070321,070417,070512,070651,070915,071305,071400,071505,071538,071726,071937,072021,072115,072230,072335,072502,072556,073026,073256,073401,073622,073810,074115,074336,074946,075135,075241,080236
5,MZ3559-0,070556,070651,070851,070915,070949,071033,071106,071138,071211,071327,071422,071516,071654,071820,072136,072324,072545,072629,072733,073048,073137,073235,073412,073539,073716,073748,074220,074524,074640,074913,075219,075513,075758,080036,080309,080426,081341
6,MZ3734-0,071538,071654,071831,071915,071926,072010,072042,072125,072230,072335,072440,072545,072733,072900,073149,073412,073528,073600,073748,074021,074115,074231,074336,074524,074724,074818,075241,075546,075747,080119,080447,080615,080752,081119,081330,081731,083639
7,MW3060-0,072639,072755,072932,073005,073026,073121,073137,073213,073307,073445,073528,073643,073832,074104,074503,074629,074851,074946,075135,075451,075630,075844,080108,080247,080520,080604,081024,081625,081825,082213,082413,082644,082846,083203,083341,084526,090222
8,MZ3978-0,073832,073915,074104,074126,074147,074231,074241,074325,074409,074514,074618,074734,074946,075146,075502,075619,075725,075822,075950,080247,080320,080415,080531,080752,080941,081014,081510,081847,082025,082601,082717,082931,083057,083448,083606,084643,090212
9,MZ3825-0,074840,074924,075040,075102,075124,075157,075219,075252,075335,075502,075619,075736,075907,080036,080342,080426,080658,080742,081003,081247,081448,081553,081731,081941,082224,082318,082750,083108,083258,083617,083755,084039,084313,084548,084904,090222,091337
10,MZ3987-0,075811,075854,080014,080058,080141,080214,080236,080309,080331,080447,080531,080709,080858,081057,081448,081625,081731,081803,081930,082246,082446,082550,082835,083025,083330,083341,083900,084324,084621,085137,085306,085444,085623,085833,090023,091031,092230
11,MX1213-0,,080836,081024,081046,081108,081141,081152,081247,081308,081459,081553,081709,081836,082036,082413,082612,082717,082750,082952,083225,083352,083606,083849,084144,084441,084515,085032,085338,085645,090012,090139,090443,090704,091104,091232,091902,092859
12,MZ4228-0,081847,082003,082141,082224,082246,082340,082402,082446,082540,082655,082750,082835,083141,083320,083650,083828,084100,084144,084335,084726,085010,085115,085411,085656,085844,085906,090349,090809,091158,091557,091724,091851,092008,092313,092429,092555,093346
13,MZ4072-1,082706,082835,083014,083036,083119,083152,083214,083258,083341,083459,083555,083712,083900,084111,084418,084621,084726,084821,085115,085527,085718,085812,090012,090150,090328,090400,090904,091232,091420,091819,091924,092051,092230,092440,092639,092805,093619
14,MZ3556-0,083701,083806,083922,084006,084017,084050,084111,084206,084302,084452,084548,084653,084915,085126,085506,085623,085855,085950,090201,090537,090621,090715,090831,090959,091158,091304,091746,092030,092251,092733,092859,093121,093503,093913,094041,094240,094618
15,MW5936-0,084441,084526,084715,084748,084821,084904,084937,085043,085137,085316,085444,085600,085750,090000,090349,090443,090653,090747,090937,091158,091315,091420,091652,091902,092102,092208,092639,093048,093241,093808,093957,094313,094545,094955,095133,095310,095836
16,MZ3956-1,084842,085316,085506,085538,085600,085634,085706,085801,085906,090023,090139,090244,090433,090653,090948,091053,091304,091358,091630,092008,092124,092219,092407,092555,092711,092754,093230,093513,093851,094502,094640,094922,095216,095625,095731,095836,100341
17,MX1197-0,090244,090255,090433,090454,090527,090548,090621,090653,090726,090842,090937,091020,091304,091441,091735,091829,092102,092135,092407,092639,092722,092805,093110,093303,093441,093513,094008,094324,094607,095658,095930,100308,100541,100940,101107,101204,101700
18,MW5898-1,090400,090926,091042,091126,091147,091221,091253,091326,091358,091503,091557,091713,091945,092135,092555,092649,092859,092943,093059,093324,093419,093524,093724,093924,094124,094229,094701,094933,095154,100257,100435,100730,100930,101259,101416,101605,102110
19,MW5966-0,092501,092555,092700,092722,092744,092816,092838,092910,092943,093121,093208,093313,093535,093746,094146,094324,094419,094513,094651,094933,095049,095133,095310,095448,095647,095731,100257,100613,100857,101500,101616,101754,102027,102424,102540,102814,103140
20,MW5943-0,093513,093630,093735,093808,093830,093902,093924,093957,094041,094146,094324,094430,094629,094756,095143,095248,095520,095604,095752,100036,100142,100246,100435,100624,100752,100836,101310,101816,102016,102414,102656,102940,103246,103613,103740,104014,104519
21,MW3098-1,,,,,,,,,,,,,,,,,,,,,095647,095658,095908,100058,100203,100236,100708,101215,101405,102142,102319,102530,102623,102846,103024,103224,103646
22,MW3215-0,,100708,100857,100930,101002,101035,101107,101204,101237,101510,101616,101732,102037,102225,102551,102623,102836,102940,103202,103412,103528,103635,103835,104014,104152,104246,104751,105130,105319,110119,110318,110551,110929,111351,111540,111824,112246
23,MW3060-1,101248,101427,101616,101649,101710,101743,101805,101837,101920,102048,102142,102236,102435,102623,103024,103151,103423,103507,103646,103929,104035,104141,104330,104446,104613,104708,105130,105529,105740,110540,110656,110940,111150,111614,111730,111907,112246
24,MZ3978-1,102319,102446,102613,102645,102707,102739,102803,102836,102908,103002,103046,103140,103350,103445,103718,103929,104152,104235,104340,104635,104708,104803,104931,105058,105257,105352,105813,110351,110551,111213,111330,111551,111751,112025,112130,112235,112613
25,MW3116-1,,,,,,,,,,,,,,,,,,,,,,,,,,,102446,102836,103035,103539,103657,103940,104130,104519,104708,104825,105308
26,MZ3825-1,103202,103307,103445,103507,103550,103624,103646,103729,103751,103918,104046,104202,104424,104657,105058,105236,105446,105529,105730,110003,110119,110235,110414,110551,110718,110814,111246,111614,111802,112246,112413,112624,112845,113106,113226,113342,113849
27,MZ3559-1,,,,,,,,,,,,,,,,,,,,,,,,,,,103423,103657,103846,104613,104751,104942,105225,105635,105802,110014,110351
28,MZ3734-1,,,,,,,,,,,,,,,,,,,,,,,,,103824,103846,104308,104718,104920,105719,105907,110151,110519,110918,111034,111224,111657
29,MZ3987-1,103918,104003,104130,104152,104213,104246,104308,104340,104402,104508,104552,104635,104858,105047,105341,105424,105646,105719,105856,110130,110224,110257,110435,110551,110751,110814,111319,111614,111813,112435,112541,112802,112907,113106,113226,113331,113710
30,MX1213-1,104858,104942,105047,105119,105141,105225,105246,105330,105413,105507,105614,105730,105907,110036,110446,110540,110803,110835,110951,111224,111257,111351,111624,111802,112003,112057,112541,112845,113045,113722,113849,114015,114156,114555,114711,114817,115237
31,MZ4228-1,105802,105951,110108,110202,110224,110246,110318,110403,110457,110613,110707,110814,111002,111056,111319,111446,111708,111802,111907,112235,112319,112413,112602,112730,112929,112950,113427,113649,113849,114606,114733,115016,115110,115532,115658,115742,120247
32,MZ4072-2,,110751,110908,110940,111002,111045,111128,111203,111235,111402,111456,111603,111824,112014,112246,112403,112635,112708,112918,113226,113331,113416,113649,113805,113921,114005,114418,114722,114911,115448,115626,115825,115919,120119,120258,120446,120835
33,MZ3556-1,111635,111802,111940,112014,112036,112108,112130,112225,112319,112435,112530,112646,112918,113117,113416,113522,113754,113838,114015,114313,114407,114512,114754,114922,115038,115132,115615,115742,115941,120602,120707,120846,121214,121605,121733,121911,122439
34,MW5936-1,112308,112424,112602,112646,112708,112740,112813,112856,112939,113139,113237,113331,113511,113638,113932,114059,114323,114418,114627,114943,115038,115143,115342,115521,115709,115803,120247,120551,120751,121203,121427,121638,121828,122111,122238,122332,123005
35,MX1197-1,,113310,113416,113449,113511,113533,113605,113638,113733,113900,113954,114037,114313,114418,114722,114849,115048,115153,115404,115647,115742,115847,120024,120153,120320,120425,120846,121203,121416,122154,122310,122450,122700,123110,123220,123513,124145
36,MP5834-0,114218,114407,114555,114627,114649,114722,114754,114839,114911,115048,115204,115258,115521,115637,115941,120131,120352,120508,120729,121023,121117,121203,121342,121510,121700,121722,122205,122428,122649,123408,123535,123651,123956,124241,124409,124641,124926
37,MW5966-1,115016,115121,115237,115309,115331,115415,115459,115532,115615,115720,115814,115858,120108,120215,120519,120656,120929,121023,121225,121521,121627,121733,121911,122039,122205,122300,122805,123048,123230,123956,124123,124304,124630,125031,125231,125357,125933
38,MW5943-1,115647,115803,115919,115941,120003,120108,120142,120226,120309,120508,120602,120646,120846,121034,121405,121438,121711,121755,122017,122332,122428,122522,122649,122827,122954,123037,123535,123851,124102,124808,124937,125115,125241,125756,125922,130111,130428
39,MZ3956-2,120024,120119,120247,120320,120342,120414,120436,120519,120551,120751,120846,120940,121117,121203,121700,121806,121911,121933,122154,122501,122605,122711,122827,122954,123059,123146,123607,123902,124145,125021,125137,125419,125535,125901,130006,130111,130722
40,MW5898-2,120035,121045,121203,121236,121309,121342,121416,121449,121532,121649,121744,121838,122039,122227,122605,122743,123005,123059,123230,123441,123546,123640,123746,123934,124113,124145,124652,124926,125220,130006,130111,130312,130544,130838,130954,131049,131521
41,MW3098-2,,122111,122227,122300,122321,122354,122439,122522,122555,122711,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,MW3116-2,,123146,123324,123357,123419,123513,123535,123640,123713,123829,123956,124145,124336,124515,124830,124959,125231,125325,125524,125806,125901,130016,130218,130355,130512,130555,131038,131415,131616,132154,132310,132520,132720,133129,133235,133427,133911
43,MZ3559-2,124156,124253,124358,124431,124515,124609,124630,124703,124736,124852,124948,125031,125314,125430,125734,125911,130156,130250,130512,130754,130849,130954,131132,131259,131426,131459,131931,132226,132426,133203,133319,133543,133754,134038,134155,134311,134649
44,MZ3734-2,125451,125618,125756,125839,125901,125933,130006,130038,130111,130250,130345,130450,130649,130754,131121,131227,131448,131542,131753,132132,132215,132310,132615,132742,132858,132952,133416,133649,133933,134616,134754,134923,135100,135334,135501,135639,140429
45,MW3060-2,130143,130355,130533,130555,130617,130722,130743,130828,130911,131110,131227,131342,131616,131815,132132,132331,132604,132658,132930,133308,133427,133532,133711,133838,134038,134133,134616,134912,135100,135555,135723,135934,140134,140451,140630,140735,141442
46,MS5082-0,,,,,,,,,,,,,130544,130639,130943,131049,131259,131404,131616,131952,132035,132143,132331,132531,132658,132731,133235,133449,133700,134417,134605,134732,135049,135323,135501,135618,135828
47,MZ3978-2,131415,131510,131626,131659,131721,131753,131815,131858,131931,132057,132205,132331,132520,132636,132941,133107,133341,133438,133627,133955,134038,134133,134311,134449,134605,134638,135111,135312,135501,140007,140124,140356,140557,141115,141304,141431,142153
48,MZ3825-2,132531,132658,132825,132930,132952,133024,133046,133118,133151,133341,133427,133543,133754,133911,134239,134406,134649,134806,135038,135406,135512,135607,135734,135901,140029,140124,140557,140746,140959,141728,141844,141953,142142,142543,142626,142858,143556
49,MZ3987-2,133638,133733,133849,133944,134006,134038,134100,134133,134206,134333,134417,134511,134710,134817,135122,135323,135555,135650,135755,140040,140124,140207,140408,140546,140735,140808,141232,141621,141844,142427,142543,142804,142941,143225,143331,143510,144006
50,MX1213-2,134710,134743,134850,134912,134933,135006,135027,135100,135134,135239,135334,135450,135629,135850,140218,140429,140546,140630,140819,141115,141210,141304,141453,141621,141739,141833,142258,142626,142825,143320,143437,143618,143850,144122,144300,144511,145025
51,MZ4228-2,134732,135912,140040,140134,140145,140229,140302,140345,140429,140535,140619,140735,140959,141115,141420,141548,141822,141855,142048,142342,142459,142554,142720,142930,143047,143108,143556,143850,144039,144700,144837,145014,145142,145604,145731,145857,150446
52,MZ4072-3,141126,141159,141347,141420,141431,141504,141526,141559,141633,141812,141908,141953,142058,142258,142554,142710,142941,143047,143341,143639,143734,143828,144050,144217,144344,144417,144920,145108,145309,145836,150014,150235,150351,150908,151012,151213,151821
53,MZ3556-2,141844,142015,142142,142215,142237,142309,142331,142427,142510,142648,142742,142858,143119,143225,143650,143817,144050,144144,144354,144804,144837,144931,145108,145258,145448,145520,150014,150340,150540,151202,151351,151633,151810,152147,152335,152429,152924
54,MZ3956-3,143014,143152,143308,143352,143416,143448,143510,143556,143639,143745,143839,143945,144133,144322,144721,144931,145152,145309,145426,145731,145857,145951,150329,150446,150645,150729,151307,151611,151916,152324,152534,152735,153029,153450,153606,153849,154214
55,MW5898-3,144311,144931,145108,145142,145204,145247,145320,145353,145448,145625,145731,145825,150003,150151,150457,150613,150846,150940,151202,151600,151738,151843,152020,152147,152324,152418,152924,153302,153606,154048,154225,154446,154803,155151,155341,155533,160037
56,MS5082-1,,145731,145919,145951,150014,150046,150119,150151,150246,150446,150540,150718,151002,151106,151517,151716,152009,152136,152357,152735,152852,152957,153208,153407,153555,153617,154059,154330,154730,155140,155341,155554,155848,160309,160426,160741,161424
57,MW3116-3,150446,150518,150656,150750,150814,150835,150908,150951,151023,151224,151318,151412,151643,151821,152157,152313,152545,152652,152946,153302,153429,153512,153650,153806,153954,154037,154457,155002,155341,155805,155954,160215,160509,160836,161014,161225,161908
