,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070117,070132,070227,070311,070439,070523
1,MW3060-0,,,,,,,,,,,,,,,,,,,,,,,,070117,070332,070501,070629,070745,070851,070934,071050,071155,071217,071300,071333,071406,071532,071616
2,MZ3978-0,,,,,,,,,,,,,,,,070117,070132,070311,070406,070501,070556,070629,070713,070851,071249,,071532,071648,071804,071847,071931,072015,072036,072058,072120,072142,072247,072341
3,MZ3987-0,,,,,070117,070154,070322,070501,070618,070851,071029,071521,071616,071732,071847,071942,072036,072319,072414,072520,072637,072731,072858,073036,073408,073640,073901,074006,074111,074156,074301,074334,074356,074418,074451,074534,074701,074745
4,MX1213-0,,070117,070311,070545,070735,071101,071217,071311,071543,071742,071858,072425,072520,072637,072804,072920,073025,073250,073355,073502,073618,073701,073817,073944,074356,074618,074818,074924,075040,075124,075230,075324,075419,075440,075513,075545,075641,075725
5,MZ3825-0,,,,,,,,,,,,070523,070618,070702,070818,070913,070956,071217,071322,071438,071511,071532,071605,071732,072036,072214,072436,072542,072626,072720,072826,072858,072942,073014,073036,073120,073239,073323
6,MZ4228-0,070902,071039,071354,071554,071804,072109,072203,072319,072458,072804,072920,073451,073556,073712,073850,074006,074100,074356,074451,074629,074745,074829,074902,075040,075357,075630,075843,080025,080131,080225,080320,080405,080449,080511,080545,080558,080736,080830
7,MX1197-0,071343,074038,074356,074650,074946,075252,075419,075641,075950,080309,080438,081021,081126,081306,081559,081705,081810,082715,082832,083010,083149,083222,083255,083421,083831,083959,084220,084347,084515,084559,084715,084810,084904,084948,085021,085042,085148,085244
8,MZ4072-0,,071931,072203,072447,072709,072942,073206,073408,073640,074006,074144,074712,074840,074946,075157,075314,075408,075619,075725,075832,075950,080047,080225,080353,080736,080904,081149,081328,081455,081516,081632,081705,081748,081810,081842,081905,082033,082105
9,MZ3556-0,072131,072403,072553,072837,073228,073556,073806,073933,074240,074629,074807,075324,075429,075535,075832,075939,080058,080342,080449,080630,080736,080830,080852,081021,081339,081610,081810,081937,082105,082149,082254,082337,082421,082454,082516,082548,082704,082759
10,MW5936-0,072531,073025,073344,073651,073901,074156,074440,074650,074924,075252,075419,075950,080109,080237,080449,080609,080714,081042,081149,081328,081422,081444,081610,081810,082105,082316,082559,082715,082843,082948,083105,083149,083233,083255,083349,083410,083537,083610
11,MW5966-0,073058,075135,080014,081705,081927,082316,082704,082959,083316,083758,084137,084737,084853,085021,085211,085306,085400,085728,085834,090037,090153,090237,090417,090545,090901,091100,091311,091416,091521,091605,091649,091744,091806,091817,091849,091922,092016,092059
12,MZ3956-0,073120,073301,073651,073922,074323,074640,074818,074957,075124,075440,075619,080120,080225,080331,080511,080620,080714,081053,081212,081401,081549,081621,081705,081821,082211,082326,082610,082737,082853,082959,083105,083200,083244,083305,083349,083410,083559,083653
13,MW5898-0,,074607,075135,075535,075950,080405,080641,080852,081245,081716,081853,082421,082538,082759,083043,083149,083305,083831,083937,084115,084209,084253,084419,084559,084948,085126,085317,085506,085623,085717,085823,085917,090003,090026,090059,090121,090247,090331
14,MW3098-0,080153,080438,082821,083642,083852,084314,084559,084853,085115,085506,085801,090331,090428,090545,090755,090901,090955,091143,091238,091427,091554,091639,091722,091838,092132,092311,092511,092638,092732,092826,092920,092953,093025,093036,093109,093135,093240,093324
15,MW3116-0,080948,081621,084325,085159,085612,090026,090309,090723,091133,091521,091838,092427,092532,092648,092815,092920,093025,093240,093357,093524,093712,093756,093839,093955,094324,094513,094629,094746,094913,094945,095101,095156,095229,095313,095345,095429,095556,095650
16,MW5943-0,,,081339,082759,083021,083410,083758,084126,084336,084821,084959,085600,085717,085834,090048,090204,090331,090629,090734,090933,091143,091227,091311,091438,091827,092016,092249,092417,092543,092616,092721,092815,092848,092909,092942,093003,093109,093157
17,MW3215-0,,082116,084737,085538,090026,090440,090817,091227,091605,091922,092049,092638,092743,092920,093109,093219,093346,093607,093712,093850,094052,094135,094313,094430,094757,094913,095123,095229,095345,095418,095523,095556,095629,095650,095723,095755,095901,095955
18,MZ3559-0,,083926,085233,085917,090226,090723,091111,091500,091806,092110,092300,092909,093025,093146,093723,093839,093955,094157,094302,094441,094629,094713,094757,094913,095229,095418,095629,095723,095850,095922,100028,100111,100133,100154,100216,100249,100353,100449
19,MZ3734-1,084610,085115,090258,090701,091133,091700,092005,092406,092659,093025,093251,093756,093901,094030,094313,094356,094502,094746,094851,095028,095218,095251,095429,095556,095933,100100,100249,100353,100449,100521,100626,100659,100721,100742,100826,100848,100953,101036
20,MW3060-1,090331,,,,,091405,091554,091922,092322,092605,092721,093251,093357,093734,094102,094157,094302,094546,094640,094818,095007,095039,095112,095240,095607,095712,095944,100049,100205,100310,100416,100459,100532,100543,100615,100648,100804,100848
21,MZ3978-1,091249,091405,091711,091911,092216,092543,092953,093251,093524,093829,094113,094640,094757,094924,095112,095240,095335,095618,095723,095912,100017,100100,100154,100332,100659,100804,100920,101036,101153,101259,101415,101459,101521,101542,101614,101625,101741,101824
