,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7032-0,,,,,,,,,,,,,,070117,070131,070226,070321,070635
1,AA7536-0,,,,,,,,,070117,,070331,072025,072057,072308,072414,072509,072615,072858
2,AA7246-0,,,070342,070447,070624,070657,070750,070857,070941,071404,071647,072931,073046,073332,073437,073603,073803,074207
3,AA7503-0,070836,,071352,071553,071657,071741,071813,071918,072003,072414,072553,073730,074037,074334,074450,074556,074744,075300
4,AA7637-0,071918,072141,072520,072658,072803,072909,073003,073058,073142,073636,073847,075239,075542,080120,080236,080415,080541,081214
5,MW4705-0,073058,073311,073847,074026,074156,074250,074429,074534,074628,075134,075427,080729,081035,081351,081506,081635,081835,082953
6,AA6952-0,073857,074156,074617,074840,074957,075051,075156,075322,075416,080036,080415,,081824,,082258,082427,083319,083605
7,AA69-59-0,075649,075754,080131,080247,080415,080520,080635,080803,080847,081351,081730,082942,083141,083426,083554,083700,083826,
8,AA74-39-0,080236,080341,080729,080836,081003,081130,081235,081402,081456,082049,082405,083710,083922,,,,,
9,AA7286-0,080635,081035,081402,081635,081803,081857,082014,082121,082204,082953,083141,,,,,,,
10,AA7706-0,081635,081813,082215,082427,082604,082658,082752,082858,083003,083700,,,,,,,,
11,AA7032-1,082014,082248,082615,082837,082931,083014,083120,083225,083309,,,,,,,,,
