,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
15,MW4705-1,082912,083006,083321,083709,083847,083952,084214,084457,085624,085729,085941,090108,090152,090356,090451,090618,090744,090901,091006,091143,091415,091552
16,AA6952-1,084014,,084646,085002,085308,085624,085718,085952,091017,091122,,091531,091626,091859,092004,092120,092320,092436,092614,092751,093024,093236
17,AA7488-1,084846,085150,085434,085718,085856,090003,090310,090502,091354,091448,091647,091804,091848,092109,092153,092331,092458,092603,092657,092803,093035,093247
18,AA7149-1,,090203,090545,090901,091238,091509,091752,092058,093213,093331,093603,093730,093847,094120,094215,094331,094458,094625,094730,094940,095235,095402
19,AA7101-1,,,091837,092142,092414,092614,092919,093107,094131,094215,094436,094603,094646,094846,094951,095117,095246,095402,095456,095707,095940,100035
20,AA7214-1,,,093202,093531,093942,094204,094425,094646,095740,095845,100108,100236,100308,100540,100635,100740,100857,101013,101140,101403,101614,101719
21,AA7195-1,,094120,094258,094625,094951,,,,100740,100813,,101151,101236,101457,101552,101646,101824,101928,102026,102132,102425,102634
22,AA7248-1,094940,095213,095340,095657,100024,100457,100540,100813,101802,101907,102132,102331,102425,102613,102645,102803,102940,103034,103150,103246,103539,103753
23,AA7536-1,100057,,100740,101118,101403,,101845,101950,103034,103056,103308,103507,103550,103742,103836,103952,104047,104152,104320,104403,104635,104729
24,AA7522-1,101530,101824,102015,102320,102814,103002,103257,103434,104425,104508,,104940,105045,105233,105338,105515,105652,105758,105914,110042,110254,110349
25,AA7322-1,103128,103517,103909,104236,104708,104940,105305,105537,110621,110715,,111054,111127,111257,111403,111507,111624,111740,111845,112105,112348,112547
26,AA7706-2,,105233,105736,110243,110526,110632,111054,111330,112410,112442,,112916,113020,113315,113432,113610,113821,113936,114104,114336,114631,114748
27,MW4705-2,105515,110515,110822,111138,111457,111635,111906,112159,113200,113254,113515,113654,113738,113904,114010,114137,114325,114442,114537,114715,114958,115128
28,AA6952-2,111341,,111855,112210,112714,113020,113315,113454,114631,114715,115041,115202,115235,115434,115550,115646,115908,120024,120143,120407,120723,120911
29,AA7488-2,112810,113042,113221,,113748,113936,114220,114421,115602,115635,115908,120046,120132,120334,120429,120512,120701,120817,120901,120944,121154,121332
30,AA7149-2,114053,114304,114548,114915,115257,,,120046,121049,121132,,121531,121625,121825,121941,122108,122320,122425,122520,122635,122846,123045
31,AA7214-2,,,115857,120119,120407,120651,120933,121100,122003,122035,122236,122403,122509,122729,122835,122940,123117,123224,123340,123550,123834,123939
32,AA7195-2,121027,121227,121510,121741,122141,122509,122740,122918,124003,124035,,124508,,124815,124911,125038,125204,125312,125405,125616,125931,130110
33,AA7536-2,,122729,122835,123117,123445,123751,123928,124309,125154,125250,,125616,125649,125910,130016,130110,130205,130301,130416,130533,130754,131006
34,AA7522-2,,123751,124140,124436,124839,125110,125333,125638,130805,130900,,131216,131300,131416,131510,131711,131911,132039,132145,132250,132511,132605
35,AA7322-2,124508,124839,125228,125616,130038,130427,130649,131027,132156,132250,,132605,132710,132921,133047,133142,133342,133447,133530,133730,134013,134140
36,MW4705-3,125543,131006,131354,131838,132134,132301,132616,132815,133813,133918,134213,134353,134458,134741,134857,135024,135247,135403,135509,135614,135824,135940
37,AA7706-3,125553,125721,130027,130449,130743,131006,131300,131616,132605,132638,,133036,133153,133436,133541,133708,133835,133950,134057,134258,134531,134647
38,AA6952-3,131900,132145,132428,132743,133036,,133624,133940,134952,135107,135425,135530,135636,135857,135951,140108,140226,140331,140437,140531,140836,141024
39,AA7488-3,133025,133404,133740,134119,134414,134647,134941,135309,140331,140437,,140814,140919,141035,141151,141247,141403,141458,141552,141658,141909,142025
40,AA7214-3,133635,133907,135918,140248,140636,140814,141129,141636,143310,143404,143625,143803,143846,144024,144141,144312,144534,144703,144758,145008,145229,145345
41,AA7149-3,,134342,134552,134814,135129,135330,135625,135908,141013,141118,,141625,141731,141941,142119,142309,142449,142555,142711,142805,143027,143154
42,AA7195-3,,,141530,141909,142047,142754,,,145500,145605,,150058,150216,150440,150546,150843,150959,151114,151232,151431,151748,151925
43,AA7536-3,142320,142638,142849,143121,143603,,144057,144556,150451,150546,,150937,151020,151210,151316,151537,151620,151737,151842,152009,152221,152326
44,AA7522-3,,144108,144440,144725,145135,145417,145804,150154,151337,151442,,151925,152030,152254,152610,152843,153032,153147,153232,153515,153747,153903
45,AA7706-4,,145848,150047,150408,150948,151136,151359,151642,152726,152821,,,,153420,153526,153737,153831,153947,154052,154229,154451,154701
46,MW4905-0,150419,150736,151114,151515,151936,152125,152505,152704,153747,153820,154052,154240,154324,154534,154629,154723,154933,155038,155145,155334,155617,155816
47,AA7248-2,,151359,151914,152316,152704,153137,153442,153620,154723,154756,,155156,155229,155450,155544,155754,155921,160038,160132,160259,160520,160730
48,AA6952-4,,152030,152444,152758,153631,153820,154030,154157,155111,155156,155355,155544,155628,155827,155932,160205,160249,160404,160448,160636,160919,161024
49,AA7322-3,152348,152737,153010,153442,154251,154440,154756,155111,160238,160321,160520,160647,160730,160930,161046,161119,161330,161436,161531,161803,162036,162216
50,AA7488-4,153243,153504,153758,,154756,155111,155355,155512,160531,160603,,160941,161013,161140,161236,161341,161520,161636,161730,161814,162036,162216
51,AA7149-4,154229,,154556,155156,155639,155911,160132,160310,161203,161309,,161719,,161857,161951,162047,162143,162238,162333,162522,162816,162942
52,AA7214-4,,155900,160154,160459,160803,161035,161309,161614,162659,162754,,163154,163239,163406,163512,163628,163744,163849,163954,164215,164458,164635
53,MW3387-0,160016,160154,160448,160720,161002,161129,161509,161940,162953,163047,163312,163417,163501,163733,163816,163932,164048,164154,164237,164403,164603,164740
54,AA7468-0,,,161013,,161625,,162036,162354,163512,163555,,163932,164059,164204,164320,164414,164541,164635,164740,164940,165236,165413
55,AA7195-4,,,162311,162659,163058,163523,163827,164110,165108,165151,,,165813,170003,170046,,170436,170613,170719,170951,171248,171425
56,MW4705-4,162333,163628,163922,164353,164635,164802,165119,165247,170414,170436,170646,170751,170908,171129,171226,171342,171458,171625,171719,171941,172226,172415
57,AA7536-4,162805,163015,163355,163617,164059,164436,164541,164846,165908,165951,170202,170245,170340,170541,170646,170751,170940,171035,171151,171342,171636,171835
58,AA7522-4,,164447,164708,165013,165446,165613,165918,170046,170940,171024,,171404,171436,171658,171730,171824,172003,172108,172226,172342,172614,172803
59,AA7706-5,165236,165446,165741,170129,193247,170551,170835,171151,172130,172203,,172520,172553,172803,172857,172952,173214,173309,173403,173552,200446,200602
60,MW4905-1,170402,170708,171107,171447,171719,172046,172404,172709,173731,173826,174049,174216,174251,174440,174546,174702,174820,174936,175042,175147,175430,175630
61,AA7248-3,171107,171310,171919,172237,172658,,173142,173447,174451,174535,,174904,174958,175104,175231,175358,175503,175630,175726,175947,180219,180324
62,AA6952-5,172237,,172719,172952,173258,,173909,174049,175125,175220,175441,175546,175640,175820,175947,180052,180135,180240,180346,180556,180850,180956
63,AA7322-4,172835,173320,173520,173859,174324,174535,174904,175209,180302,180335,180534,180711,180755,180912,181017,181155,181345,181501,181618,181756,182100,182311
64,AA7488-5,173626,174133,174546,174915,175136,175535,175842,180135,181240,181312,,181640,181713,181839,181912,182017,182111,182227,182311,182543,182837,183015
65,AA7149-5,,175209,175358,175640,175925,180251,180429,180733,181724,181829,182017,182133,182206,182554,182638,182754,182921,183047,183153,183342,183604,183658
66,AA7214-5,175503,180114,180451,180722,181050,181345,181745,182100,183331,183415,,183720,183803,184036,184141,184248,184447,184603,184647,184753,185100,185255
67,AA7468-1,,181345,182039,182427,182721,182932,183247,183625,184731,184816,185038,185147,,185400,185506,185635,185846,185951,190047,190152,190511,190711
68,AA7195-5,182510,182554,182848,183331,183531,,184058,184342,185444,185517,185751,185846,,190130,190237,190405,190544,190700,190754,190954,191237,191436
69,MW4705-5,182816,184900,185233,185708,185918,190109,190533,190838,191806,191900,192111,192216,192321,192542,192637,192814,193002,193107,193213,193341,193613,193834
70,AA7536-5,,183803,184203,184447,184720,184911,185158,185528,190638,190722,,191027,191110,191248,191404,191509,191639,191755,191849,191954,192205,192415
71,AA7522-5,184141,190259,190605,190849,191226,191436,191711,191849,193002,193056,,193446,193529,193718,193823,194003,194213,194330,194425,194552,194824,194951
72,MW4905-2,193656,193907,194046,194403,194613,194751,195225,195435,200351,200424,200634,200750,200857,201024,201108,201214,201332,201511,201605,201848,202119,202248
73,AA6952-6,195056,195508,195918,200213,200540,200824,200908,201013,201942,202025,202248,202331,202414,202540,202646,202729,202824,202929,203023,203150,203401,203550
74,AA7488-6,200803,200941,201236,201543,201910,202108,202414,202540,203550,203636,,204003,204046,204256,204328,204445,204539,204727,204811,205021,205304,205452
75,AA7149-6,,202425,202740,203002,203245,203456,203709,203814,204832,204905,,205136,205221,205337,205431,205536,205653,205748,205831,205946,210156,210345
76,AA7214-6,203835,204328,204601,204854,205221,205557,205748,205903,211100,211154,,211451,211535,211724,211757,211912,212049,212208,212324,212419,212713,212829
77,AA7195-6,,210650,210839,211122,211440,211807,211851,212111,213144,213250,213439,213554,213648,213826,213920,214036,214131,214248,214331,214449,214712,214912
78,AA7706-6,211407,211451,,,,,,212807,213815,213909,,214142,214226,214342,214416,214511,214616,214723,214806,215006,215218,215312
79,MW4905-3,212734,212955,213344,213648,213859,214108,214427,214605,215605,215637,215825,215941,220046,220234,220318,220424,220540,220646,220741,220857,221118,221246
80,AA6952-7,213206,214712,214923,215218,215500,,215836,220035,221002,221045,221236,221340,221446,221635,221708,221813,222002,222108,222202,222342,222615,222753
81,AA7488-7,220014,220435,220719,221129,221351,221507,221741,222002,223014,223057,223236,223403,223457,223603,223647,223730,223908,224036,224119,224225,224448,224604
82,AA7149-7,,221330,221951,222246,222554,,,222952,224057,224130,,,,224730,224825,224908,225013,225118,225202,225340,225539,225719
83,AA7214-7,,223341,223530,223730,223940,224130,224342,224437,225412,225506,225646,225740,225834,230013,230119,230202,230332,230426,230521,230638,230859,231014
84,AA7195-7,,225235,225550,225813,230151,230437,230531,230638,231540,231635,231824,232002,232046,232223,,,,,,,,
85,AA7706-7,,230321,230754,231036,231237,231435,231740,231845,,,,,,,,,,,,,,
86,MW4905-4,231802,231950,232107,,,,,,,,,,,,,,,,,,,
87,AA6952-8,231939,,,,,,,,,,,,,,,,,,,,,
