,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7214-0,,,,,,,,,,,,,,,,,070105,070255
1,AA7195-0,,,,,,,,,,,070105,070820,071113,071250,071344,071427,071510,071814
2,AA7536-0,,,,,,,,,070105,,070558,071846,071919,072036,072142,072226,072331,072602
3,AA7522-0,070105,070128,070349,070609,070725,070809,070914,070957,071040,071553,071731,073013,073236,073352,073457,073603,073658,073941
4,AA7322-0,,071124,071355,071521,071626,071709,071846,071930,072014,072425,072718,073752,074035,074151,074308,074424,074550,074810
5,AA7706-0,,072309,072707,072825,073002,073046,073214,073319,073352,073919,074235,075450,075700,075921,080026,080142,080308,080803
6,MW4705-0,073203,073508,073941,074057,074213,074246,074413,074550,074634,075136,075440,080541,080836,081024,081141,081247,081353,081752
7,AA6952-0,074014,,074612,074655,074821,074904,075114,075208,075251,,080059,,,081720,081824,081918,082152,082414
8,AA7488-0,,075627,075849,080026,080142,080225,080319,080414,080447,081014,081309,082530,082751,082919,083035,083129,083246,083657
9,AA7149-0,080414,080625,081014,081225,081353,081447,081709,081814,081857,082425,082835,084014,084258,084532,084638,084743,084859,085333
10,AA7101-0,081331,081553,081857,082035,082152,082225,082403,082508,082602,083057,083319,084509,084722,084910,085016,085059,085228,085554
11,AA7214-1,082330,,083002,083213,083341,083435,083614,083740,083845,084627,084805,090241,090526,090736,090842,091008,091125,091421
12,AA7195-1,083308,104816,083918,084036,084141,084213,084309,084415,084509,,085500,090536,112316,091103,091221,091337,112832,113305
13,AA7248-0,084247,084700,084943,085026,085206,085301,085511,085639,085725,090241,090526,091610,,092030,092146,092252,092442,092819
14,AA7536-1,085228,085543,085829,090041,090145,090241,090356,090453,090547,,091242,092735,,092830,092935,093041,093113,093618
15,AA7522-1,,090609,090936,091052,091221,091253,091432,091548,091621,092135,092420,093713,093958,094219,094324,094441,094556,094933
16,AA7322-1,091337,,091758,092019,092135,092219,092303,092420,092453,,093417,094513,094806,095006,095122,095228,095407,095755
17,AA7706-1,,092420,092819,093041,093207,093251,093334,093450,093533,094114,094502,095639,095933,100238,100354,100513,100619,101042
18,MW4705-1,,093736,094031,094252,094408,094452,094607,094712,094817,095323,095545,100641,100937,101158,101327,101410,101516,101821
19,AA6952-1,094219,,094901,095028,095206,095312,095407,095523,095617,,100440,101727,,102357,102523,102607,102651,103230
20,AA7488-1,095849,100027,100300,100333,100440,100535,100652,100736,100821,101327,101549,102747,103031,103303,103408,103451,103556,103946
21,AA7149-1,101104,,101621,101821,101937,102042,102252,102357,102502,103053,103512,104545,104849,105258,105414,105519,105636,110148
22,AA7101-1,102357,102556,102916,103125,103230,103314,103408,103523,103629,104158,104346,105551,105824,110036,110148,110315,110537,111221
23,AA7214-2,103440,,104020,104241,104346,104418,104534,104639,104733,105247,105446,110526,110809,111008,111135,111315,111431,111935
24,AA7536-2,110047,,110631,110852,110957,111029,111221,111315,111420,,112210,113421,,114021,114137,114220,114315,114904
25,AA7522-2,111546,111747,112052,112210,112316,112410,112516,112621,112715,113210,113431,114759,115041,115308,115435,115602,115719,120228
26,AA7322-2,113442,113643,113948,114043,114220,114304,114432,114559,114704,115319,115624,120734,121016,121309,121426,121531,121719,122152
27,MW4705-2,115139,121142,121447,121614,121741,121813,121940,122035,122119,122638,122837,123917,124213,124436,124552,124635,124742,125428
28,AA7706-2,,,115802,115919,120046,120154,120345,120512,120607,121215,121520,122710,123143,123413,123529,123646,123834,124320
29,AA6952-2,121625,,122203,122331,122509,122554,122732,122859,122942,,123917,125111,125356,125605,125711,125816,125848,130436
