,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3825-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070318
1,MW5966-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070340,070436,070603,070814,071003,071130,071236,071413
2,MX1197-0,,,,,,,,,,,,,,,,,,,070105,070201,070235,070329,070426,070531,070636,070658,071130,071435,071613,071834,071950,072222,072424,072706,072803,073013,073402
3,MX1084-0,,,,,,,,,,,,,,070105,070340,070415,070509,070542,070709,070930,071003,071047,071152,071308,071424,071519,071950,072244,072350,072601,072728,072951,073129,073246,073402,073530,073835
4,MX1105-0,,,,,070105,070129,070150,070235,,,,070720,070825,070919,071214,071330,071435,071457,071613,071845,071928,072001,072056,072222,072318,072402,072814,073057,073151,073413,073519,073752,073846,074213,074341,074446,074941
5,MZ3556-0,070730,070836,071014,071047,071130,071225,071236,071319,071341,071457,071551,071718,071939,072056,072402,072445,072706,072739,072908,073246,073330,073424,073551,073730,073846,073908,074341,074530,074720,075129,075235,075351,075624,075824,075951,080152,080731
6,MZ4072-0,071729,071950,072106,072150,072211,072255,072318,072402,072435,072550,072656,072824,073024,073151,073456,073625,073730,073803,073941,074141,074225,074319,074435,074552,074709,074730,075224,075603,075752,080141,080352,080552,080742,081119,081248,081342,081942
7,MZ3559-0,072940,073203,073319,073341,073402,073446,073519,073603,073635,073752,073846,074119,074257,074519,074836,075024,075257,075340,075518,075719,075752,075835,075941,080109,080214,080258,080731,081036,081203,081510,081648,081815,082003,082236,082414,082552,083203
8,MZ3978-0,073257,074403,074508,074541,074603,074636,074658,074730,074825,075003,075108,075257,075518,075646,075930,080025,080258,080331,080530,080803,080836,080930,081058,081227,081404,081437,081909,082236,082425,082636,082730,083003,083108,083447,083626,083720,084203
9,MZ3734-0,075340,075518,075635,075730,075803,075835,075857,075930,080003,080109,080214,080403,080603,080825,081058,081227,081332,081415,081604,081815,081858,081952,082058,082236,082425,082520,082930,083309,083447,083742,083858,084015,084131,084404,084521,084638,084932
10,MW3496-0,,080541,080658,080742,080803,080858,080930,081003,081058,081227,081310,081458,081659,081837,082214,082425,082657,082752,083003,083258,083342,083458,083648,083815,084015,084131,084616,084932,085120,085332,085459,085636,085859,090237,090356,090549,090918
11,MZ4228-0,081520,081626,081826,081858,081909,082003,082025,082119,082141,082320,082436,082542,082730,082909,083152,083247,083458,083531,083709,083942,084036,084131,084320,084459,084700,084732,085215,085542,085730,090016,090121,090226,090419,090740,090929,091002,091648
12,MZ3825-1,082203,082542,082719,082741,082803,082836,082909,082941,083036,083130,083236,083353,083626,083826,084120,084225,084331,084415,084543,084921,085004,085048,085249,085415,085531,085636,090110,090408,090549,090940,091045,091236,091424,091804,091920,092109,092509
13,MX1213-0,083414,083553,083731,083804,083826,083920,083931,084015,084047,084236,084331,084459,084721,084827,085142,085238,085459,085542,085741,085942,090037,090110,090226,090332,090527,090621,091118,091424,091603,092036,092236,092509,092646,093056,093213,093414,093741
14,MZ3956-0,084331,084616,084732,084805,084816,084848,084921,084943,085015,085142,085249,085415,085719,085859,090154,090237,090454,090549,090646,091002,091056,091151,091308,091446,091648,091709,092153,092436,092625,093002,093151,093320,093509,093730,093847,094047,094606
15,MW5966-1,,085509,085625,085657,085719,085741,085815,085859,085931,090110,090205,090321,090516,090646,091002,091214,091330,091413,091519,091753,091837,091931,092131,092309,092436,092530,093002,093309,093458,094058,094215,094501,094744,095049,095206,095345,095758
16,MX1197-1,090345,090443,090611,090646,090657,090729,090751,090835,,,,091330,091424,091603,091920,092025,092131,092215,092342,092603,092646,092741,092929,093045,093225,093258,093752,094109,094226,094806,095038,095428,095639,100040,100240,100430,101031
17,MW5936-0,091002,091246,091351,091446,091529,091551,091626,091658,091731,091920,092025,092153,092436,092625,092940,093045,093342,093425,093553,093803,093847,093953,094141,094353,094533,094627,095100,095345,095523,095924,100051,100430,100725,101020,101159,101305,101759
18,MX1084-1,092131,092247,092353,092425,092447,092541,092603,092646,,,093045,093056,093247,093414,093647,093720,093953,094047,094215,094511,094555,094639,094839,094955,095100,095144,095606,095747,095935,100345,100513,100736,100926,101232,101349,101505,101759
19,MX1067-0,092719,092835,092951,093023,093045,093118,093151,093225,,,093709,093741,094003,094215,094533,094627,094901,094944,095144,095428,095523,095606,095819,095957,100146,100218,100703,101009,101159,101726,101843,102125,102420,102736,102832,103000,103409
20,MX1105-1,,093542,093647,093720,093741,093814,093836,093942,094036,094130,094226,094343,094533,094617,094944,095027,095239,095323,095450,095747,095841,095913,100146,100312,100441,100524,100947,101211,101349,101926,102042,102336,102503,102854,103010,103220,103704
21,MZ3556-1,094353,094501,094627,094700,094722,094828,094901,094933,095006,095122,095239,095345,095533,095701,100008,100135,100356,100451,100608,100915,100958,101053,101232,101410,101538,101726,102158,102431,102630,103126,103253,103547,103748,104031,104220,104452,105053
22,MW4762-0,095217,095239,095356,095428,095450,095555,095617,095701,095736,095913,100040,100207,100451,100714,101031,101232,101505,101600,101737,101937,102031,102125,102303,102442,102619,102714,103220,103504,103759,104009,104125,104335,104608,105020,105125,105324,105820
23,MZ4072-1,095913,100051,100229,100312,100334,100407,100430,100513,100535,100703,100821,101009,101222,101338,101643,101810,102031,102136,102336,102558,102714,102821,103021,103159,103336,103431,103926,104314,104420,105031,105147,105451,105641,110009,110159,110410,110927
