,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MW3528-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070130,070542,070815,071005,071111,071206,071238,071322,071438,071617,071722,071955,072111,072206
1,MS1695-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070214,070320,070436,070509,071049,071311,071511,071617,071733,071828,071955,072101,072217,072301,072441,072958,073232,073519,073625,073815,073931,074048,074204,074320,074426,074603,074709,074837
2,MW2780-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070426,070637,070815,071100,071206,071322,071438,071511,071606,072101,072301,072441,072558,072641,072747,072852,072947,073052,073127,073232,073720,073942,074120,074259,074404,074553,074658,074753,074909,075026,075142,075300,075405
3,MS2259-0,,,,,,,,,,,,,,,,,,,,,,,,,070105,070236,070342,070436,070626,070710,070754,070911,070944,071005,071122,071500,071900,,072028,072133,072206,072333,072441,072819,073103,073127,073519,073625,073826,073931,074110,074215,074636,074920,075058,075228,075427,075511,075638,075733,075849,080006,080133,080629,080947,081210,081421,081515,081621,081748,081915,082021,082158,082432,082621,082759
4,MW2390-0,,,,,,,,,,,,,070105,070141,070531,070659,070732,070837,070954,071111,071144,071322,071554,071806,071839,072039,072228,072322,072525,072609,072641,072757,072830,072852,073009,073305,073411,073603,073647,073753,073826,074015,074142,074458,074709,074753,075142,075311,075416,075521,075616,075700,080155,080429,080640,080747,080903,081009,081147,081253,081431,081537,081715,082242,082526,082737,082832,083032,083214,083331,083459,083628,083745,083955,084144,084322
5,MW2856-0,,070203,070415,070553,070754,071005,071038,071144,071416,071449,071700,071755,071944,072301,072714,072841,072925,073052,073149,073316,073400,073541,073720,073942,074015,074204,074342,074447,074603,074647,074720,074826,074858,075026,075131,075500,075638,075838,075944,080111,080155,080311,080418,080830,080947,081052,081359,081504,081621,081715,081820,081904,082421,082737,082927,083032,083138,083236,083404,083521,083628,083712,083828,084428,084700,084840,085051,085240,085429,085534,085652,085811,085917,090120,090321,090430
6,MW3053-0,071955,072122,072311,072525,072725,073149,073411,073541,073753,073837,074004,074048,074131,074458,074848,075015,075058,075228,075311,075449,075532,075755,075955,080206,080239,080429,080556,080640,080830,080903,080947,081030,081103,081221,081326,081621,081726,081915,082104,082220,082315,082442,082548,082716,082916,083021,083353,083459,083617,083723,083806,083901,084428,084700,084902,085018,085123,085240,085418,085545,085714,085811,085952,090443,090730,090837,091006,091111,091250,091639,091756,091924,092052,092303,092453,092654
7,MW3528-1,072238,074237,074458,074647,074848,075142,075344,075500,075616,075711,075900,075944,080017,080322,080702,080809,080852,081030,081103,081242,081326,081526,081726,081915,082010,082158,082326,082359,082632,082716,082759,082938,083010,083032,083138,083521,083701,083806,083923,084017,084050,084206,084312,084956,085145,085251,085607,085725,085822,090058,090153,090237,090646,090910,091049,091155,091355,091439,091639,091745,091902,091935,092103,092538,092814,093047,093204,093258,093521,093615,093736,093841,094009,094254,094411,094505
8,MP5834-0,,075649,075816,080017,080228,080501,080607,080736,080936,081020,081210,081304,081421,081748,082148,082304,082348,082453,082537,082716,082759,083010,083236,083521,083617,083817,083944,084039,084322,084417,084522,084555,084628,084711,084818,085113,085240,085429,085524,085618,085641,085822,085917,090237,090430,090646,091006,091100,091217,091311,091417,091501,091935,092147,092325,092421,092611,092705,092836,092930,093120,093215,093320,093852,094116,094305,094422,094610,094654,094843,094959,095126,095315,095515,095654,095843
9,MS1695-1,080702,081158,081359,081537,081915,082231,082432,082610,082821,082905,083203,083258,083342,083701,084112,084312,084355,084606,084639,084851,084934,085134,085345,085607,085703,085906,090025,090109,090237,090332,090454,090622,090657,090730,090848,091228,091450,091639,091745,091852,091935,092103,092209,092453,092633,092749,093153,093247,093331,093604,093713,093758,094222,094454,094704,094821,095031,095126,095304,095410,095504,095621,095738,100253,100548,100717,100952,101141,101403,101519,101730,101858,102003,102249,102451,102629
10,MW2780-1,,083043,083236,083521,083850,084217,084333,084617,084840,084923,085113,085240,085324,085703,090036,090153,090237,090356,090454,090635,090719,090910,091133,091344,091417,091617,091734,091818,092041,092147,092230,092348,092421,092432,092549,092836,093003,093204,093342,093448,093532,093702,093809,093936,094149,094338,094704,094810,094843,095053,095221,095253,095705,095927,100148,100242,100359,100504,100621,100728,100908,101003,101108,101530,101803,102037,102143,102333,102513,102629,102821,102927,103116,103359,103527,103705
11,MS2259-1,,085207,085513,085822,090036,090443,090657,090859,091100,091155,,091501,091533,091902,092242,092410,092453,092716,092738,092930,093025,093226,093426,093640,093747,094020,094149,094254,094516,094610,094737,094937,095010,095042,095159,095548,095654,095927,100021,100137,100232,100410,100919,101013,101320,101331,101719,101825,102003,102238,102333,102418,103000,103505,103727,103843,104000,104105,104305,104421,104538,104654,104825,105301,105606,105901,110029,110200,110434,110551,110740,110908,111057,111440,111629,111809
12,MW2856-1,090454,093226,093459,093725,093925,094254,094400,094505,094715,094810,095021,095104,095232,095559,095959,100126,100210,100410,100515,100739,100814,101046,101320,101530,101625,101858,102015,102121,102249,102333,102355,102513,102545,102629,102725,103011,103137,103338,103443,103600,103643,103854,103949,104316,104505,104611,105025,105120,105205,105417,105555,105650,110211,110434,110645,110814,111002,111107,111302,111419,111557,111651,111820,112328,112613,112729,112909,113025,113214,113353,113720,113836,113953,114109,114226,114342
13,MW2390-1,,091322,091533,091818,092008,092325,092538,092749,092930,093036,093226,093309,093426,093841,094244,094422,094516,094654,094748,094926,095021,095315,095610,095821,095927,100137,100326,100420,100548,100644,100739,100836,100857,100930,101046,101425,101614,101836,101941,102048,102143,102301,102418,102810,103021,103137,103432,103600,103654,103916,104032,104116,104621,105015,105301,105355,105523,105639,105828,105934,110102,110200,110339,110908,111145,111419,111557,111747,111925,112245,112402,112540,112803,113014,113152,113331
14,MW3053-1,,095326,095610,095948,100232,100559,100825,101013,101225,101331,101530,101625,101814,102132,102535,102651,102747,102854,103011,103137,103232,103421,103643,103832,103927,104137,104254,104337,104516,104600,104836,104942,105004,105142,105250,105606,105723,105956,110102,110211,110306,110445,110540,110718,110919,111134,111419,111535,111747,111853,112022,112106,112624,112836,113036,113152,113331,113436,113604,113709,113815,113909,114036,114554,114826,115059,115154,115249,115406,115533,115745,115955,120335,120641,120821,120949
15,MP5834-1,,102048,102228,102440,102651,103021,103221,103410,103705,103810,104021,104116,104243,104611,105004,105120,105217,105333,105439,105606,105701,105901,110102,110328,110423,110613,110751,110824,111057,111156,111313,111408,111419,111557,111725,112011,112212,112413,112519,112613,112707,112858,113003,113342,113604,113720,114015,114120,114226,114437,114615,114648,115154,115438,115628,115723,115839,115934,120122,120239,120346,120441,120619,121128,121437,121712,121901,122018,122135,122229,122357,122608,122736,123010,123221,123349
16,MW3528-2,,104421,104716,105036,105439,105745,110007,110124,110306,110412,110634,110751,110857,111240,111557,111747,111820,111936,112055,112245,112339,112530,112751,113014,113109,113309,113458,113542,113720,113836,113920,114004,114058,114215,114321,114648,114743,114932,115026,115154,115238,115416,115522,120228,120452,120547,120938,121128,121225,121437,121606,121701,122229,122525,122714,122832,123010,123126,123316,123411,123549,123655,123846,124353,124711,124912,125028,125112,125301,125429,125556,125736,125926,130126,130242,130420
17,MX4068-0,,,,,,,,,,,,,,,,,,,,,,104538,104750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,MS1695-2,,110551,110846,111156,111607,111947,112223,112413,112635,112719,112930,113036,113247,113614,114036,114226,114321,114437,114532,114721,114815,115026,115249,115511,115607,115755,120028,120101,120324,120419,120514,120608,120641,120821,120938,121258,121510,121712,121901,122018,122113,122302,122408,,122747,122938,123232,123400,123611,123846,124014,124131,124649,124923,125134,125229,125356,125451,125651,125758,125926,130020,130148,130653,130937,131115,131254,131359,131516,131654,131800,131928,132057,132226,132404,132604
19,MW2780-2,,112707,112836,113120,113509,113942,114109,114321,114543,114710,114848,114953,115059,115500,115839,120050,120101,120228,120324,120503,120547,120832,121055,121258,121331,121522,121628,121701,121839,121944,122040,122124,122145,122313,122441,122758,122938,123210,123327,123422,123506,123655,123751,123907,124047,124203,124449,124554,124733,125007,125134,125218,125607,125831,130010,130126,130304,130410,130537,130642,130758,130842,131031,131537,131833,132057,132152,132310,132510,132626,132720,132858,133026,133311,133450,133651
20,MW2856-2,114404,123115,123411,123633,123835,124226,124500,124923,125334,125429,125607,125702,125736,130126,130537,130758,130831,131009,131053,131254,131337,131548,131800,132014,132047,132237,132415,132459,132709,132815,132920,133015,133047,133215,133322,133651,133758,134009,134053,134158,134253,134421,134537,135032,135213,135331,135647,135815,135847,140059,140217,140301,140725,140958,141159,141254,141433,141539,141742,141909,142027,142133,142301,142821,143126,143316,143443,143548,143706,143835,144025,144131,144451,144759,144854,145105
21,MS2259-2,,114826,115143,115344,115901,120228,120503,120905,121331,121353,121554,121650,121901,122251,122630,122747,,123032,123104,123243,123400,123549,123740,123940,124036,124226,124416,124500,124627,124722,124817,124912,124956,125017,125123,125501,125820,,130010,130137,130209,130420,130548,130726,131115,,131359,131516,131716,131950,132109,132141,,132825,133036,133153,133322,133417,133607,133702,133758,133842,133947,134432,134715,134915,135105,135202,135258,135448,135658,,135942,140239,140439,140651
22,MW2390-2,,121225,121320,121533,121839,122229,122430,122821,123327,123422,123549,123717,123940,124405,124839,125028,125134,125301,125356,125556,125725,125926,130158,130410,130504,130736,130937,131031,131232,131337,131516,131654,131738,131917,132035,132415,132521,132753,132847,133015,133047,133249,133406,133725,133915,134031,134358,134526,134726,134959,135140,135213,135742,140037,140239,140356,140534,140651,140914,141020,141148,141254,141422,141943,142239,142418,142545,142702,142810,143042,143159,143337,143454,143857,144131,144345
23,MW3053-2,124817,125239,125545,125758,125959,130253,130747,131410,131749,131855,132003,132130,132321,132709,133109,133249,133344,133450,133544,133736,133820,134104,134304,134515,134558,134810,135032,135140,135331,135426,135542,135647,135742,135836,135942,140301,140501,140651,140809,140925,141009,141148,141254,141753,142038,142205,142607,142737,142832,143115,143254,143326,143846,144226,144407,144513,144642,144821,145043,145138,145254,145400,145540,150025,150356,150641,150821,151000,151117,151401,151519,151647,151825,152221,152506,152644
24,MW3528-3,131610,131906,132119,132248,132532,132931,133311,133747,134136,134231,134358,134515,134653,135116,135553,135742,135836,140015,140206,140323,140439,140853,141115,141337,141444,141720,141921,142016,142154,142250,142451,142607,142640,142726,142832,143221,143326,143559,143706,143813,143846,144058,144203,144843,145116,145233,145646,145825,150025,150251,150408,150514,151117,151401,151625,151753,152015,152145,152411,152550,152728,152835,153036,153542,153943,154228,154429,154608,154821,154959,155159,155432,155845,160355,160511,160829
25,MS1695-3,133439,133523,133831,134042,134304,134537,134821,135105,135426,135520,135720,135825,140004,140356,140809,140958,141104,141243,141337,141603,141647,141859,142154,142418,142513,142726,142842,142959,143232,143337,143432,143537,143611,143740,143857,144226,144440,144631,144748,144916,145021,145254,145411,145657,145941,150120,150441,150557,150916,151211,151350,151457,152015,152254,152455,152611,152750,152919,153058,153141,153247,153404,153553,154111,154419,154748,154948,155211,155454,155716,155907,160109,160311,160913,161040,161357
26,MW2780-3,135353,135637,135804,140015,140228,140534,140747,140904,141104,141159,141316,141422,141506,141837,142228,142407,142451,142607,142713,142842,142948,143126,143326,143537,143622,143824,144014,144120,144226,144300,144502,144642,144715,144843,144948,145305,145454,145624,145741,145857,145930,150206,150323,150737,150938,151022,151401,151457,151658,151942,152133,152221,152750,153014,153214,153342,153509,153604,153742,153921,154039,154122,154239,154714,155021,155233,155411,155516,155655,155823,155940,160153,160311,161040,161314,161608
