,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070130,070415,070626,070816,071207,071345,071524
1,AA7712-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070119,070225,070437,070543,070637,070732,070911,071006,071038,071451,071619,071831,072150,072416,072711,073042,073200,073400
2,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070319,070415,070509,070615,070721,070754,070911,071017,071100,071546,071714,072012,072406,072606,072852,073244,073400,073552
3,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070214,070319,070532,070604,070816,070911,071006,071038,071207,071334,071407,071820,071926,072201,072438,072628,072852,073244,073400,073625
4,MX4338-0,,,,,,,,,,,,,,,,,,,,,,,,070105,070152,070309,070352,070520,070637,070816,071006,071100,071502,071703,071936,072045,072150,072258,072438,072533,072606,073031,073200,073422,073742,073943,074121,074511,074639,074758
5,AA7600-0,,,,,,,,,,,,,,070105,,070214,070330,,070615,070743,070911,,,071725,071841,,,,,,,,073222,073508,,,073921,074037,074205,,074333,,,,075731,075909,075931,,080345,080513
6,AA7731-0,,,,,,,,,,,070105,070330,070458,070615,070827,070849,071006,071122,071207,071323,071440,071809,072012,072225,072247,072343,,072406,072711,072914,073052,,073603,073826,074048,074216,074311,074449,074712,074758,074809,075243,075423,,080059,080334,080535,080915,081043,081235
7,MX4388-0,,,,,,,,,,070105,070203,070710,070754,070900,071006,071038,071155,071251,071323,071345,071502,071820,071959,072150,072309,072416,072522,072711,072818,073149,073400,073552,073910,074016,074121,074227,074322,074438,074617,074758,074831,075254,075423,075720,080155,080301,080524,080904,081054,081331
8,MX3783-0,,,,070105,070119,070509,070615,070721,070944,071050,071440,072022,072118,072236,072354,072449,072639,072744,072830,073009,073127,073455,073552,073720,073837,074005,074048,074322,074449,074650,074904,075020,075316,075434,075658,075814,075920,080015,080155,080312,080345,080758,080937,081201,081554,081806,081922,082356,082502,082703
9,MX4365-0,,070330,070648,070721,070805,071038,071229,071323,071451,071630,072045,072533,072628,072733,072841,072947,073052,073149,073222,073317,073422,073720,073837,074005,074059,074216,074311,074533,074650,074758,075009,075137,075412,075614,075709,075825,075931,080015,080155,080312,080356,080809,080959,081353,081616,081827,081944,082440,082557,082736
10,AA7562-0,,070911,071111,071155,071334,071513,071703,071809,071926,072045,072258,072807,072903,073031,073138,073211,073339,073433,073519,073614,073731,074121,074227,074417,074606,074712,074758,074948,075104,075221,075412,075529,075836,080026,080133,080228,080334,080418,080546,080713,080758,081235,081437,081755,082028,082228,082502,082843,083011,083225
11,MX4551-0,071038,071502,071641,071725,071820,072129,072343,072438,072617,072711,073103,073614,073720,073826,073943,074037,074216,074343,074417,074449,074617,074926,075126,075339,075518,075636,075742,075931,080059,080228,080418,080546,080915,081021,081258,081437,081543,081649,081911,082017,082123,082619,082810,083225,083617,083820,083959,084411,084539,084729
12,AA7920-0,071251,072533,072700,072755,072936,073200,073400,073552,073731,073921,074132,074639,074736,074842,075009,075104,075305,075350,075412,075445,075603,075931,080155,080312,080356,080513,080630,080831,080937,081235,081426,081605,081922,082028,082123,082250,082429,082535,082810,082916,082949,083404,083532,083904,084254,084506,084623,085003,085132,085355
13,MX4598-1,071841,072225,072522,072649,072744,073042,073255,073400,073552,073720,073921,074438,074617,074736,074853,074948,075126,075221,075305,075412,075540,075847,080026,080216,080323,080451,080546,080713,080831,080959,081225,081437,081732,081838,082101,082239,082356,082502,082703,082832,082916,083342,083521,083831,084115,084305,084506,085003,085121,085311
14,MX4614-0,,073244,092858,092931,093143,093228,093344,093640,074238,074322,074533,075053,075137,075243,095040,075456,075551,075731,075804,075825,075931,080312,080407,080619,080651,080758,080831,081021,081116,081838,082101,082217,082546,082630,082736,082832,082916,083032,083214,,083459,083831,084054,084338,104455,,085204,085703,085906,110150
15,AA7712-1,,074216,074511,074555,074736,074948,075104,075210,075401,075551,080015,080546,080713,080915,081032,081127,081320,081426,081510,081616,081755,082123,082323,082546,082703,082821,082905,083106,083225,083521,083712,083948,084316,084422,084707,084814,084930,085047,085322,085429,085546,090036,090228,090600,091028,091229,091732,092208,092336,092611
16,AA7559-0,074511,,080904,080948,081032,081342,081532,081638,081816,082039,082301,082843,083000,083117,,083342,083521,083736,083831,083915,084115,084433,084550,084718,084919,085036,,085058,,085747,090025,,090312,090430,090658,090837,090943,091134,091302,091421,091516,091911,092050,,092803,093026,093344,,093904,094105
17,AA7450-0,074650,074820,075159,075305,075350,075836,080026,080334,080535,080820,081032,081554,081710,081827,081955,082039,082155,082345,082440,082524,082703,083011,083203,083342,083448,083606,083650,083904,084032,084210,084506,084517,084836,085025,085300,085440,085557,085736,090014,090239,090334,090815,091006,091345,091648,091900,092112,092717,092858,093132
18,MX4021-1,,075401,075814,075858,075942,080155,080250,080356,080641,080820,081225,081755,081900,082017,082155,082250,082440,082546,082630,082714,082832,083203,083309,083448,083543,083639,083736,084104,084210,084550,084836,084952,085300,085429,085535,085652,085822,085906,090131,090312,090408,090910,091039,091345,091838,092050,092304,092717,092920,093059
19,MX4159-1,075658,075920,080121,080155,080216,080557,080641,080758,080915,081021,081235,081922,082017,082123,082239,082334,082524,082557,082641,082821,083021,083353,083554,083747,083926,084115,084148,084316,084444,084814,084941,085058,085417,085630,085855,085952,090047,090142,090334,090454,090549,091039,091218,091539,091933,092123,092516,092847,093004,093205
20,MX4338-1,080948,081342,081627,081710,081755,081955,082217,082312,082451,082652,083106,083628,083725,083926,084010,084115,084316,084411,084455,084612,084740,085110,085215,085417,085524,085641,085736,085917,090047,090228,090419,090527,090848,091028,091251,091432,091528,091659,091827,092006,092050,092516,092655,093015,093355,093450,093831,094350,094458,094637
21,AA7600-1,,082217,082557,082714,082759,083032,083150,083437,083758,084032,084338,085014,085153,085334,085535,085747,085941,090153,090250,090419,090549,090859,091039,091229,091421,091516,091626,091816,092006,,092443,092728,,,093417,,,,,094105,,094637,094923,,095632,095801,100142,100729,100858,101216
22,MX4535-0,082736,082949,083214,083309,083404,083617,083809,083915,084115,084327,084740,085249,085355,085608,085703,085906,090025,090153,090250,090419,090600,090910,091039,091345,091443,091603,091637,091827,092006,092242,092527,092728,093059,093249,093355,093512,093618,093702,093831,094009,094032,094447,094626,094901,095240,095442,095739,100301,100407,100558
23,AA7731-1,083032,083448,083650,083747,083820,084159,084305,084411,084601,084751,085143,085736,085833,090014,090142,090205,090345,090549,090635,090720,090837,091229,091432,,091754,091911,091955,092157,,092516,092706,092836,093110,093300,093417,093556,093651,093758,093926,094021,094105,094604,094721,,095632,,095941,100547,100751,105239
24,AA7562-1,083309,090153,090505,090549,090623,091017,091156,091251,091443,091626,092040,092611,092750,092836,093015,093110,093322,093501,093607,093702,093809,094149,094339,094553,094648,094805,094838,095040,095146,095442,095654,095812,100120,100311,100547,100655,100825,100920,101120,101227,101322,101759,102015,102228,102608,102810,103106,103521,103638,103828
25,MX4388-1,083926,084411,084634,084707,084751,085036,085204,085311,085451,085608,085952,090516,090623,090741,090910,091017,091156,091345,091421,091505,091615,091955,092101,092230,092326,092432,092504,092655,092750,092909,093015,093300,093556,093714,093809,093926,094021,094105,094233,094350,094435,094838,095018,095302,095611,095812,100142,100729,100942,101333
26,MX4365-1,,085036,085406,085502,085557,090025,090250,090419,090549,090815,091017,091539,091626,091743,091911,092006,092157,092348,092432,092516,092633,093026,093249,093428,093556,093702,093747,093915,094105,094211,094435,094615,094934,095018,095124,095240,095358,095515,095654,095824,095919,100311,100514,100740,101058,101300,101703,102217,102356,102524
27,MX3783-1,085311,,085844,085917,085952,090153,090334,090443,090720,090826,091229,091805,091911,092050,092219,092304,092516,092622,092706,092836,092953,093355,093534,093809,093926,094032,094149,094339,094447,094659,094912,095029,095335,095559,095824,100003,100120,100216,100345,100514,100558,101026,101205,101535,101916,102132,102502,102938,103139,103331
28,AA7920-1,085535,093216,093607,093736,093915,094222,094350,094520,094721,094934,095146,095739,095846,100014,100216,100345,100536,100644,100740,100858,101004,101322,101451,101714,101810,101905,101950,102143,102312,102440,102631,102759,103139,103331,103543,103711,103839,103935,104137,104243,104338,104813,104953,105323,105737,105938,110351,110804,110931,111121
29,MX4551-1,090301,090815,091134,091302,091345,091659,091838,091944,092123,092253,092655,093322,093439,093607,093809,093937,094138,094402,094458,094626,094754,095124,095302,095559,095717,095824,095930,100131,100323,100503,100740,100942,101333,101440,101703,101832,102003,102121,102323,102513,102619,103128,103331,103828,104232,104444,104751,105323,105503,105653
30,MW5425-0,090611,091432,091805,091911,091955,092315,092516,092611,092740,092858,093300,093809,093915,094105,094233,094328,094509,094604,094648,094816,094923,095240,095431,095706,095750,095846,095941,100249,100345,100836,101026,101216,101502,101630,101843,101938,102037,102154,102418,102557,102704,103202,103331,103828,104243,104455,104729,105228,105407,105535
31,MX4598-2,,,,092527,092622,092909,093026,093154,093355,093556,093926,094531,094648,094827,094956,095051,095240,095347,095420,095548,095717,100025,,,100525,100644,100707,100909,101047,101205,101311,101513,101832,102015,102239,102429,102524,102631,102821,102938,103011,103426,103554,104031,104422,104633,105026,105440,105557,105726
32,MW5537-0,093501,093831,094149,094306,094424,094648,094838,094945,095157,095347,095750,100301,100407,100547,100740,100825,101004,101216,101249,101311,101429,101725,102003,102217,102312,102429,102502,102759,102854,103150,103309,103521,103828,104031,104316,104506,104611,104707,104847,105004,105037,105451,105619,110117,110425,110614,111110,111620,111759,112033
33,MW5112-0,093904,094328,094659,094816,094945,095208,095335,095453,095654,095812,100153,100707,100814,100942,101120,101205,101344,101546,101630,101821,101916,102217,102356,102631,102737,102854,102916,103117,103236,103342,103616,103817,104104,104221,104338,104455,104539,104644,104836,104931,105026,,110022,110106,110425,110614,111059,111609,111748,112011
34,AA7712-2,094531,095135,095442,095611,095750,100014,100204,100323,100514,100633,101015,101557,101714,101832,102037,102132,102301,102502,102557,102726,102854,103236,103415,103616,103733,103828,103913,104104,104232,104622,104847,105037,105356,105535,105759,105938,110055,110201,110351,110458,110531,111004,111229,111547,112044,112212,112628,113331,113542,113850
35,MW5645-0,095358,095611,095941,100036,100153,100356,100525,100644,100825,101015,101418,102003,102121,102250,102407,102451,102631,102715,102759,102916,103033,103426,103532,103744,103839,103935,104009,104159,104316,104506,104656,104858,105228,105345,105608,105737,105854,105949,110117,110245,110329,110742,110920,111134,111715,111937,112427,113116,113309,113605
36,MW5346-0,095526,102502,102927,102938,103117,103415,103532,103733,103957,104148,104517,105110,105217,105345,105503,105557,105748,105916,110000,110106,110223,110552,110804,111037,111156,111313,,111631,111737,112022,112212,112449,112935,113116,113331,113509,113700,113806,114019,114230,114326,114739,114920,115249,115607,115758,120114,120832,121011,121128
37,MW5191-0,095728,100228,100419,100536,100707,100920,101026,101120,101333,101429,101832,102440,102557,102704,102832,102938,103139,103236,103353,103459,103616,104009,104210,104433,104550,104644,104729,104931,105026,105356,105715,105821,110139,110307,110531,110720,110826,110953,111145,111335,111430,111915,112044,112353,112852,112957,113616,114208,114326,114516
38,MW5264-0,095801,101344,101641,101759,101905,102143,102334,102502,102653,102854,103258,103828,103935,104053,104221,104327,104539,104729,104802,104836,105004,105334,105535,105726,105843,105938,110033,110201,110307,110436,110625,110753,111059,111240,111503,111631,111748,111915,112055,112236,112258,112723,112852,113224,113605,113817,114359,115059,115205,115355
39,AA7450-1,100655,100931,101333,101502,101630,102015,102205,102323,102524,102704,103055,103616,103733,103850,104020,104115,104349,104528,104622,104707,104813,105048,105205,105440,105535,105715,105748,105938,110044,110212,110447,110458,111015,111229,111452,111620,111748,111842,112106,112201,112236,112639,112841,113258,113553,113828,114337,114858,115121,115406
40,AA7559-1,101440,,,,102334,102642,102843,102949,103139,103331,,104232,104338,104539,104644,104707,104847,104942,105026,105048,105217,105514,105557,105854,105938,110033,110117,110329,110552,110709,110858,,111313,111419,111642,111820,111926,112055,112320,112427,112511,112914,113054,,113828,113945,114705,115333,115501,115736
41,MX4338-2,102653,102938,103202,103331,103459,103828,104159,104422,104633,104802,105132,105715,105832,105938,110106,110223,110403,110458,110541,110636,110742,111207,111430,111631,111748,111904,111948,112117,112236,112342,112555,112712,113043,113246,113520,113700,113817,113945,114135,114304,114348,114836,115015,115300,115736,115831,120241,120843,121022,121213
42,MX4021-2,103342,103616,104031,104148,104305,104528,104836,105015,105205,105356,105748,110307,110414,110520,110625,110731,110858,111015,111059,111218,111335,111726,111948,112117,112236,112342,112427,112618,112734,113116,113331,113447,113901,114030,114252,114454,114622,114750,114931,115110,115205,115629,115809,120125,120547,120642,121448,121926,122043,122222
43,MX4535-1,104327,104550,104920,104942,105110,105503,105704,110000,110212,110351,110614,111156,111313,111430,111609,111726,111915,112106,112150,112236,112353,112734,112935,113149,113309,113425,113447,113700,113850,114008,114230,114337,114633,114803,115015,115143,115311,115355,115534,115651,115736,120147,120336,120715,121055,121309,121915,122544,122712,122924
44,MX4159-2,,105228,105653,105737,105905,110139,110340,110531,110658,110826,111218,111748,111842,111959,112117,112225,112416,112534,112606,112712,112830,113224,113342,113531,113649,113806,113850,114030,114157,114314,114421,114516,114847,114953,115048,115216,115439,115607,115820,115936,120020,120430,120609,120938,121247,121522,122021,122756,122924,123229
45,AA7600-2,105916,130535,130842,130948,111207,111335,111609,151934,111853,152522,112309,201938,202044,202201,202339,202435,202552,202755,202903,203020,203149,203456,203603,203837,203943,204038,204111,204311,204428,204556,,205008,205316,205444,205717,205845,205939,,,153222,112723,121758,121937,122436,122756,123007,123408,212717,,231748
46,AA7731-2,111059,111408,111704,111759,111915,112236,112342,112555,112745,112852,113320,113913,114041,114219,114443,114505,114633,114739,114847,115004,115110,115439,115712,,,120053,120147,120419,120503,120748,120832,121011,121342,121555,121820,122032,122255,122436,,122756,122902,123357,123631,,124535,124630,125105,125858,130027,130250
47,MX4365-2,,112416,112841,112946,113105,113415,113520,113627,113817,114052,114314,114814,114920,115048,115205,115300,115428,115629,115725,115747,115915,120209,120336,120536,120642,120810,120843,121022,121139,121309,121522,121628,121937,122128,122403,122544,122745,123007,123207,123357,123514,123927,124117,124429,124854,124948,125308,125847,130038,130217
48,AA7562-2,112841,113415,113744,113806,113934,114241,114516,114654,114836,114953,115333,115853,120020,120136,120303,120347,120536,120631,120726,120821,120949,121404,121617,121809,121915,122032,122116,122306,122414,122555,122745,122945,123251,123430,123704,123842,124044,124310,124451,124714,124810,125224,125413,125709,130133,130334,130641,131054,131222,131411
49,MX4388-2,113901,114208,114538,114633,114705,115004,115205,115523,115725,115947,120347,120949,121106,121236,121404,121511,121650,121904,121958,122116,122255,122701,122818,122956,123102,123218,123240,123503,123609,123726,124000,124044,124440,124546,124652,124832,124959,125116,125329,125457,125552,130100,130239,130758,131328,131602,131857,132543,132745,132923
50,MW5425-1,115110,115439,115618,115702,115725,120009,120158,120452,120653,120821,121213,121736,121842,121947,122116,122211,122350,122458,122522,122701,122807,123135,123313,123503,123609,123715,123759,124033,124201,124557,124832,124937,125246,125457,125730,130049,130407,130513,130652,130821,130915,131328,131455,131741,132215,132427,132723,133209,133336,133526
51,MX4598-3,,120408,120821,120916,121044,121331,121522,121831,122032,122233,122650,123251,123430,123547,123726,123821,124000,124139,124226,124343,124524,124905,125105,,125457,125603,125658,125847,125953,130122,130312,130513,130821,131010,131233,131433,131846,132003,132204,132321,132416,132828,133040,133409,133916,134022,134539,135026,135154,135345
52,MX4614-1,,,121331,121404,121448,121747,121842,122116,122350,122555,122913,123408,123525,123631,123748,123821,124033,124150,,,124535,,,,,,125730,,,,130831,,131222,131350,131613,131741,132046,132248,132500,132616,132701,133102,133241,133716,134139,134222,134706,135249,135301,135501
53,MW5112-1,121522,122021,122403,122509,122617,122913,123218,123408,123631,123854,124310,125010,125138,125319,125508,125625,125825,130005,130100,130228,130356,130641,130853,131200,131328,131444,131528,131752,131857,132003,132237,132405,132712,132839,133113,133241,133431,133632,133916,134055,134139,134601,134750,135037,135523,135618,140326,140858,141004,141228
54,AA7712-3,,122818,123135,123156,123313,123631,123810,123927,124117,124310,124725,125308,125424,125552,125741,125847,130049,130206,130250,130407,130557,130926,131127,131411,131539,131646,131730,132036,132153,132605,,133018,133420,133620,133832,134011,134200,134317,134528,134655,134750,135301,135512,135903,140243,140506,140836,141407,141546,141821
55,MX4021-3,,123631,124012,124150,124237,124546,124714,124810,125010,125150,125541,130155,130345,130535,130726,130842,131054,131317,131400,131528,131730,132057,132237,132521,132627,132756,132839,133051,133231,,133726,133916,134328,134528,134803,134942,135059,135205,135417,135618,135725,140159,140348,140716,141110,141216,141737,142405,142533,142756
56,MX4159-3,123938,124418,124747,124843,124937,125213,125351,125625,125825,130049,130356,131032,131138,131306,131444,131550,131741,131846,131930,131952,132057,132416,132616,132901,133007,133125,133158,133504,133610,133916,134200,134317,134550,134729,134942,135143,135249,135345,135523,135701,135809,140232,140422,140716,141121,141334,141759,142405,142533,142807
57,MX4338-3,125235,125541,125847,125931,130100,130301,130418,130535,130747,131010,131400,132003,132119,132248,132416,132510,132701,132807,132901,133029,133158,133515,133642,133854,133959,134055,134139,134400,134506,134633,134836,134931,135356,135501,135712,135831,135958,140115,140305,140444,140538,141004,141143,141524,141959,142055,142500,143051,143252,143536
58,AA7731-3,131105,131657,132036,132142,132237,132701,132723,132850,133147,133325,133704,134306,134444,134633,134942,135026,135228,135417,135523,135639,135747,140148,140422,140655,140814,140953,141048,141301,141407,,142106,,142533,142639,142913,143102,143230,143346,143514,143703,143810,144312,144513,,145309,145531,150206,150739,150908,151131
59,MX4365-3,,132416,132756,132850,132923,133158,133358,133504,133716,133927,134306,134836,134931,135110,135216,135334,135618,135758,135852,140021,140148,140455,140622,140847,141015,141132,141216,141429,141535,141821,142055,142307,142617,142829,143102,143252,143420,143503,143642,143831,143937,144418,144608,144854,145331,145553,150346,150803,150930,151343
60,AA7562-3,133029,133420,133726,133854,133948,134244,134444,134550,134729,134909,135323,135841,140010,140126,140326,140422,140655,140803,140847,140942,141132,141451,141641,141842,141948,142055,142150,142416,142511,142617,142807,142924,143208,143409,143631,143831,143926,144057,144214,144356,144440,144854,145119,145448,145955,150100,150739,150941,151120,151500
61,MX4388-3,,134506,134836,134931,135004,135301,135501,135639,135852,140148,140549,141121,141228,141535,141641,141737,141959,142106,142201,142256,142427,142818,143051,143325,143430,143536,143631,143842,144022,,144429,144608,144938,145057,145331,145805,145911,150049,150240,150430,150536,151014,151237,151543,152247,152511,152936,153317,153455,153943
62,MW5425-2,134942,135301,135712,135809,135841,140148,140348,140516,140716,141004,141407,141937,142044,142201,142405,142500,142807,142946,143040,143157,143325,143703,143831,144057,144203,144323,144356,144557,144727,144916,145119,145236,145648,145816,150100,150324,150525,150631,150835,151048,151142,151554,151806,152149,152808,152958,153455,153943,154157,154815
63,MX4598-4,135841,140254,140644,140728,140836,141048,141228,141407,141546,141821,142033,142639,142745,142924,,143241,143536,143726,143821,143926,144044,144418,144557,144810,144843,145000,145044,145258,145415,145542,145827,145933,150335,150547,150835,151109,151226,151449,151638,151901,152008,152427,152808,153222,153720,154005,154336,154826,155111,155728
64,MX4614-2,,141037,141407,141524,141726,141948,142117,142341,,,143241,143810,143959,144057,144300,144429,144810,145011,145057,145236,145448,145648,145900,,150122,150313,150536,150547,150643,150803,150941,151226,151449,151700,151956,152201,152427,152438,152628,152734,152808,153255,153603,153921,154443,154549,154932,,155930,155941
65,MW5112-2,141641,142011,142405,142438,142555,142935,143145,143252,143503,143652,144108,144716,144810,144949,145152,145309,145520,145743,145827,150006,150144,150514,150631,150846,150952,151036,151120,151332,151510,151638,151828,152041,152416,152617,152903,153053,153401,153539,153804,154005,154135,154549,154848,155315,155802,160036,160630,161200,161339,161456
66,AA7712-4,,142650,143102,143124,143302,143514,143714,143959,144214,144502,144916,145459,145721,145900,145955,150302,150705,150857,150952,151120,151248,151744,151934,152236,152427,152544,152639,152841,152947,,153401,153636,153954,154135,154347,154706,154943,155100,155337,155454,155549,160025,160238,160619,161339,161518,161921,162538,162717,162942
67,AA7450-2,142734,143302,143726,143759,143853,144214,144418,144620,,145130,145531,150111,150240,150419,150716,150857,151354,151627,151722,151850,152019,152331,152723,152925,153031,153149,153244,153539,153647,153815,154230,154314,154655,154848,155111,155348,155622,155835,160109,160204,160300,160726,160915,161233,161815,162027,162454,163154,163345,163559
