,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070129,070224,070246,070351,070436
1,MZ3559-0,,,,,,,,,,,,,,,,,,,,,,,070105,070201,070531,070647,070858,070941,071058,071130,071236,071330,071413,071435,071519,071551,071720,071814
2,MZ3978-0,,,,,,,,,,,,,,070105,070201,070319,070351,070647,070803,070908,071058,071130,071214,071330,071626,071825,071941,072048,072153,072226,072320,072405,072449,072500,072544,072605,072710,072753
3,MZ3734-0,,,,,,070105,070201,070257,070402,070531,070647,071141,071236,071319,071435,071540,071626,071836,071941,072048,072215,072248,072309,072437,072805,073015,073214,073319,073436,073519,073614,073657,073730,073752,073836,073858,074025,074120
4,MW3496-0,,070105,070212,070509,070636,070930,071025,071130,071247,071519,071648,072226,072320,072416,072544,072649,072743,073015,073131,073236,073341,073425,073508,073614,073930,074109,074330,074435,074552,074647,074752,074846,074941,074952,075046,075119,075246,075329
5,MZ3956-0,070402,072943,073203,073330,073457,073847,074003,074120,074257,074446,074803,075257,075413,075519,075635,075730,075825,080119,080213,080353,080425,080458,080520,080625,080931,081058,081247,081414,081531,081603,081709,081741,081825,081857,081908,081941,082035,082119
6,MZ4228-0,070836,071036,071330,071529,071731,071930,072036,072153,072405,072616,072710,073225,073341,073446,073614,073719,073803,074014,074120,074225,074341,074424,074457,074625,074941,075141,075351,075529,075647,075741,075847,075941,080014,080035,080119,080140,080309,080403
7,MX1213-0,072226,072533,072827,073047,073319,073541,073657,073752,073858,074214,074341,074857,075013,075130,075246,075351,075457,075658,075803,075857,075952,080035,080213,080353,080720,080827,080931,081037,081214,081247,081342,081436,081531,081552,081647,081731,081857,081952
8,MW5966-0,,073403,073603,073814,073952,074413,074446,074552,074730,074846,074952,075519,075614,075730,075908,075952,080046,080258,080353,080520,080614,080647,080720,080848,081203,081331,081531,081636,081752,081847,081930,082003,082057,082130,082225,082247,082403,082447
9,MW5936-0,073414,075351,075635,075908,080025,080414,080603,080731,080953,081258,081436,082003,082057,082214,082352,082509,082614,082858,082952,083119,083225,083258,083415,083521,083826,083942,084131,084236,084342,084459,084616,084711,084807,084828,084912,084934,085050,085144
10,MX1197-0,,074552,074720,074930,075224,075424,075551,075719,075857,080119,080236,080742,080848,080953,081131,081236,081331,081458,081614,081720,081814,081857,082025,082141,082458,082741,082930,083108,083236,,,,,,083626,083648,083804,083909
11,MX1067-0,075635,075930,080225,080436,080658,080953,081214,081331,081509,081731,081847,082425,082541,082657,082836,082941,083047,083353,083447,083615,083753,083837,083920,084047,084437,084605,084807,084912,085100,085133,085239,085322,085344,085416,085500,085522,085639,085725
12,MX1084-0,080202,080414,080625,080848,081109,081403,081636,081814,081952,082152,082309,082825,082920,083025,083141,083258,083342,083542,083637,083804,083942,084015,084047,084152,084543,084711,084912,085028,085122,,,,,,085533,085554,085701,085747
13,MX1105-0,,081203,081403,081625,081930,082236,082436,082541,082836,083141,083331,083837,083931,084036,084214,084331,084426,084638,084744,084901,084955,085039,085111,085239,085543,085736,085959,090043,090203,090258,090345,090443,090454,090516,090559,090621,090740,090835
14,MW4762-0,081531,081552,081941,082247,082541,083025,083331,083447,083753,084047,084331,084934,085050,085217,085406,085533,085628,085938,090054,090214,090345,090430,090516,090646,091024,091151,091352,091508,091626,091659,091742,091826,091910,091954,092026,092059,092157,092251
15,MZ3556-0,082425,082752,083025,083236,083626,084025,084258,084459,084733,085050,085344,085948,090105,090258,090454,090559,090708,090940,091045,091225,091352,091435,091519,091648,092004,092121,092240,092345,092450,092534,092639,092733,092806,092827,092910,092932,093059,093153
16,MZ4072-1,083447,083826,084047,084247,084532,084817,085039,085217,085355,085628,085758,090321,090443,090635,090813,090919,091013,091214,091319,091435,091541,091626,091710,091816,092145,092334,092606,092701,092755,092838,092943,093015,093037,093059,093142,093203,093309,093403
17,MZ3559-1,084901,084934,085249,085511,085639,090043,090258,090419,090740,091107,091247,091837,091954,092135,092323,092429,092545,092744,092849,093026,093214,093258,093352,093509,093803,093942,094236,094343,094501,094534,094649,094744,094828,094850,094944,095006,095144,095250
18,MZ3978-1,085322,090516,090824,091045,091330,091626,091731,091859,092048,092345,092501,093015,093142,093247,093414,093531,093636,093920,094025,094153,094406,094501,094628,094755,095101,095250,095501,095606,095701,095725,095914,095946,100019,100040,100135,100207,100312,100419
19,MZ3734-1,091848,092121,092356,092628,092849,093120,093320,093520,093647,094003,094131,094639,094755,094923,095122,095217,095323,095606,095701,095830,095924,095946,100124,100240,100546,100714,100831,100937,101053,101126,101221,101305,101327,101349,101432,101516,101621,101705
20,MW3496-1,,093214,093447,093709,093931,094343,094555,094744,095050,095439,095606,100240,100355,100535,100758,100915,101020,101243,101338,101516,101621,101705,101821,101937,102313,102501,102629,102736,102915,102947,103103,103158,103230,103252,103336,103409,103514,103619
21,MZ4228-1,094047,094259,094555,094901,095217,095701,095841,100146,100440,100842,101031,101559,101715,101842,102030,102146,102302,102545,102651,102821,102915,102958,103136,103252,103630,103819,104009,104114,104209,104253,104420,104514,104547,104619,104703,104725,104830,104913
22,MZ3825-0,094733,094839,095356,095628,095841,100135,100345,100513,100831,101126,101432,101926,102103,102219,102407,102545,102651,102853,102947,103103,103241,103314,103358,103514,103913,104052,,104347,104452,104525,104641,104747,104830,104852,104935,105008,105113,105135
23,MX1213-1,095725,095914,100240,100513,100725,101126,101338,101454,101748,102157,102440,103031,103125,103241,103441,103608,103735,104020,104114,104431,104536,104630,104758,104913,105251,105418,105608,105758,105853,105947,110053,110126,110159,110221,110316,110338,110445,110539
24,MZ3956-1,100725,101210,101516,101737,102009,102324,102556,102736,102904,103347,103525,104020,104114,104304,104452,104608,104703,104903,104957,105113,105312,105356,105440,105545,105853,105947,,110243,110400,110423,110539,110622,110644,110706,110738,110800,110906,110949
25,MS4750-0,101853,102252,102607,102842,103241,103546,103746,103946,104220,104703,104736,105323,105451,105630,105820,105925,110021,110338,110445,110611,110811,110906,111022,111138,111541,111709,,112013,112138,112211,112316,112400,112422,112444,112549,112611,112739,112847
26,MW3343-0,,102523,102810,103052,103303,103724,103946,104136,104347,104758,104935,105451,105608,105713,105853,105958,110115,110349,110445,110600,110800,110833,110906,111044,111353,111552,111741,111857,112003,112035,112211,112254,112349,112411,112455,112516,112632,112716
27,MW5936-1,103136,103336,103630,103913,104147,104536,104758,105008,105240,105619,105809,110316,110412,110539,110706,110822,110917,111151,111247,111404,111531,111614,111658,111814,112119,112221,112422,112527,112622,112716,112836,112919,112941,113013,113057,113129,113235,113308
28,MW3278-0,103336,104935,105156,105451,105842,110159,110434,110611,110949,111331,111625,112138,112221,112327,112516,112611,112705,112857,112952,113140,113246,113329,113445,113614,113908,114108,114247,114403,114519,,,114740,114825,114835,114919,114941,115046,115119
29,MW5966-1,103757,103829,104114,104452,104809,105124,105440,105619,105842,110243,110412,110949,111033,111138,111331,111425,111531,111825,111930,112108,112254,112338,112516,112622,112941,113057,113257,113435,113528,113550,113719,113752,113846,113908,114003,114046,114225,114309
30,MX1067-1,104052,104147,104336,104547,105008,105334,105451,105619,105853,110305,110600,111117,111202,111320,111458,111552,111720,112003,112108,112232,112327,112411,112527,112643,112941,113224,113435,113539,113658,113741,,113941,114003,114036,114057,114119,114247,114341
31,MX1197-1,105218,105229,105545,105853,110115,110412,110600,110727,111011,111509,111636,112200,112305,112411,112632,112739,112836,113046,113151,113329,113435,113518,113636,113803,114108,114341,114530,114740,114825,114930,114941,115013,115046,115119,115130,115151,115258,115330
32,MX1084-1,,111342,111531,111814,112221,112527,112622,112847,113129,113803,113919,114446,114541,114646,114803,114857,115003,115235,115330,115509,115636,115719,115741,115857,120205,120324,120546,120640,120737,,,,,121043,121105,121126,121236,121319
33,MX1105-1,112046,112149,112400,112654,112908,113151,113435,113550,113908,114225,114508,115024,115119,115235,115403,115458,115541,115752,115846,120003,120057,120132,120239,120345,120726,120927,121202,121308,121424,121518,121613,121646,121719,121741,121802,121835,121941,122024
34,MZ3556-1,112825,113213,113445,113730,113951,114352,114635,114919,115247,115647,115941,120513,120629,120759,121010,121150,121341,121624,121751,121941,122057,122203,122320,122459,122755,122934,123207,123312,123407,123439,123607,123702,123726,123748,123854,123916,124010,124105
35,MZ4072-2,114203,114258,114508,114740,114835,115141,115258,115614,115908,120302,120557,121116,121257,121424,121635,121824,121941,122151,122320,122436,122627,122711,122850,123006,123312,123439,123607,123702,123820,123854,124010,124043,124105,124148,124231,124304,124432,124504
36,MW4762-1,,,,,,,,,,,,,,,,,,,114930,115046,115247,115330,115403,115519,115836,115930,120205,120324,120440,120535,120651,120737,120759,120821,120916,120938,121043,121139
37,MZ3559-2,115330,115625,120003,120334,120546,120832,121116,121424,121635,122046,122247,122755,122901,123017,123155,123301,123407,123651,123759,123948,124126,124209,124347,124515,124853,125042,125230,125408,125524,125619,125747,125830,125914,125936,130030,130114,130219,130302
38,MZ3978-2,120608,120949,121116,121435,121646,122013,122247,122627,122840,123250,123512,124126,124242,124358,124609,124725,124821,125020,125125,125325,125441,125535,125651,125830,130208,130346,130618,130723,130817,130901,131017,131112,131155,131218,131312,131335,131502,131545
39,MZ3734-2,121835,122024,122320,122459,122722,123039,123323,123726,124043,124410,124537,125053,125241,125419,125608,125725,125841,130030,130157,130357,130545,130640,130806,130922,131301,131502,131747,131914,132030,132113,132240,132313,132357,132440,132524,132546,132640,132736
40,MW3496-2,,122828,123028,123301,123555,123905,124209,124642,125031,125503,125747,130357,130524,130651,130901,131028,131133,131335,131513,131747,131914,132019,132113,132251,132608,132747,133031,133126,133242,133315,133453,133547,133620,133642,133725,133820,133936,134008
41,MZ4228-2,123155,124148,124504,124653,125053,125535,125914,130346,130640,131101,131429,132008,132124,132251,132451,132608,132726,132937,133053,133242,133347,133442,133558,133747,134113,134312,134501,134606,134712,134744,134921,134954,135016,135059,135121,135143,135311,135355
42,MZ3825-1,124936,125219,125358,125535,125747,130052,130524,131017,131440,131936,132240,132809,132915,133053,133242,133347,133453,133715,133831,134019,134135,134218,134334,134439,134817,134932,135121,135228,135344,135438,135605,135649,135754,135838,135932,140016,140134,140229
43,MX1213-2,130019,130313,130607,130839,131050,131451,131841,132346,132608,132937,133253,133925,134041,134218,134501,134701,134900,135059,135238,135522,135627,135732,135827,135932,140250,140502,140702,140820,140946,141041,141157,141304,141325,141358,141431,141453,141609,141704
44,MW5966-2,,131619,131914,132229,132346,132736,133126,133558,134008,134355,134722,135406,135522,135649,135838,140039,140156,140546,140736,140946,141113,141209,141325,141504,141820,142020,142230,142335,142452,142546,142702,142759,142821,142904,142936,143031,143147,143209
45,MX1197-2,132502,132713,132947,133220,133420,133715,134124,134617,134827,135215,135344,140016,140111,140250,140535,140629,140725,140957,141124,141253,141442,141537,141609,141714,142020,142158,142408,142452,142546,142629,142748,142853,142926,143031,,143136,143252,143325
46,MX1084-2,,134030,134250,134523,134911,135322,135554,135816,140049,140419,140607,141253,141409,141558,141758,141842,142053,142241,142430,142640,142821,142853,143020,143125,143419,143545,143839,143944,144100,144133,144249,144356,144440,144502,144535,144620,144715,144809
47,MX1105-2,134701,134838,135110,135249,135532,135910,140145,140323,140629,141041,141209,141726,141820,141958,142230,142335,142513,142726,142831,143052,143147,143241,143357,143502,143850,144049,144227,144334,144451,144535,144653,144759,144820,144831,144904,144926,145031,145115
48,MZ3556-2,135805,135910,140156,140430,140702,140946,141157,141409,141704,142114,142441,143031,143158,143357,143618,143755,143922,144216,144345,144546,144704,144748,144853,145009,145359,145610,145915,150022,150149,150221,150410,150515,150559,150631,150715,150737,150854,151010
49,MZ4072-3,140758,140957,141242,141515,141737,142136,142452,142629,142821,143136,143502,144133,144300,144451,144715,144853,145042,145348,145526,145948,150138,150243,150348,150537,150937,151148,151400,151508,151625,151720,151847,151952,152025,152109,152216,152238,152416,152511
50,MZ3559-3,142136,142335,142557,142821,143031,143346,143607,143723,144038,144546,144926,145420,145537,145705,145904,150022,150055,150211,150337,150810,150916,151021,151116,151255,151647,151825,152014,152058,152216,152238,152343,152416,152438,152522,152554,152616,152710,152816
51,MW4762-2,142842,144958,145242,145526,145832,150200,150410,150559,150854,151327,151625,152227,152332,152449,152659,152816,152944,153240,153407,153651,153853,153948,154104,154219,154546,154713,154936,155030,155146,155220,155325,155357,155419,155441,155514,155535,155641,155737
52,MZ3978-3,143440,143629,144017,144334,144820,145125,145359,145548,145915,150526,150821,151552,151720,151930,152216,152354,152511,152816,153019,153345,153534,153629,153726,153853,154252,154430,154608,154713,154809,154831,155008,155052,155113,155135,155208,155241,155419,155514
53,MZ3734-3,145042,145759,145959,150254,150916,151221,151411,151647,151930,152332,152659,153240,153429,153618,153759,153842,153948,154241,154357,154535,154651,154736,154841,155008,155336,155535,155726,155820,155914,155947,160052,160125,160146,160208,160302,160335,160502,160557
54,MW3496-3,150348,150559,150821,151105,151422,151803,151908,152058,,,,153651,153759,153926,154104,154209,154252,154513,154618,154831,154957,155052,155220,155346,155713,155842,160157,160302,160418,160451,160607,160712,160734,160756,160840,160851,161018,161050
55,MX1435-0,152047,153007,153324,153640,153831,154219,154430,154608,154936,155303,155619,160219,160345,160545,160818,160945,161112,161251,161345,161545,161806,161838,162016,162132,162544,162700,162913,163018,163124,163208,163313,163346,163419,163430,163503,163536,163641,163737
