,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,070107,070131,070258,070403,070531,070614
1,AA7279-0,,,,,,,,,,,,,,,070107,070153,070330,070436,070520,070625,070752,071142,071331,071614,071720,071836,071920
2,AA7450-0,,,,,,,,,,,070107,070120,070225,070330,070436,070531,070658,070752,070837,071004,071142,071519,072004,,072059,072216,072300
3,MX3783-0,,,,,,,,,,,070107,070520,070636,070752,070910,070953,071109,071204,071247,071352,071519,071847,072004,072154,072310,072427,072532
4,MX4458-0,,,,,070107,070247,070341,070436,070625,070814,071026,071530,071625,071731,071847,071942,072121,072249,072332,072500,072638,073016,073154,073259,073531,073636,073731
5,MX4535-0,070107,070330,070614,070658,070752,071037,071237,071331,071446,071625,071836,072427,072532,072700,072827,072933,073059,073205,073259,073426,073604,073953,074154,,074440,074607,074651
6,MX4551-0,070142,071508,071731,071752,071931,072238,072354,072449,072616,072849,073110,073625,073731,073847,074027,074121,074310,074418,074451,074618,074756,075210,075315,075442,075611,075726,075821
7,AA7562-0,070458,070803,071109,071204,071226,071508,071658,071752,071942,072037,072300,072900,073016,073121,073237,073342,073531,073625,073720,073815,074005,074343,074524,074724,074841,075009,075115
8,MX4598-0,071803,071953,072310,072332,072405,072649,072816,072911,073048,073310,073520,074027,074121,074300,074354,074440,074556,074745,074830,074903,075020,075409,075537,,075832,075948,080021
9,MX4614-0,,072616,072849,072933,073016,073259,073458,073553,073815,073931,074321,074830,074936,075042,075137,075221,075420,075537,075621,075654,075821,080105,,080421,080515,080621,080704
10,AA7920-0,072722,073259,073753,073909,073953,074429,074640,074756,075042,075347,075821,080337,080515,080704,080811,080927,081115,081221,081304,081420,081620,082007,082206,082355,082534,082712,082807
11,AA7712-0,,074016,074418,074513,074546,075326,075548,075853,080054,080359,080642,081209,081326,081536,081703,081808,082050,082155,082239,082311,082451,082817,082955,083122,083227,083343,083427
12,MX4021-0,074249,075611,080021,080116,080210,080526,080716,081137,081347,081630,082050,082606,082712,082911,083143,083300,083449,083554,083648,083816,083933,084239,084406,084618,084723,084839,084901
13,AA7731-0,,074807,075221,075304,075347,075821,080105,080410,,080905,081304,081819,081934,082101,082300,082355,082545,082744,082839,082911,083028,083438,083554,,084016,084133,084228
14,MX4041-0,080410,081054,081808,081913,082007,082405,082650,082807,083006,083322,083721,084250,084355,084534,084745,084945,085216,085355,085438,085616,085804,090153,090321,090520,090625,090731,090825
15,MX4338-1,081453,082007,082333,082501,082606,082911,083133,083310,083616,084122,084534,085049,085206,085333,085511,085616,085825,090004,090059,090215,090415,090742,090847,091014,091140,091308,091351
16,AA7279-1,082206,082955,083416,083521,083616,083933,084239,084406,084607,084945,085344,085931,090037,090226,090458,090604,090803,090941,091035,091119,091235,091625,091741,092015,092120,092237,092332
17,AA7393-0,083310,083605,083849,083944,084016,084323,084451,084607,084850,085344,085742,090310,090415,090542,090930,091024,091246,091351,091435,091614,091719,092004,092142,092428,092545,092702,092735
18,MX4535-1,084228,,090415,090520,090614,091024,091202,091257,091424,091625,091837,092417,092535,092713,092902,093008,093157,093336,093419,093547,093703,094157,094335,094544,094755,094911,094955
19,AA7450-1,,084301,084512,084545,084628,084955,085144,085301,085637,085920,,090909,091014,091140,,091351,091603,091752,091825,091910,092037,092343,092545,092746,092902,093008,093041
20,MX3783-1,084344,084817,085133,085301,085406,085720,085825,085942,090120,090353,090604,091108,091213,091319,091446,091551,091752,091942,092026,092120,092237,092545,092713,092840,,093219,093252
21,AA7559-0,,,,,,,,,,,,,,,,,,,,,,085216,085322,085637,085720,085825,085942
22,MX4458-1,,085344,085753,085931,090026,090415,090520,090625,090825,091035,091424,092015,092120,092237,092406,092512,092702,092757,092851,093019,093146,093513,093630,093819,093924,094041,094113
23,MX4551-1,085814,091140,091518,091603,091730,092047,092310,092417,092618,092840,093051,093608,093714,093830,094019,094113,094240,094429,094512,094555,094711,095005,095143,095404,095437,095603,095647
24,AA7562-1,085858,090458,090847,090941,091140,091435,091636,091741,091942,092120,092450,093135,093241,093430,093652,093808,093946,094102,094157,094313,094451,094900,095016,095237,095353,095520,095625
25,MX4598-1,091213,091646,092015,092109,092204,092545,092735,092840,093113,093325,093513,094102,094208,094324,094451,094555,094733,094838,094911,095038,095204,095542,095658,095931,100015,100131,100204
26,MW5425-0,091825,092237,092629,092713,092757,093102,093208,093314,093641,093924,094313,094838,095005,095215,095342,095437,095552,095741,095825,100004,100059,100426,100605,100805,100922,101016,101110
27,MX4614-1,,093041,093452,093619,093747,093957,094052,094251,094418,094544,094733,095215,,095437,,095625,095730,095825,095920,100004,100109,100437,100605,100816,100932,101038,101121
28,AA6374-0,093157,093525,094030,094146,094313,094639,094838,095005,095215,095342,095803,100331,100437,100627,100755,100900,101038,101238,101322,101459,101647,102026,102249,102417,102545,102650,102723
29,AA7537-0,093314,100248,100638,100900,101005,101322,101520,101658,102004,102132,,103239,103344,103543,103700,103755,103956,104050,104145,104303,104358,104714,104913,105146,105241,105408,105502
30,AA7920-1,093736,094219,094650,094816,095005,095331,095520,095647,095953,100226,100616,101227,101343,101520,101658,101742,101920,102026,102110,102216,102333,102650,102817,102934,103050,103155,103217
31,AA7306-0,093736,,094722,094838,094955,095248,,095625,100109,100248,100616,101121,101227,101354,,101636,101826,102004,102048,102121,102227,102534,,102912,,103017,103101
32,AA7712-1,094711,095132,095531,095625,095741,095953,100204,100321,100532,100805,101016,101531,101647,101804,101931,102026,102205,102355,102439,102607,102723,103039,103155,103405,103511,103649,103744
33,AA6942-0,095447,095625,100004,100037,100153,100521,100700,100805,101110,101249,101626,102143,102300,102512,102701,102756,102923,103112,103155,103239,103405,103806,104123,,104303,104347,104441
34,AA7838-0,095953,101520,101942,102037,102205,102501,102650,102807,103007,103101,103511,103956,104050,104156,104325,104419,104547,104641,104725,104841,104957,105303,105441,105557,105640,105818,105913
35,AA7731-1,100343,100932,101322,101354,101510,101836,102026,102216,102523,,103112,103733,103839,104029,104134,,104409,104620,104703,104830,104946,105303,105419,,105619,105735,105757
36,AA7279-2,101604,111122,111531,111731,111908,112246,112352,112533,112711,112851,113251,113851,113956,114136,114346,114512,114651,114756,114851,115007,115145,115449,115710,115942,120119,120236,120319
37,AA7539-0,102439,,103039,103217,103354,103649,103850,103956,104156,104325,104725,105303,105408,105546,105724,105757,105946,110113,110135,110207,110335,110701,110817,110933,111038,111154,111216
38,MX4338-2,102756,103144,103405,103511,103627,103850,104029,104134,104336,104525,104924,105430,105535,105651,105818,105913,110102,110302,110345,110429,110545,110933,111111,111311,111448,111604,111637
39,MX4021-1,103733,104252,104641,104819,104957,105325,105513,105629,105840,110156,110606,111216,111354,111604,111814,111941,112119,112330,112426,112555,112733,113146,113324,113546,113652,113807,113851
40,MX4535-2,104123,114018,114356,114440,114523,114902,115155,115333,115616,115953,120352,120952,121046,121235,121507,121636,121803,121951,122036,122152,122319,122731,123014,123257,123508,123635,123740
41,AA7393-1,104536,105208,105546,105629,105746,110019,110207,110324,110701,110955,111416,111952,112109,112236,112352,112458,112606,112733,112817,112935,113041,113346,113451,,113746,113902,113945
42,MX4041-1,105640,105957,110440,110545,110712,111017,111205,111311,111510,111626,112047,112606,112733,112924,113051,113219,113357,113502,113546,113702,113840,114146,114346,114534,114651,114746,114818
43,MX4551-2,111216,111637,112119,112246,112330,112649,112840,112957,113157,113313,113713,114219,114324,114440,114651,114735,114923,115018,115101,115206,115344,115710,115837,120036,120141,120308,120341
44,AA7450-2,,,112638,112817,112946,113240,113357,113641,113945,114208,,115112,115206,115406,115543,115637,115826,115931,120014,120119,120236,120531,120825,120941,121035,121151,121246
45,MX4458-2,,113513,114136,114241,114335,114640,114829,114956,115155,115344,115742,120308,120425,120647,120825,120952,121108,121213,121308,121424,121551,121857,122036,122308,122414,122509,122541
46,AA7562-2,113807,114640,115028,115134,115228,115532,115710,115847,120058,120225,120614,121140,121257,121446,121719,121857,122108,122202,122257,122352,122531,122920,123130,123414,123541,123718,123813
47,MX3783-2,115112,115301,115732,115826,115920,120203,120341,120552,120919,121046,121413,122057,122224,122352,122531,122615,122742,122920,123004,123109,123236,123635,123740,123951,124108,124224,124256
48,MW5425-1,115847,120257,120730,120858,120941,121235,121351,121540,121730,121857,122235,122815,122931,123058,123214,123319,123457,123624,123718,123845,123940,124340,124529,124717,124825,124919,124952
49,MX4598-2,,121224,121603,121730,121825,122152,122341,122520,122731,122942,123257,123856,124014,124202,124351,124445,124644,124750,124909,124952,125130,125434,125540,,125858,130015,130047
