,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,AA7920-0,,,,,,,,,,,,,,,,,070107,070350,070613,070814,071108,071529,071709,071858
1,AA7712-0,,,,,,,,,,,070107,070130,070246,070413,070457,070920,071036,071351,071730,071919,072119,072403,072520,072658
2,MX4021-0,,,,070107,070130,070413,070708,070836,071047,071213,071319,071413,071614,071719,071814,072307,072447,072824,073057,073330,073507,073846,074014,074224
3,MX4041-0,070107,070130,070235,070329,070457,070646,070952,071203,071308,071413,071507,071550,071719,071836,071930,072403,072604,072835,073319,073540,073730,074057,074224,074426
4,MX4338-0,070657,070803,070920,071036,071257,071445,071814,071930,072035,072129,072213,072318,072447,072625,072658,073130,073341,073636,074003,074203,074657,075130,075247,075603
5,AA7279-0,072024,072140,072307,072425,072709,072930,073341,073435,073657,073824,073929,074024,074224,074426,074531,075047,075236,075918,080720,080847,081320,081733,081900,082111
6,AA7450-0,072614,072647,072741,072857,073257,073308,073708,073835,074057,074224,074342,074426,074603,074719,074815,075236,075446,075951,080858,081203,081553,081943,082100,082238
7,MX3783-0,073057,073225,073308,073435,073603,073657,074035,074224,074320,074436,074531,074614,074740,074858,074942,075352,075529,080119,081108,081459,081722,082144,082311,082543
8,MX4458-0,073940,074024,074130,074224,074342,074426,074920,075025,075120,075236,075341,075446,075646,075857,075940,080340,080508,080953,081954,082332,082720,083215,083332,083510
9,MX4535-0,074740,075141,075258,075413,075646,075846,080152,080246,080508,080635,080742,080920,081226,081342,081448,081911,082049,082405,082953,083142,083521,083849,084005,084143
10,AA7562-0,075225,075614,075719,075846,080024,080257,080647,080836,081057,081226,081459,081639,081849,082100,082206,082720,082909,083248,083626,083805,084110,084521,084626,084836
11,MX4551-0,075940,080108,080152,080308,080457,080657,081036,081226,081331,081459,081722,081911,082111,082311,082405,082825,082953,083426,083805,084059,084259,084521,084637,084909
12,MX4598-0,080108,080519,080635,080742,081047,081342,081711,081827,082100,082238,082343,082459,082742,083109,083215,083626,083805,084531,085141,085458,085720,090153,090319,090541
13,MX4614-0,081247,081331,081415,081521,081711,081911,082249,082427,082658,082742,082847,082942,083215,083543,083626,084048,084248,084920,085509,085741,085941,090247,090403,110225
14,AA7920-1,,083004,083109,083248,083448,083615,083943,084037,084310,084521,084637,084836,085236,085803,085847,090530,090741,091204,091458,091647,092120,092629,092746,092924
15,AA7712-1,083648,083732,083827,083943,084204,084404,084658,084825,085047,085236,085414,085520,085930,090436,090530,091015,091153,091403,091719,091909,092259,092651,092829,093019
16,AA7731-0,084310,084521,084626,084753,085047,,085403,085625,085858,090003,090120,090236,090613,090848,090931,091447,091603,,092534,,093135,093808,093935,094229
17,MX4021-1,085003,085447,085542,085658,085909,090131,090447,090635,090910,091037,091153,091320,091519,091657,091803,092248,092450,092818,093230,093430,093852,094324,094451,094701
18,AA7559-0,090058,090247,090330,090436,090657,,091131,091226,091458,091636,091719,091814,092036,092141,092215,092629,092757,,093419,093514,094030,094502,094701,095616
19,MX4041-1,090859,091120,091204,091320,091541,091741,092058,092226,092501,092651,092840,092957,093157,093347,093430,093852,094102,094451,094900,095007,095406,095836,095953,124551
20,MX4338-1,091636,091730,091825,091920,092141,092310,092640,092829,093146,093241,093358,093503,093703,093808,093902,094324,094502,094849,095228,095322,095710,100237,100415,100554
21,AA7279-1,092501,092629,092724,092840,093008,093124,093430,093557,093819,093935,094030,094157,094407,094617,094711,095155,095322,095710,100059,100259,100605,101120,101236,101435
22,AA7393-0,093113,093146,093303,093419,093630,093747,094313,094513,094733,094828,095007,095112,095217,095355,095449,095858,100026,100510,100921,100953,101435,102004,102121,102300
