,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MW2856-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070203,070319,070414,070446,070551,070613,070635,070751,071057,071213,071351,071518,071636,071720
1,MW3053-0,,,,,,,,,,,,,,070107,070225,070402,070435,070540,070646,070814,070858,071046,071257,071507,071614,071709,071825,071953,072037,072226,072310,072353,072447,072542,072658,072814,073214,073341,073529,073636,073730,073803
2,MS1935-0,070107,072037,072342,072542,072803,073130,073257,073341,073540,073614,073803,073846,073930,074247,074629,074819,074903,,,075239,075323,075605,075753,080003,080046,080141,080235,080351,080457,080647,080752,080847,080942,081025,081058,081215,081521,081639,081922,082038,082205,082300
3,MR8026-0,,070130,070351,070530,070803,071057,071224,071330,071456,071551,071720,071825,072026,072353,072741,072930,073025,073141,073214,073352,073446,073647,073930,074141,074258,074342,074451,074629,074734,074946,075051,075145,075207,075250,075417,075554,075858,080003,080130,080235,080340,080425
4,MR8462-0,,073814,074203,074440,074702,075145,075406,075511,075648,075742,080108,080141,080340,080658,081036,081152,081259,081437,081543,081805,081838,082049,082416,082637,082742,082836,082942,083131,083236,083437,083553,083721,083753,083815,083847,083953,084247,084424,084624,084729,084835,084930
5,MS2365-0,,080014,080435,081309,081700,082111,082311,082437,082720,082825,083004,083109,083248,083731,084131,084403,084446,084635,084740,084940,085024,085309,090541,090837,091004,091058,091226,091404,091458,091730,091859,092048,092204,092237,092309,092439,092829,092945,093239,093344,093500,093543
6,MW2390-0,,082100,082333,082626,083004,083405,083637,083815,084015,084058,084308,084446,084635,085002,085342,085458,085541,085658,085730,090014,090047,090541,091015,091226,091331,091414,091520,091708,091803,091942,092026,092215,092343,092406,092428,092545,092840,092945,093123,093206,093250,093333
7,MW2856-1,084025,084225,084457,084656,084930,085331,085625,085719,090120,090214,090414,090457,090613,090931,091320,091425,091531,091647,091730,091848,091920,092120,092343,092545,092629,092713,092818,093018,093123,093250,093344,093500,093521,093605,093626,093742,094121,094320,094553,094658,094742,094816
8,MW3053-1,090257,090920,091237,091531,091752,092142,092428,092629,092851,092945,093145,093228,093300,093626,094016,094153,094226,094353,094448,094636,094720,094848,095120,095330,095435,095518,095614,095730,095814,100025,100120,100153,100320,100352,100415,100543,100858,101003,101245,101350,101455,101539
9,MR8026-1,091730,092502,092851,093101,093449,093836,094059,094320,,094731,094943,095048,095131,095457,095930,100109,100153,100320,100415,100605,100659,100836,101057,101329,101412,101517,101658,101825,101858,102110,102154,102259,102404,102436,102614,102740,103045,103203,103424,103529,103635,103730
10,MS1935-1,094553,101025,101455,101731,101952,102436,102552,102846,103319,103424,103625,,,104130,104508,104656,104803,105024,,105246,105330,105508,105646,105917,110011,110127,110304,,,110640,110713,110807,110912,111006,111101,111250,111605,111732,111920,112109,112236,112309
11,MS2259-0,,095131,095529,095752,100215,100710,100731,,,101528,,,101942,102321,102657,102813,102929,103013,103203,103246,103341,103529,103813,104035,104141,104235,104351,104530,104624,104857,104940,105035,105150,105225,105319,105435,105740,105939,,110159,110315,110337
12,MS2365-1,,103435,103657,104035,104340,104656,105129,105718,110232,110347,110546,110702,110807,111218,111627,111815,111859,112047,112152,112342,112436,112710,112946,113157,113251,113346,113502,113849,113932,114120,114214,114258,114413,114446,114529,114655,115021,115158,115418,115523,115651,115723
13,MR8462-1,,105551,105812,110138,110640,112120,112509,112913,113240,113418,113545,113734,113922,114247,114644,114800,114854,115021,115125,115241,115335,115629,115902,120123,120155,120300,120418,120628,120701,120923,121006,121100,121206,121249,121332,121437,121753,121920,122059,122204,122309,122404
14,MW2390-1,,112225,112404,112627,112829,113755,114351,114854,115209,115324,115502,115607,115756,120123,120501,120723,120755,120901,120955,121155,121238,121521,121753,122015,122048,122131,122236,122415,122458,122615,122721,122754,122921,122943,123015,123121,123458,123637,123815,123920,124036,124141
15,MW2856-2,,114341,114634,114905,115219,115913,120123,120523,120945,121028,121206,121354,121542,121858,122226,122404,122458,122626,122710,122826,122932,123215,123436,123710,123815,123859,124004,124058,124141,124257,124413,124457,124551,124634,124656,124825,125142,125414,125625,125741,125908,125930
16,MW3053-2,120344,120501,120723,120945,121155,121804,122309,122805,123132,123237,123425,123604,123805,124131,124508,124634,124718,124858,124953,125142,125236,125509,125720,125919,130025,130108,130203,130340,130426,130605,130829,131007,131156,131229,131251,131407,131745,132019,132208,132303,132430,132503
17,MR8026-2,,122626,122921,123153,123531,123837,124413,124814,125331,125436,125720,125814,125941,130340,130733,130851,130946,131124,131229,131512,131607,131901,132052,132324,132419,132514,132619,132809,132853,133020,133115,133242,133420,133442,133514,133631,134020,134158,134419,134535,134651,134724
