,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070142
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070414,070520,,070953,071131,071258,071457,071730
2,MW5943-0,,,,,,,,,,,,,,,,,,,070107,070226,070259,070342,070447,070625,070752,070836,071309,071636,071730,072059,072205,072405,072605,072838,072933,073059,073404
3,MX1084-0,,,,,,,,,,,,070107,070131,070226,070531,070625,070730,070825,070953,071309,071352,071424,071551,071658,071825,071910,072343,072649,072755,073027,073143,073353,073603,073858,074014,074214,074640
4,MX1105-0,,,,,070107,070142,070215,,,,070614,070719,070921,071048,071508,071551,071815,071859,072110,072405,072500,072605,072733,072911,073027,073121,073552,073920,074058,074451,074651,074903,075113,075356,075544,075859,080341
5,MZ3556-0,070730,070836,071026,071059,071120,071204,071225,071309,071352,071508,071603,071709,071825,072015,072416,072521,072733,072816,072922,073237,073310,073353,073531,073658,073836,073920,074406,074735,074841,075145,075251,075501,075606,075827,075953,080131,080847
6,MZ3734-0,071803,071920,072059,072121,072143,072216,072237,072321,072354,072510,072605,072711,072911,073038,073353,073448,073658,073731,073836,074109,074141,074236,074353,074524,074702,074735,075218,075555,075732,080036,080214,080330,080530,080909,081036,081309,081700
7,MZ3740-0,073132,073237,073353,073426,073459,073552,073625,073658,073731,073836,073920,074014,074225,074342,074724,074830,075051,075134,075356,075722,075805,075859,080026,080203,080403,080508,080942,081226,081415,081816,082016,082132,082352,082614,082752,083014,083532
8,MZ3978-0,074502,074630,074746,074830,074852,074924,074946,075029,075102,075218,075312,075418,075649,075848,080203,080425,080530,080625,080753,081152,081259,081415,081606,081816,082016,082048,082530,082857,083036,083637,083754,083933,084111,084521,084637,084731,085152
9,MZ3987-0,075345,075501,075628,075711,075743,075816,075838,075921,080004,080120,080214,080330,080519,080709,081025,081226,081459,081553,081816,082226,082403,082457,082646,082953,083405,083449,083955,084333,084521,084836,085025,085203,085414,085803,085918,090025,090858
10,MX1213-0,080625,080709,080825,080909,080931,081025,081036,081120,081203,081259,081353,081448,081700,081911,082215,082237,082457,082519,082657,083047,083153,083259,083532,083659,084122,084206,084659,084942,085130,085614,085846,090142,090237,090647,090814,090920,091551
11,MZ4228-0,081553,081733,081921,081954,082016,082059,082121,082204,082309,082436,082552,082719,083025,083259,083659,083816,084100,084144,084416,084858,085047,085152,085341,085803,090226,090259,090836,091213,091413,091814,091953,092204,092406,092818,092935,093113,093702
12,MZ4072-1,082646,082908,083036,083058,083109,083153,083215,083248,083332,083438,083532,083616,083805,083955,084227,084416,084521,084615,084742,085258,085425,085530,085658,090003,090459,090615,091141,091424,091614,092247,092417,092617,092840,093113,093324,093440,094122
13,MZ3559-0,083554,083721,083849,083933,084016,084111,084133,084206,084249,084416,084532,084659,084931,085047,085330,085425,085658,085741,085951,090259,090416,090448,090720,090909,091119,091202,091636,092025,092226,092935,093041,093408,093513,093850,094028,094311,094721
14,MW5936-0,,084521,084648,084710,084731,084825,084847,084931,085003,085130,085214,085309,085519,085625,085940,090025,090259,090343,090521,090742,090847,090931,091108,091224,091435,091529,092004,092247,092534,093146,093324,093607,093702,094017,094144,094321,094859
15,MZ3956-1,085047,085225,085403,085436,085458,085530,085552,085636,085719,085908,085951,090047,090153,090321,090626,090814,090931,091025,091202,091625,091719,091825,092004,092142,092354,092428,092924,093252,093440,094100,094332,094605,094742,095048,095236,095436,100047
16,MW5943-1,085940,090658,090836,090931,090941,091014,091036,091119,091141,091257,091402,091456,091646,091753,092058,092226,092501,092606,092745,093041,093135,093241,093440,093618,093745,093839,094311,094532,094721,095425,095530,095836,100036,100248,100353,100459,100900
17,MX1197-0,,090047,090226,090259,090310,090343,090416,,090615,,090858,090931,091202,091351,091636,091825,092058,092142,092417,092650,092723,092807,093041,093219,093408,093513,093955,094311,094510,095215,095341,095636,095825,100047,100204,100459,100900
18,MW5966-0,,,091730,091804,091825,091848,091910,091942,092015,092120,092204,092258,092439,092555,092913,093030,093241,093335,093545,093756,093912,093955,094205,094332,094532,094626,095037,095541,095730,100120,100248,100448,100649,100922,101038,101216,101605
19,MX1105-1,091742,125414,125544,125616,125638,125754,125827,,130016,130142,130309,130426,130649,130827,131152,131403,131646,131845,132119,132446,132625,132741,132940,133128,133329,133424,133908,134258,134646,135151,135330,135529,135929,140355,140535,140740,141153
20,MX1067-0,,092343,092501,092523,092555,092640,092701,092745,092818,092957,093041,093157,093429,093629,093934,094122,094416,094532,094648,095004,095110,095204,095352,095530,095719,095825,100258,100606,100755,101449,101605,101859,102216,102616,102721,102849,103510
21,MX1084-1,,093252,093302,093335,093346,093419,093440,093524,093545,093702,093807,093912,094111,094332,094710,094859,095131,095226,095447,095625,095708,095814,095941,100109,100248,100342,100806,101205,101355,102143,102300,102500,102816,103238,103416,103605,104124
22,MX1135-0,,094721,094848,094921,094943,095015,095048,095131,095236,095403,095519,095636,095814,095941,100248,100353,100617,100722,100922,101154,101249,101344,101511,101710,101848,101954,102500,102838,103038,103553,103733,104157,104536,104841,105030,105252,105924
23,MZ3556-1,095414,095530,095636,095708,095730,095825,095836,095919,095952,100120,100215,100258,100510,100617,100954,101122,101355,101511,101710,101943,102038,102132,102311,102438,102605,102659,103059,103459,103649,104620,104736,105019,105219,105619,105746,110007,110512
24,MZ3734-1,100215,100258,100415,100448,100510,100544,100606,100649,100711,100838,100944,101049,101333,101511,101921,102038,102311,102355,102522,102849,102944,103027,103143,103321,103510,103553,104029,104313,104514,105514,105851,110207,110451,110850,111017,111205,111941
25,MZ3740-1,101238,101405,101554,101649,101710,101754,101827,101932,102026,102216,102322,102427,102659,102933,103321,103521,103755,103923,104113,104419,104536,104631,104820,105041,105219,105325,105746,110145,110345,110955,111122,111310,111542,111803,111930,112119,112555
26,MZ3978-1,101626,102627,102754,102816,102838,102911,102933,103027,103059,103216,103310,103416,103543,103733,104051,104251,104536,104642,104747,105041,105146,105252,105441,105629,105735,105757,110218,110556,110755,111404,111510,111836,112014,112247,112404,112606,112935
27,MZ3987-1,103744,103923,104102,104135,104157,104313,104335,104409,104503,104653,104747,104914,105157,105408,105724,105945,110229,110324,110534,110901,110944,111100,111259,111437,111542,111637,112141,112436,112649,113114,113315,113526,113914,114148,114359,114526,115030
