,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MR8462-0,,,,,,,,,,,,,,,,,,,,,,,070107,070318,070541,070719,070857,070940,071045,071202,071308,071424,071529,071740,071845,072024
1,MS2365-0,,,,,,,,070107,070246,070339,070425,070508,071002,071224,071413,071529,071646,071729,071856,071950,072118,072202,072328,072846,073140,073308,073456,073646,073802,073928,074035,074152,074320,074542,074803,074920
2,MW2390-0,070940,071024,071107,071202,071341,071446,071824,071928,072129,072212,072307,072350,072835,073057,073246,073445,073603,073708,073834,073928,074035,074130,074247,074730,075003,075319,075540,075635,075719,,,,,080636,080709,081014
3,MW2856-0,072814,072930,073024,073119,,073413,073751,073856,074014,074108,074203,074258,074657,074909,075047,075214,075330,075435,075614,075708,075824,075918,080035,080541,080803,081131,081320,081447,081635,081845,081939,082119,082235,082446,082624,082825
4,MW3053-0,073834,074815,074920,075036,075258,075446,075751,075918,080035,080246,080403,080446,081058,081519,081834,082119,082224,082329,082457,082552,082740,082825,083003,083518,083815,084037,084246,084424,084645,084908,085024,085140,085340,085654,085843,090209
5,MR8026-0,080457,081036,081131,081215,081404,081508,081845,082014,082213,082318,082446,082541,083258,083626,083910,084026,084214,084308,084518,084645,084750,084846,085024,085550,085821,090042,090220,090325,090419,090535,090651,090818,090956,091146,091335,091712
6,MS1935-0,082424,084236,084330,084446,084750,,085224,085340,085445,085705,085748,085854,090452,090724,090934,091103,091302,091357,091618,091712,091828,091911,092049,092523,092755,093017,093111,093216,093300,093448,093615,093731,093953,094203,094340,094508
7,MS2259-0,082435,082530,082646,082751,083058,,083732,083932,084026,084257,084403,084446,085351,085821,090042,090230,090503,090608,,090901,091028,091135,091302,091817,092121,092417,092650,092818,093027,093227,093354,093543,093658,093942,094119,094257
8,MR8462-1,090031,090158,090303,090357,090557,090724,091113,091219,091240,091503,091607,091651,092237,092450,092650,092818,092955,093100,093216,093321,093448,093543,093658,094141,094413,094602,094729,094846,095045,095307,095423,095528,095644,095926,100104,100252
9,MW2390-1,093858,093942,094036,094152,094413,094602,094940,095150,095245,095339,095423,095517,095947,100303,100523,100639,100755,100849,101048,101154,101249,101344,101511,101932,102216,102448,102625,102803,102942,103108,103225,103351,103539,103740,103929,104235
10,MS2365-1,,,,,,,,,,,,,,,,,,,,,095350,095506,095644,100230,100512,100744,100954,101110,101205,101311,101500,101627,101805,102048,102216,102322
11,MW2856-1,100009,100136,100230,100324,100545,100733,101016,101132,101311,101405,101438,101522,102205,102459,102730,102931,103108,103214,103340,103445,103550,103625,103802,104235,104551,104813,105013,105140,105341,105551,105657,105856,110045,110349,110527,110726
12,MW3053-1,101605,102604,102658,102815,102952,103214,103550,103635,103740,103951,104057,104141,104813,105151,105424,105551,105646,105801,105939,110045,110201,110306,110433,110926,111230,111451,111523,111640,111745,111850,112017,112207,112346,112716,112904,112958
13,MR8026-1,103740,104645,104749,104908,105107,105246,105635,105751,105950,110234,110338,110422,110926,111219,111429,111523,111640,111828,111955,112111,112228,112335,112513,113020,113304,113515,113610,113831,113925,114053,114209,114409,114609,114913,115113,115355
14,MS2259-1,,110947,111041,111136,111335,111429,111818,111923,112039,112252,112441,112535,113125,113610,113831,113958,114147,114241,114420,114525,114630,114735,114851,115406,115648,115919,120108,120257,120509,120614,120836,121058,121436,121858,122057,122330
15,MS1935-1,112335,113304,113348,113515,113747,113842,114220,114325,114442,114714,114819,114851,115322,115605,115753,115858,120025,120130,120319,120414,120530,120636,120803,121247,121530,121636,121803,122003,122057,122213,122341,154613,154814,155224,155352,155742
16,MS2365-2,120236,120425,120552,120719,120931,121025,121446,121625,121814,122036,122213,122308,122953,123424,123656,123834,124024,124202,124455,124610,124759,124853,125030,125556,125850,130038,130206,130343,130544,130723,130840,131030,131157,131503,131713,131840
17,MR8462-2,123235,123341,123435,123540,123718,123907,124234,124328,124422,124527,124643,124726,125346,125545,125734,125850,130005,130111,130249,130343,130448,130533,130650,131125,131408,131651,131756,131902,132052,132230,132324,132533,132649,132828,132944,133122
18,MW2390-2,,124715,124820,124853,125052,125146,125513,125640,125734,125828,130005,130038,130544,130913,131135,131252,131429,131514,131713,131818,131924,132008,132135,132627,132911,133027,133132,133238,133458,133647,133803,133919,134046,134258,134448,134742
19,MW2856-2,130510,130650,130755,130924,131125,131241,131514,131608,131746,131902,132019,132114,132754,133017,133238,133520,133636,133814,134003,134109,134225,134309,134437,134942,135236,135424,135518,135624,135729,135856,140025,140226,140321,140654,140906,141032
20,MW3053-2,132533,133122,133216,133310,133436,133647,133919,134035,134225,134437,134532,134615,135246,135446,135645,135751,135951,140058,140321,140451,140557,140643,140812,141336,141630,141851,142019,142135,142324,142628,142839,143005,143121,143448,143647,143909
21,MR8026-2,134742,135352,135446,135613,135907,140047,140418,140546,140643,140917,141105,141148,141808,142135,142356,142523,142828,143038,143310,143459,143553,143647,143825,144309,144603,144803,144857,145150,145342,145509,145752,145940,150224,150502,150716,151052
22,MS2259-2,141000,141231,141325,141430,141547,141641,142103,142208,142313,142418,142555,142628,143259,143647,143847,144109,144258,144414,144614,144708,144825,144919,145045,145541,145824,150108,150246,150448,150820,151008,151102,151251,151459,151559,151715,151958
23,MW2780-0,145951,150351,150502,150611,150820,151008,151407,151548,151737,151958,152208,152302,153056,153404,153636,153853,154053,154220,154421,154525,154658,154803,154919,155447,155742,160003,160227,160326,160526,160656,161157,161357,161651,162012,162150,162500
24,MW2390-3,152555,152701,152749,152907,153140,153310,153552,153714,153809,154020,154209,154243,155002,155213,155435,155554,155742,155836,160003,160108,160227,160315,160442,160935,161303,161718,161959,162106,162233,162349,162605,162847,163120,163308,163511,163715
25,MR8462-3,,,,,,,,,,,,,,,,,,,,,152918,152951,153140,153636,153926,154254,154337,154550,154919,155118,155247,155447,155804,160046,160252,160442
26,MW2856-3,154601,155151,155258,155435,155616,155753,160057,160305,160420,160634,160824,160920,161502,161806,162012,162211,162412,162554,162732,162836,163004,163058,163235,163739,164215,164820,164925,165130,165436,165955,170100,170322,170637,170931,171131,171715
27,MW3053-3,161114,161335,161440,161534,161755,162012,162306,162500,162627,162931,163036,163202,163739,164021,164241,164413,164559,164654,164820,164914,165030,165130,165259,165755,170112,170543,170659,171047,171247,171435,171545,171842,172427,172704,173003,173424
28,MS2365-3,162533,162732,162847,162942,163202,163246,163621,163752,163942,164204,164341,164446,165118,165521,165733,165901,170039,170144,170333,170449,170616,170721,170859,171414,171748,172146,172320,172449,172704,172858,173024,173235,173802,174152,174421,174652
29,MR8026-3,164153,164341,164446,164559,164809,164853,165226,165342,165436,165711,165912,170006,170554,170837,171047,171214,171435,171545,171737,171831,172009,172103,172230,172717,173119,173646,173847,174003,174241,174359,174515,174819,175115,175418,175738,180301
30,MS2259-3,170100,170155,170249,170355,170626,170648,171058,171225,171424,171704,171904,171958,172639,173003,173214,173351,173518,173625,173824,173941,174131,174229,174410,174903,175523,180155,180323,180452,180723,180929,181149,181315,181843,182200,182434,183456
31,MX1526-0,,173835,173920,174036,174229,174359,174703,174841,175043,175305,175523,175607,180529,180818,181044,181251,181515,181642,181843,181959,182127,182222,182423,182906,183550,184140,184329,184530,184836,185004,185154,185334,185549,185948,190209,190645
32,MS1935-2,,,,,,,,,,,,,,,,,,,174948,175030,175148,175243,175418,175911,180604,181337,181505,181620,181948,182116,182306,182445,182800,183423,183846,184530
33,MR8462-4,175338,175440,175523,175639,175922,180049,180529,180648,180828,181106,181442,181537,182138,182400,182612,182750,183033,183138,183316,183412,183528,183625,183741,184256,185004,185526,185647,185926,190348,190538,190711,190851,191156,191634,191959,192643
34,MW2780-1,181326,,183635,183708,183919,184057,184446,184602,184825,185120,185417,185526,190147,190433,190733,190902,191102,191229,191431,191536,191706,191812,192010,192600,192926,193326,193516,193716,194025,194203,194320,194541,194708,194940,195213,195424
35,MW2390-4,181337,181904,182011,182127,182349,182507,182916,183105,183233,183518,183835,183951,184657,184931,185143,185345,185526,185636,185848,185948,190053,190147,190327,190755,191420,191920,192126,192328,192705,192854,193137,193420,193549,193835,193929,194236
36,MW2856-4,185026,185439,185538,185625,185814,185937,190327,190527,190632,190913,191134,191207,191750,192020,192209,192339,192527,192632,192810,192905,193010,193104,193231,193749,194036,194352,194530,194857,195202,195340,195508,195647,195846,200214,200341,200446
37,MW3053-4,190722,190924,191029,191145,191312,191442,191801,191906,192020,192255,192422,192505,193021,193242,193453,193633,193738,193846,194025,194119,194236,194341,194509,195034,195402,195658,195824,200036,200257,200530,200739,200908,201024,201250,201406,201522
38,MS2365-4,192527,192748,192832,192926,193104,193148,193516,193654,193824,194057,194247,194331,194929,195224,195413,195551,195835,195908,200047,200153,200308,200403,200530,201024,201334,201555,201723,201903,202115,202426,202531,202708,202825,203034,203258,203543
