,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,AA7920-0,,,,,,,,,,,,,,,,,1,1,-1,4,2,1,1,-1
1,AA7712-0,,,,,,,,,,,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
2,MX4021-0,,,,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
3,MX4041-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
4,MX4338-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
5,AA7279-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
6,AA7450-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
7,MX3783-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
8,MX4458-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
9,MX4535-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
10,AA7562-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
11,MX4551-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
12,MX4598-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
13,MX4614-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
14,AA7920-1,,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
15,AA7712-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
16,AA7731-0,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,,-1,,2,1,1,-1
17,MX4021-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
18,AA7559-0,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,,-1,4,2,1,1,-1
19,MX4041-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
20,MX4338-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
21,AA7279-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
22,AA7393-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
23,AA7450-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
24,MX3783-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
25,MX4458-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
26,MX4535-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
27,AA7562-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
28,MX4551-1,,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
29,MX4598-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
30,MW5425-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
31,AA6374-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
32,AA7306-0,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,,-1,4,2,1,1,-1
33,AA7920-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
34,AA7712-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
35,AA6942-0,1,1,1,1,1,1,1,1,1,2,1,,1,1,-1,1,1,1,-1,4,,1,1,-1
36,AA7537-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
37,AA7731-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
38,AA7838-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
39,AA7539-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
40,MX4338-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
41,MX4021-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
42,AA7279-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
43,AA7450-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
44,MX4458-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
45,MX4535-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
46,AA7562-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
47,MX3783-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
48,MW5425-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
49,MX4598-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
50,MX4614-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
51,AA7306-1,1,1,1,,,,1,1,1,,1,1,,1,-1,,1,,,4,2,,1,-1
52,AA7712-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
53,MX4021-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
54,MX4041-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
55,MX4338-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
56,MX4535-3,,,,,,,,,,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
57,AA7279-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
58,AA7450-3,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
59,MX4458-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
60,MX3783-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
61,AA7562-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
62,MW5425-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
63,MX4598-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
64,MX4614-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
65,AA7306-2,1,1,1,1,1,,1,1,1,2,1,1,,1,-1,1,1,,-1,4,2,1,1,-1
66,AA7712-4,,1,1,1,,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
67,AA7731-2,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
68,MX4021-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
69,MX4338-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
70,MX4041-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
71,AA7279-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
72,AA7450-4,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
73,MX4458-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
74,AA7562-4,1,1,1,1,,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
75,MX4551-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
76,MX3783-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
77,MX4535-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
78,MX4598-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
79,MX4614-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
80,AA7393-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
81,AA7712-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
82,AA7731-3,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,,-1,4,2,1,1,-1
83,MX4021-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
84,AA7559-1,1,1,1,1,,,1,1,1,,,1,1,1,-1,,1,,-1,4,,1,1,-1
85,MX4338-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
86,MX4041-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
87,AA7279-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
88,MX4458-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
89,AA7450-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,,-1,4,2,1,1,-1
90,AA7562-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
91,MX4551-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
92,MX3783-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
93,MX4535-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
94,MX4614-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
95,MX4598-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
96,AA7393-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
97,AA7712-6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
98,AA7731-4,,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,,-1,4,2,1,1,-1
99,MX4021-6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
100,AA7279-6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
101,MX4041-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
102,MX4458-6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
103,AA7450-6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
104,MX4551-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
105,MX4535-6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
106,MX4614-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
107,MX4021-7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
108,AA7279-7,,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,,,
109,MX4041-6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,,,,
110,MX4458-7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,,,,,,
111,AA7450-7,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
