,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4846-0,,,,,,,,,,,,,,,,,,1,2,-1,-1,1,-1
1,MW5537-0,,,,,,,,,,,,,,,,1,-1,-1,-1,-1,1,1,-1
2,MW5097-0,,,,,,,,1,1,-1,-1,-1,-1,-1,1,1,1,-1,4,1,-1,1,-1
3,MW4229-0,,,1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,4,,,,
4,MW4503-0,-1,-1,-1,-1,-1,1,3,1,,,,,,,,,,,,,,,
5,MW4781-0,-1,,,,,,,,,,,,,,,,,,,,,,
6,MW4619-0,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,
