,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX3651-0,,,,,,,,,,,080100,080328,080445,080537,080652,080755,080859,081002,081045,081211,081336,081636,081811,081946,082205,082319,082413
1,MX4159-0,,080745,081013,081055,081211,081418,081522,081614,081800,081904,082247,082756,082850,082953,083057,083202,,,,,,,,,,,
2,MX4365-0,,083129,,,,,,,,,,,,,,,,,,,,,,,,,
