,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3556-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080100,080153,080329,080559,080652,081024,081117,081336,081657
1,MW5964-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080100,080339,080445,080713,080827,081200,081315,081522,081904
2,MZ3559-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,080100,080132,080734,080838,081034,081200,081429,081522,081708,081925
3,MZ3987-0,,,,,,,,,,,,,,,,,,,,,,080100,080225,080402,080527,080548,081013,081211,081325,082039,082205,082340,082538,082756,082911,083004,
4,MZ4072-0,,,,,,,,,,,,,080100,080214,080445,080630,080745,080806,081024,081222,081315,081357,081533,081647,081739,081822,082247,082445,082538,082724,082829,082943,083046,,,,
5,MZ3978-0,080702,080755,080848,080920,080931,081034,081045,081149,081211,081325,081418,081543,081750,081811,082050,082143,082403,082445,082610,082839,082932,083015,083118,,,,,,,,,,,,,,
6,MZ4228-0,082829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
