,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4365-0,,,,,,,,,,,,,,,,080100,080110,080329,080548,080744,080910,081243,081357,081543
1,MX4458-0,080100,080225,080329,080434,080559,080652,081002,081222,081450,081543,081647,081729,081843,081957,082050,082506,082631,082829,083234,,,,,
2,MX3651-0,082445,083057,083213,,,,,,,,,,,,,,,,,,,,,
