,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MX1537-0,,,,,,,,080100,080246,080339,080421,080504,080857,081054,081250,081354,081436,081519,081623,081727,081842,081914,082028,082527,082756,083015,083139,,,,,,,,,
1,MS1903-0,,082132,082216,082258,082424,082506,082829,082932,083057,083139,083224,,,,,,,,,,,,,,,,,,,,,,,,,
