,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4846-0,,,,,,,,,,,,,,,,,,080100,080110,080235,080421,080721,080814
1,MW5537-0,,,,,,,,,,,,,,,,080100,080153,080307,080400,080525,080607,080814,080928
2,MW5097-0,,,,,,,,080100,080607,080700,080753,080907,081021,081124,081333,081425,081529,081655,081800,081914,082100,082330,082424
3,MW4229-0,,,080100,080153,080432,080607,080825,080939,082039,082131,082226,082340,082506,082549,082734,082807,082922,083108,083223,,,,
4,MW4503-0,081042,081219,081446,081749,081924,082110,082340,082506,,,,,,,,,,,,,,,
5,MW4781-0,081853,,,,,,,,,,,,,,,,,,,,,,
6,MW4619-0,082121,082308,082527,082911,083057,,,,,,,,,,,,,,,,,,
