,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,-1,-1
1,AA7485-0,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1
2,MX4365-0,,,,,,,,,,,1,1,1,1,2,1,-1,-1,1,1,1,4,1,-1,-1,1,-1
3,AA7890-0,,,,,,,,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,-1
4,MS5234-0,,,,,1,1,2,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
5,MX3783-0,,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,-1
6,MW3291-0,-1,,1,1,1,3,1,-1,1,-1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,-1
7,MX4551-0,-1,1,1,1,1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,-1
8,AA7539-0,,,1,1,1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,-1
9,CC2345-0,-1,1,1,1,2,3,1,-1,2,-1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,-1,-1,-1
10,AA7685-0,-1,1,1,1,2,3,1,-1,2,-1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,-1,-1,-1
11,MX4614-0,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,-1
12,AA6942-0,-1,1,1,1,2,3,1,-1,3,-1,,1,1,1,2,1,1,1,1,1,1,1,,1,1,1,-1
13,MX3651-0,-1,1,1,1,2,1,1,-1,4,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,-1
14,AA7365-0,-1,1,1,3,3,3,2,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,-1
15,AA7931-0,-1,2,1,2,4,4,-1,-1,4,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,-1
16,MX4021-0,-1,2,1,3,5,5,-1,-1,2,-1,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,-1
17,AA7949-0,-1,2,4,5,4,4,-1,-1,3,-1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,-1
18,MX4159-0,-1,3,3,4,4,3,-1,-1,5,-1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,-1
19,MX4338-1,-1,3,2,5,4,4,-1,-1,4,-1,1,1,1,3,5,1,1,1,1,1,1,4,1,1,1,1,-1
20,AA7882-0,-1,1,1,4,3,4,-1,-1,4,-1,,1,1,3,4,1,1,1,1,1,1,1,3,1,1,1,-1
21,AA7485-1,-1,1,1,4,3,4,-1,-1,4,-1,-1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,-1
22,MX4365-1,,1,1,2,2,4,4,-1,5,-1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,-1
23,AA7890-1,,1,1,2,4,3,2,-1,4,-1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,-1
24,MX3783-1,-1,,1,2,4,4,-1,-1,5,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1
25,AA7539-1,,1,1,1,3,3,-1,-1,5,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,,1,1,-1
26,MW5425-0,-1,2,1,1,1,4,-1,-1,4,-1,-1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,-1
