,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7536-0,,075017,075216,075520,075731,080506,,080940,081950,082048,082142,082258,,070107,082702,082808,083021,,,,,083846,084545
1,AA7842-0,082110,082440,082937,083507,083908,084225,084651,085145,090636,090752,090908,070107,070152,070258,070520,070604,070658,070909,071025,071152,071309,092906,115141
2,MW4705-0,,,,,,,,070107,070353,070458,070553,070720,070858,070942,071058,071204,071258,071415,071521,071625,071825,072111,072227
3,AA7530-0,,,,,,,,070107,070531,070636,070826,070858,071025,071130,071404,071510,071615,071709,071814,071942,072038,072345,072502
4,AA6952-0,,,084545,084841,085113,,070107,070203,071353,071510,071604,071741,071942,072049,072238,072356,072502,072651,072756,072923,073144,073440,093741
5,AA7303-0,070107,070942,071120,071426,071636,071647,072217,072513,073556,073746,073840,074113,074145,074250,074355,074450,074555,074733,074839,075006,075143,075426,075542
6,MR7964-0,,,,,070214,070448,070720,070847,071753,071858,071942,072122,072249,072356,072607,072651,072756,072850,072944,073111,073206,073534,073724
7,AA7759-0,,070319,070647,071047,071531,071753,071930,072027,073144,073300,073345,073523,073652,073757,073956,074102,074218,074312,074418,074544,074754,075100,075227
8,MW4647-0,071320,095329,095509,095826,100109,100309,100730,100941,102024,102129,102223,102400,102517,102611,102822,102948,103104,103230,103335,103451,103618,103934,104207
9,MW4825-0,071331,071459,071730,072100,072429,072618,072955,073311,074406,074512,074606,074733,074849,074955,075122,075227,075342,075458,075603,075731,075947,080253,080348
10,AA7101-0,,,,071836,072238,072524,072713,072955,073945,074102,074156,074334,074523,074628,074754,074828,074944,075143,075248,075415,075542,075825,080042
11,MW4938-0,,072133,072418,072745,073122,073300,073523,073807,074828,074933,075028,075143,075259,075342,075520,075625,075731,075925,080020,080137,080348,080645,080813
12,AA7492-0,072323,072640,073111,073501,073902,,074501,074617,075647,075803,075849,080020,080148,080253,080433,080539,080645,080802,080857,081013,081141,081424,081540
13,MW3430-0,,,,072629,072934,073111,073440,073757,074817,074912,075006,075111,075237,075342,075458,075552,075709,075914,080009,080126,080348,080645,080813
14,AA7252-0,,073300,073607,074040,,,074900,075205,,,,080539,080707,080813,081013,081130,081235,081424,081540,081657,081813,,082640
15,AA7871-0,,073913,074134,,074900,075133,075458,075814,080824,080929,081035,,081308,081424,081551,081646,081813,082037,082142,082258,082345,082734,082926
16,AA7637-0,,075849,080304,080645,080940,081257,081646,082110,083402,083529,083624,083741,083940,084109,084344,084450,084702,084819,084935,085041,085156,085503,085631
17,MW4366-0,080148,080517,080824,081257,081529,081740,082142,082451,083657,083824,083918,084047,084203,084246,084417,084523,084702,084829,084946,085052,085145,085452,085631
18,MS1935-0,080444,080750,081340,081740,082037,082258,082702,083054,084534,084702,084734,,092613,,,,,,,,,,
19,AA7488-0,,,085905,,090436,090614,090930,091236,081035,092425,092508,092645,092801,092855,093023,093139,093340,093540,093657,093751,093846,094141,094402
20,AA7530-1,081119,081518,081845,082320,082640,082926,083137,083835,085241,085408,085503,085620,085821,085926,090211,090306,090520,090647,090814,090919,091141,091426,091552
21,MW4705-1,082830,083115,083445,084004,084235,084450,084957,085535,091024,091152,091258,091415,091552,091635,091856,092014,092318,092457,092551,092707,092751,093056,093213
22,MW4825-1,084629,085041,085335,085759,090054,090306,090541,090858,092003,092118,092213,092403,092602,092707,092855,093002,093213,093402,093518,093625,093835,094047,094246
23,AA7759-1,090138,090317,090647,,091342,091458,091751,092057,093034,093202,093246,093423,093550,093657,093835,093940,094108,094224,094340,094458,094603,094902,095114
24,AA7303-1,090730,,091225,091603,091907,092213,092436,092729,093835,093940,094025,094202,094351,,094658,094754,094851,095052,095158,095307,095520,095742,095848
25,AA7101-1,091309,091845,092035,092339,092613,092951,093246,093529,094720,094816,094912,,,,095447,095552,095658,095826,095942,100059,100237,100531,100720
26,MW4938-1,,092645,093056,093529,093929,094202,094552,094840,100037,100131,100237,100404,100531,100636,100814,100908,101013,101130,101235,101330,101542,101824,101950
27,AA7492-1,092928,093423,093625,094014,094329,,094754,095007,100047,100204,100309,,100625,100720,100930,101035,101108,101203,101319,101414,101603,101845,102002
28,AA7871-1,093657,094202,094425,,095052,095256,095541,095709,100930,101035,101141,,101436,101520,101657,101802,101918,102107,102212,102306,102506,102822,103010
29,AA7252-1,,094754,094946,095658,095720,095931,100237,100458,,,,102150,102244,102400,102611,102705,102811,102916,103021,103136,103241,103556,103651
30,AA7536-1,,,,101024,101235,101603,101708,101824,102948,103053,103136,103313,103407,103440,103607,103712,103828,104029,104134,104240,104356,104701,105415
31,AA7637-1,,101246,101625,102045,102444,102644,102843,103104,104323,104429,104523,104701,104828,104901,105039,105155,105321,105448,105605,105710,105847,110141,110224
32,MW4366-1,101950,102201,102422,103010,103324,103502,103806,103923,105028,105155,105249,105354,105531,105626,105826,105931,110046,110246,110341,110458,110625,110846,111023
33,AA7530-2,102800,103147,103502,103839,104156,104323,104745,104912,110108,110257,110352,,110720,110803,110940,111034,111203,111403,111508,111635,111741,112046,112235
34,AA7759-2,,104639,105049,105459,,110003,110246,110352,111424,111457,111551,,,111919,112046,112152,112330,112518,112634,112751,113025,113307,113436
35,MW4705-2,110531,110752,110940,111341,111530,111646,111940,112130,113341,113447,113542,113658,113816,113921,114121,114215,114320,114531,114647,114740,114909,115153,115248
36,AA6952-1,,111708,132309,,112707,113108,113307,113636,114636,114730,114836,115003,115153,115258,115542,115657,115826,120004,120109,140304,120404,140738,140811
37,AA7488-1,,112835,113108,113447,113742,113932,114237,114415,,,,,,,,,120258,,,,,,121635
38,AA7303-2,113709,113943,114154,114509,114931,115309,115331,115603,120602,120646,120751,,121047,121141,121424,121540,121646,121812,121929,122035,122245,122613,122729
39,MW4938-2,,115204,115509,115753,120131,120258,120552,120847,121918,122003,122046,122234,122436,122519,122740,122824,122941,123108,123225,123308,123551,123834,124025
40,AA7492-2,115753,120214,120552,120909,121246,121624,121708,121856,122941,123035,123140,123246,123446,123518,123708,123813,124003,124057,124213,124307,124511,124805,124934
41,AA7252-2,,,121856,122403,122635,122941,123435,123719,124827,124923,125017,125144,125311,125427,,,,,,,,130920,131332
42,AA7536-2,,122646,122941,,123708,123845,124129,,125626,125730,125824,,130130,130235,130318,130425,130625,130731,130847,131014,131108,131405,131532
43,AA7637-2,123424,124119,124554,124848,125344,125510,125720,125908,130952,131046,131140,131309,131437,131532,131753,131910,132047,132258,132425,132519,132636,132908,133035
44,MW4366-2,124732,124945,125344,125615,125908,130130,130458,130825,131859,132004,132058,132214,132341,132436,132552,132647,132824,133003,133119,133235,133343,133554,133700
45,MW4705-3,130658,130931,131225,131626,131815,131953,132247,132614,133744,133840,133935,134112,134239,134322,134450,134544,134710,134920,135026,135131,135229,135547,135746
46,AA7488-2,132941,133130,133354,,,,,,,,,,,,,,141629,141640,141746,141902,142019,142239,142355
47,AA7303-3,133935,,134710,135037,135431,135641,135945,140800,142123,142250,142344,142532,142721,142817,143051,143219,143419,143546,143724,143842,144053,144349,144528
