,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4938-0,,,,,,,,,,,,,,,,,070107,070329
1,AA7252-0,,,,,,,,,070107,,,,,,,,071843,072054
2,AA7637-0,,070107,070329,070602,070718,070813,071023,071129,071214,071706,071832,073126,073411,073653,073809,073937,074125,074936
3,MW4366-0,070835,071013,071517,071706,071832,071916,071959,072054,072138,072653,072844,073937,074230,074525,074640,074745,074958,075546
4,AA7536-0,,,,,,,,,,,,072011,072232,072443,072548,072642,072748,073233
5,MW4705-0,073126,073306,073736,073841,073959,074103,074241,074335,074420,075020,075230,080523,080827,081248,081415,081542,081719,082235
6,AA7759-0,,080157,080523,080650,080816,080912,081027,081132,081216,081719,082058,083415,083614,083835,083940,084047,084152,084700
7,AA6952-0,,,095318,095435,095551,095635,095751,095929,100025,,080501,081625,082015,082308,082510,082615,082814,103629
8,AA7303-0,080639,081038,081310,081426,081542,081636,081835,082003,082037,082626,082847,084246,084555,084944,085050,085145,085251,085757
9,MW4938-1,082235,082554,082919,083046,083203,083257,083351,083520,083625,084449,084700,085925,090221,090505,090621,090737,090854,091420
10,AA7101-0,,,,082246,082355,082449,082626,082720,082814,083329,083552,,,085703,085808,085902,085958,090221
11,AA7871-0,082941,,084511,084627,084837,084934,085155,085408,085503,090211,090610,091735,092029,092156,092335,092409,092557,093155
12,AA7492-0,083046,083340,083614,083824,083951,084025,084119,084355,084500,085514,085808,,091158,091452,091557,091651,091756,092123
13,AA7252-1,084544,084711,085050,085219,085408,,,,,,,092239,092525,092713,092819,092924,093101,093650
14,AA7536-1,084605,,,,,,,090810,090843,,,,,,,,,094525
15,AA7637-1,,090610,090904,091021,091148,091252,091337,091441,091525,092239,092514,093849,094145,094314,094430,094525,094608,095041
16,MW4366-1,091053,091242,091619,091818,091934,092018,092050,092207,092301,092746,092945,094206,094441,094714,094841,094947,095104,095551
17,AA7530-0,092123,,092535,092641,092840,092945,093155,093300,093405,094050,094441,095551,095802,100014,100130,100236,100330,100740
18,AA7842-0,,093723,094145,094314,094452,094557,094714,094831,094936,095740,100214,,101812,102002,102129,102234,102349,102833
19,MW4705-1,094112,094217,094514,094630,094757,094841,095030,095148,095256,095950,100152,101445,101907,102045,102201,102255,102349,102833
20,MW4825-0,095540,095719,100047,100152,100308,100352,100635,100729,100836,101528,101718,103104,103347,103524,103640,103734,103901,104344
21,AA7488-0,100319,100414,100729,100858,101013,101046,101129,101235,101318,,,103524,103712,103923,104040,104123,104217,104638
22,AA7303-1,101423,,101834,102002,102118,102150,102400,102506,102550,103430,103556,104923,105248,,105437,105532,105626,110532
23,MW4938-2,,102517,102749,102938,103054,103126,103209,103325,103408,104239,104449,105721,105956,110134,110311,110405,110532,110836
24,AA7492-1,102959,,103712,103850,104007,104040,104145,104239,104333,105144,105448,110615,110909,111057,111213,111257,111352,112014
25,AA7871-1,103021,104355,104627,104816,105017,105038,105100,105227,105332,105923,110228,111519,111813,112024,112141,112247,112414,112931
26,AA7252-2,,105038,105310,105532,105710,105815,105923,110040,110123,110753,111213,,112835,113004,113120,113236,113414,113730
27,AA7536-2,105721,,110333,110510,110626,110659,110847,110941,111035,111624,111802,,,,,,113932,114238
28,AA7637-2,,111141,111519,111845,112003,112035,112152,112330,112424,112920,113109,114206,114501,114710,114825,114942,115119,115657
29,MW4366-2,112130,112214,112519,112718,112858,113004,113120,113236,113342,114217,,115730,120026,120308,120449,120554,120721,121240
30,AA7530-1,112824,113109,113437,113658,113837,113932,114038,114155,114238,114825,115130,120308,120616,120805,120913,121008,121124,121501
31,AA7759-1,,114909,115225,115415,115531,115636,115753,115909,120026,120659,121029,122322,122531,122824,122952,123108,123214,123657
32,AA7842-1,,115815,120225,120438,120627,120710,120913,121135,121240,133213,143635,145119,145257,145551,145709,145825,145930,150321
33,MW4705-2,120721,120859,121218,121418,121544,121639,121744,121956,122040,122647,122941,124307,124605,124815,124920,125025,125246,125740
34,AA6952-1,,,122238,122416,,122625,122719,122846,122952,,123939,125225,,,125939,130057,130203,130615
35,AA7488-1,123002,123057,123413,123624,123802,123929,124014,124108,124202,124721,124953,,,,,,131131,132530
36,AA7303-2,124014,,124554,124753,124910,124942,125119,125340,125435,130246,130351,131542,131929,132151,132245,132328,132436,132941
